"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Impact of COVID-19 pandemic on the mental health of children in Bangladesh: A cross-sectional study","COVID-19 pandemic poses a significant mental health threat among children in Bangladesh  This study aims to explore the impact of COVID-19 on the mental health of children aged&lt;15<U+202F>years during the lockdown in Bangladesh  An online cross-sectional study was conducted from 25th April to 9th May 2020 among 384 parents having at least one child aged less than 15<U+202F>years using non-probability sampling  K-means clustering used to group children according to mental health score and confirmatory factor analysis (CFA) performed to identify the relationship among the parental behavior and child mental health, and also these associations were assessed through chi-square test  Children were classified into four groups where 43% of child had subthreshold mental disturbances (mean Major Depressive Disorder (MDD)-10;2 8), 30 5% had mild (mean MDD-10;8 9), 19 3% suffered moderately (mean MDD-10;15 9), and 7 2% of child suffered from severe disturbances (mean MDD-10;25 2)  The higher percentage of mental health disturbances of children with the higher education level of parents, relative infected by COVID-19 (yes), parents still need to go the workplace (yes), and parentâ€™s abnormal behavior but lower to their counterparts  This paper demonstrates large proportions of children are suffering from mental health disturbances in Bangladesh during the period of lockdown  Implementation of psychological intervention strategies and improvement in house-hold financial conditions, literacy of parents, taking care of children, and job security may help in improving the psychological/mental status of children and the authors believe that the findings will be beneficial to accelerate the rate of achieving the Sustainable Development Goal (SDG) linked to health status in Bangladesh","Yeasmin, Sabina; Banik, Rajon; Hossain, Sorif; Hossain, Md Nazmul; Mahumud, Raju; Salma, Nahid; Hossain, Md Moyazzem","https://doi.org/10.1016/j.childyouth.2020.105277","","Database: COVIDWHO; Publication details: Children and Youth Services Review;2020.; Publication details: Children and Youth Services Review;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-31","",3512,""
"Media Effects on Individual Worldview and Wellness for Long Term Care Residents Amid The COVID-19 Virus","The following article serves as a means tohighlightthe need for increased scrutiny of the value and potentially adverse effect the 24-hour news cycle has on individuals, particularly residents in a long-term care setting amidst the COVID-19 pandemic or other large-scale catastrophic events  The work will emphasize what is currently known regarding the impact media plays on an individual, including mood, opinion, worldview, and overall mental health and wellness  The conclusion will focus on discussing current means of assessment with future recommendations for heightened evaluation in this already vulnerable population","Schroyer, David","https://doi.org/10.1093/geront/gnaa095","","Database: COVIDWHO; Publication details: The Gerontologist;2020.; Publication details: The Gerontologist;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-31","",3513,""
"Psychological resilience, depression, anxiety, and somatization symptoms in response to COVID-19: A study of the general population in China at the peak of its epidemic","Rationale Psychological resilience is characterized as the ability to respond to extreme stress or trauma or adverse experience successfully  While the relation between public emergencies and psychological distress is well known, research on therelationship between psychological resilience and mental health is very limited during the outbreak of public health emergencies  Objective This research investigated the relationship between psychological resilience and mental health (depression, anxiety, somatization symptoms) among the general population in China  Method Psychological resilience, depression, anxiety, and somatization symptoms of 1,770 Chinese citizens were investigated during the epidemic peak of coronavirus disease 2019 (COVID-19) (23rd February 2020 to 2nd March 2020)  The analyses were done through the Connor-Davidson Resilience Scale (CD-RISC), the Patient Health Questionnaire-9 (PHQ-9), the Generalized Anxiety Disorder-7 (GAD-7) scale, and the Patient Health Questionnaire-15 (PHQ-15) scale  Results The prevalence of depression, anxiety, somatization symptoms was found to be 47 1%, 31 9%, 45 9%, respectively, among all participants  From them, 18 2% showed moderate to severe symptoms of depression, 8 8% showed moderate to severe symptoms of anxiety, and 16 6% showed moderate to severe symptoms of somatization  Psychological resilience was negatively correlated with depression (standardized B = -0 490, P&lt;0 001), anxiety (standardized B = -0 443, P&lt;0 001), and somatization symptom scores (standardized B = -0 358, P&lt;0 001), while controlling for confounding factors  Analysis of the three-factor resilience structure showed that strength and tenacity were correlated with depression (standardized B = -0 256, P&lt;0 001;standardized B = -0 217, P&lt;0 001), anxiety (standardized B = -0 268, P&lt;0 001;standardized B = -0 147, P&lt;0 001), and somatization symptoms (standardized B = -0 236, P&lt;0 001, standardized B = -0 126, P&lt;0 01)  Conclusions Our results suggest that there is a high prevalence of psychological distresses among the general population at the peak of the COVID-19 epidemic in China, which is negatively correlated with resilience  Psychological resilience represents an essential target for psychological intervention in a public health emergency","Ran, Liuyi; Wang, Wo; Ai, Ming; Kong, Yiting; Chen, Jianmei; Kuang, Li","https://doi.org/10.1016/j.socscimed.2020.113261","","Database: COVIDWHO; Publication details: Social Science & Medicine;2020.; Publication details: Social Science & Medicine;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-31","",3514,""
"Forensic mental health service implications of COVID-19 infection in Nigeria","","Ogunwale, A.; Majekodunmi, O. E.; Ajayi, S. O.; Abdulmalik, J.","https://doi.org/10.1016/j.fsiml.2020.100026","","Database: COVIDWHO; Publication details: Forensic Science International: Mind and Law;2020.; Publication details: Forensic Science International: Mind and Law;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-31","",3515,""
"The Pandemicâ€™s Psychological Toll: An Emergency Physicianâ€™s Suicide","","Maura, Kelly","https://doi.org/10.1016/j.annemergmed.2020.07.009","","Database: COVIDWHO; Publication details: Annals of Emergency Medicine;2020.; Publication details: Annals of Emergency Medicine;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-31","",3516,""
"Roadmap to strengthen global mental health systems to tackle the impact of the COVID-19 pandemic","The COVID pandemic has been devastating for not only its direct impact on lives, physical health, socio-economic status of individuals, but also for its impact on mental health  Some individuals are affected psychologically more severely and will need additional care  However, the current health system is so fragmented and focused on caring for those infected that management of mental illness has been neglected  An integrated approach is needed to strengthen the health system, service providers and research to not only manage the current mental health problems related to COVID but develop robust strategies to overcome more long-term impact of the pandemic  A series of recommendations are outlined in this paper to help policy makers, service providers and other stakeholders, and research and research funders to strengthen existing mental health systems, develop new ones, and at the same time advance research to mitigate the mental health impact of COVID19  The recommendations refer to low, middle and high resource settings as capabilities vary greatly between countries and within countries  The recommendations for policy makers are focused on strengthening leadership and governance, finance mechanisms, and developing programme and policies that especially include the most vulnerable populations  Service provision should focus on accessible and equitable evidence-based community care models commensurate with the existing mental health capacity to deliver care, train existing primary care staff to cater to increased mental health needs, implement prevention and promotion programmes tailored to local needs, and support civil societies and employers to address the increased burden of mental illness  Researchers and research funders should focus on research to develop robust information systems that can be enhanced further by linking with other data sources to run predictive models using artificial intelligence, understand neurobiological mechanisms and community-based interventions to address the pandemic driven mental health problems in an integrated manner and use innovative digital solutions  Urgent action is needed to strengthen mental health system in all settings  The recommendations outlined can be used as a guide to develop these further or identify new ones in relation to local needs","Maulik, Pallab K.; Thornicroft, Graham; Saxena, Shekhar","https://doi.org/10.1186/s13033-020-00393-4","","Database: COVIDWHO; Publication details: International Journal of Mental Health Systems;14(1):57-57, 2020.; Publication details: International Journal of Mental Health Systems;14(1):57-57, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-31","",3517,""
"Integrating mental health in COVID-19 crisis: staff mental health referral pathway","","Mansoor, Marium; Najam, Shireen; Nadeem, Tania; Allaudin, Sunita; Moochhala, Mariya; Asad, Nargis","https://doi.org/10.1016/j.ajp.2020.102339","","Database: COVIDWHO; Publication details: Asian Journal of Psychiatry;2020.; Publication details: Asian Journal of Psychiatry;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-31","",3518,""
"18F-FDG brain PET hypometabolism in post-SARS-CoV-2 infection: substrate for persistent/delayed disorders?","Purpose Several brain complications of SARS-CoV-2 infection have been reported  It has been moreover speculated that this neurotropism could potentially cause a delayed outbreak of neuropsychiatric and neurodegenerative diseases of neuroinflammatory origin  A propagation mechanism has been proposed across the cribriform plate of the ethmoid bone, from the nose to the olfactory epithelium, and possibly afterward to other limbic structures, and deeper parts of the brain including the brainstem  Methods Review of clinical examination, and whole-brain voxel-based analysis of 18 F-FDG PET metabolism in comparison with healthy subjects (p voxel &lt; 0 001, p-cluster &lt; 0 05, uncorrected), of two patients with confirmed diagnosis of SARS-CoV-2 explored at the post-viral stage of the disease  Results Hypometabolism of the olfactory/rectus gyrus was found on the two patients, especially one with 4-week prolonged anosmia  Additional hypometabolisms were found within amygdala, hippocampus, parahippocampus, cingulate cortex, pre-/ post-central gyrus, thalamus/hypothalamus, cerebellum, pons, and medulla in the other patient who complained of delayed onset of a painful syndrome  Conclusion These preliminary findings reinforce the hypotheses of SARS-CoV-2 neurotropism through the olfactory bulb and the possible extension of this impairment to other brain structures  18 F-FDG PET hypometabolism could constitute a cerebral quantitative biomarker of this involvement  Post-viral cohort studies are required to specify the exact relationship between such hypometabolisms and the possible persistent disorders, especially involving cognitive or emotion disturbances, residual respiratory symptoms, or painful complaints  Several brain complications of SARS-CoV-2 infection have been already reported including acute cerebrovascu-lar disorders, encephalopathy, encephalitis, and Guillain-BarrÃ© syndromes [1]  It has been moreover speculated that SARS-CoV-2 neurotropism could potentially cause a delayed outbreak with onset and progression of neuro-psychiatric and neurodegenerative diseases of neuroinflammatory origin [2]  A recent systematic review and meta-analysis of other coronavirus infections confirms confusion, depressed mood, anxiety, impaired memory, or insomnia in 27 9 to 41 9% of patients in the acute illness, while in the post-illness stage, the prevalence of post-traumatic stress disorder was of 32 2%, and almost 15% for depression and anxiety disorders [3], with also a clinical overlap with fibromyalgia and chronic fatigue syndrome [4]","Guedj, E.; Million, M.; Dudouet, P.; Tissot-Dupont, H.; Bregeon, F.; Cammilleri, S.; Raoult, D.","https://doi.org/10.1007/s00259-020-04973-x","","Database: COVIDWHO; Publication details: European Journal of Nuclear Medicine and Molecular Imaging;2020.; Publication details: European Journal of Nuclear Medicine and Molecular Imaging;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-31","",3519,""
"Mental Health in India: Neglected component of wellbeing in COVID-19 era","","Goyal, Kapil; Sheoran, Sunita; Chauhan, Poonam; Chhikara, Komal; Gupta, Parakriti; Singh, Mini P.","https://doi.org/10.1016/j.ajp.2020.102341","","Database: COVIDWHO; Publication details: Asian Journal of Psychiatry;2020.; Publication details: Asian Journal of Psychiatry;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-31","",3520,""
"Unexpected public health consequences of the COVID-19 pandemic: a national survey examining anti-Asian attitudes in the USA","Objectives This paper empirically examines whether and how COVID-19 may be activating bias and discrimination toward individuals of Asian descent  Methods In March 2020, we used a national online survey to collect data from 1141 US residents  Using descriptive statistics and multivariate regression, we estimated the prevalence and COVID-19-related predictors of bias toward people of Asian descent  Results We found over 40% of our sample reported they would engage in at least one discriminatory behavior toward people of Asian descent  Respondents who were fearful of COVID-19 (b =  09, p \ 0 001) and had less accurate knowledge about the virus (b =- 07, p \ 0 001) reported more negative attitudes toward Asians as did respondents with less trust in science (b =- 06, p \ 0 001) and more trust in President Trump (b =  04, p \ 0 001)  Conclusions Public health leaders must confront fear of the virus, improve knowledge, and bolster trust in science as these factors may evoke negative attitudes toward Asians and increase prejudice and discrimination  Specifically, our findings warrant the adoption of public health campaigns that provide health information and build trust in scientific knowledge","Dhanani, Lindsay Y.; Franz, Berkeley","https://doi.org/10.1007/s00038-020-01440-0","","Database: COVIDWHO; Publication details: International Journal of Public Health;2020.; Publication details: International Journal of Public Health;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-31","",3521,""
