"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Prevalence of Psychological Morbidities Among General Population, Healthcare Workers and COVID-19 patients Amidst the COVID-19 Pandemic: A Systematic Review and Meta-Analysis","This review was done to synthesise the existing evidence on the prevalence of various psychological morbidities among general public, healthcare workers and COVID-19 patients amidst this pandemic situation  Systematic searches were conducted in various databases and search engines such as Medline, Chinese national knowledge infrastructure, Cochrane library, ScienceDirect, and Google Scholar from inception until 22 April 2020  Newcastle Ottawa scale was used to assess the quality of included studies  We carried out a meta-analysis with random-effects model and reported pooled prevalence with 95% confidence intervals (CIs)  A total of 50 studies were included in the review  Only seven studies (14%) had low risk of bias  Pooled prevalence rate of psychological morbidities includes poor sleep quality (40%), stress (34%), psychological distress (34%), insomnia (30%), post-traumatic stress symptoms (27%), anxiety (26%), depression (26%)  Pooled prevalence rate of psychological morbidities with respect to impact of event due to COVID-19 pandemic was 44% (95%CI-42% to 47%)  The burden of these psychological morbidities was highest among the COVID-19 patients followed by healthcare workers and general population","Krishnamoorthy, Yuvaraj; Nagarajan, Ramya; Saya, Ganesh Kumar; Menon, Vikas","https://doi.org/10.1016/j.psychres.2020.113382","","Database: COVIDWHO; Publication details: Psychiatry Research;2020.; Publication details: Psychiatry Research;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-12","",3764,""
"COVID-19 and the changes in sexual behavior of men who have sex with men: Results of an online survey","Background Social-distancing in the wake of the COVID-19 pandemic may affect sexual behavior of men who have sex with men (MSM)  In early March 2020, Israel imposed travel restrictions and limited social contacts to household members only  The effects of these restrictions on MSM sexual behavior and mental health are unknown  Aim To assess sexual behaviors and mental health of Israeli MSM during social-distancing, and to compare sexual behaviors before and during social distancing, due to the COVID-19  Methods Data was collected through anonymous web-based questionnaires in a popular geospatial application used by MSM between March and April 2020 during the social-distancing period  Outcomes The dependent variable was casual sex, in violation of Social-distancing regulations  Independent variables were demographic characteristics;sexual behaviors before and during social-distancing restrictions;and mental health  Results Of the 2,562 participants, 1,012 (39 5%) continued to meet new casual sex partners during this period  Being of a younger age, single, and with higher levels of mental distress predicted engagement in casual sex during the social-distancing period  MSM reduced their sexual risk and limited sexual repertoire â€“ in particular, kissing with their sexual partners  Participants also spent more time in dating applications than in the pre- social-distancing, and increased their use of sex-phone, web-cams and porn consumption  They perceived the threat of SARS-CoV-2 to be greater than that of HIV: only 3 2% could imagine themselves having sex with a partner who is infected with SARS-CoV-2 compared with 30 1% in case of HIV, p&lt;0 01  Clinical Implications MSM reduced their risk behaviors during social-distancing, due to the threat of COVID-19  Casual sex during social-distancing was associated with negative feelings of mental distress  Future public health response in the future waves of COVID-19 morbidity should strike a balance between containment measures, and the need for social-distancing with its possible mental and social burdens  Strengths and Limitations This is the first study in Israel, and one of the few in the world to examine sexual behavior among MSM during the COVID-19 social-distancing  It involved a relatively large sample, through convenience sampling, which limits causality  Findings should be interpreted cautiously- specifically since COVID-19 related behaviors and circumstances may change rapidly  Conclusion The negative feelings of distress due to social-distancing should be considered as a potential barrier to adherence among vulnerable populations, such as MSM  Future public health response should strike a balance between containment measures and its possible mental, social and financial burdens","Shilo, Guy; Mor, Zohar","https://doi.org/10.1016/j.jsxm.2020.07.085","","Database: COVIDWHO; Publication details: The Journal of Sexual Medicine;2020.; Publication details: The Journal of Sexual Medicine;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-12","",3765,""
"Behavioral Health and Service Usage During the Coronavirus Disease 2019 Pandemic Among Emerging Adults Currently or Recently Experiencing Homelessness","Purpose This study provides information on how the coronavirus disease 2019 (COVID-19) outbreak is affecting emerging adults currently or recently homeless in terms of engagement in protective behaviors, mental health, substance use, and access to services  Methods Ninety participants in an ongoing clinical trial of a risk reduction program for homeless, aged 18â€“25Â years, were administered items about COVID-19 between April 10 and July 9,Â 2020  Results Most participants reported engaging in COVID-19 protective behaviors  Past week mental health symptoms were reported by 38%â€“48% of participants, depending on symptoms  Among those who used substances before the outbreak, 16%â€“28% reported increased use of alcohol, tobacco, and marijuana  More than half of the participants reported increased difficulty meeting basic needs (e g , food), and approximately 32%â€“44% reported more difficulty getting behavioral health services since the outbreak  Conclusions Innovative strategies are needed to address the increased behavioral health needs of young people experiencing homelessness during events such as the COVID-19 outbreak","Tucker, Joan S.; D'Amico, Elizabeth J.; Pedersen, Eric R.; Garvey, Rick; Rodriguez, Anthony; Klein, David J.","https://doi.org/10.1016/j.jadohealth.2020.07.013","","Database: COVIDWHO; Publication details: Journal of Adolescent Health;2020.; Publication details: Journal of Adolescent Health;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-12","",3766,""
"Psychological Distress Related to COVID-19 â€“ The Contribution of Continuous Traumatic Stress","Objective The novel coronavirus (COVID-19) is a substantial stressor that could eventuate in psychological distress  Evidence suggests that individuals previously exposed to traumatic events, and particularly to continuous traumatic stress (CTS), might be more vulnerable to distress when facing additional stressors  This study aimed to investigate these suppositions in the context of the ongoing shelling of Israel from the Israel-Gaza border, which continues even amidst the COVID-19 crisis  Method An online survey was conducted among Israel's general population  The sample included 976 participants  Seven-hundred-and-ninety-three participants had been exposed to traumatic events, with 255 participants reporting CTS  Trauma exposure, COVID-19-related stressors, and psychological distress related to COVID-19 (anxiety, depression, and peritraumatic stress symptoms) were assessed  Results Most participants reported experiencing at least one psychiatric symptom related to COVID-19  Being younger, female, not in a relationship, having a below-average income, being diagnosed with the disease, living alone during the outbreak, having a close other in a high-risk group, and negatively self-rating one's health status were associated with elevated distress  Individuals who had been exposed to trauma, and to CTS in particular, had elevated anxiety, depression, and peritraumatic stress symptoms compared to individuals without such a history or to survivors of non-ongoing traumatic events  CTS moderated the relations between PTSD symptoms, anxiety symptoms, and peritraumatic stress symptoms, with significantly stronger relations found among individuals exposed to CTS  Limitations This study relied on convenience sampling  Conclusions Trauma survivors, and particularly traumatized individuals exposed to CTS, seem at risk for psychological distress related to COVID-19","Lahav, Yael","https://doi.org/10.1016/j.jad.2020.07.141","","Database: COVIDWHO; Publication details: Journal of Affective Disorders;2020.; Publication details: Journal of Affective Disorders;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-12","",3767,""
"Anxiety and Depression and the Related Factors in Nurses of Guilan University of Medical Sciences Hospitals During COVID-19: A Web-based Cross-Sectional Study","Background The outbreak of COVID-19 is an unprecedented challenge to the health systems in Iran  We aimed to assess the psychological impact of this outbreak on nurses in the hospitals of Guilan University of Medical Sciences that is one of the top provinces of incidence of COVID-19  Methods In a web-based cross-sectional study, 441 nurses working were selected from the hospitals, from 7 to 12 April 2020  Anxiety and depression were measured using the Generalized Anxiety Disorder-7 and the Patient Health Questionnaire-9, respectively  Simple and multiple logistic regression models were used to identify the factors related to anxiety and depression  Results The majority were in contact with suspected or confirmed COVID-19 cases (93 4%) and their relatives had been infected with COVID-19 (42%)  The mean of anxiety-7 and depression total scores were 8 64 Â± 5 60 and 8 48 Â± 6 19, respectively  Female (OR=3 27, 95% CI=1 01â€“10 64), working in COVID-19 designated hospital (OR=1 82, 95% CI=1 13â€“2 93), being suspected with COVID-19 infection (OR=2 01, 95% CI=1 25â€“3 26), and insufficient personal protective equipment (OR=2 61, 95% CI=1 68â€“4 06) were associated with anxiety  Depression was significantly associated with female sex (OR=4 62, %95 CI=1 24â€“17 16), having chronic disease (OR=2 12, 95% CI=1 20â€“3 74), being suspected or confirmed with COVID-19 infection (OR=3 44, 95% CI=2 11â€“5 59, and OR=2 21, 95% CI=1 04â€“4 70, respectively), and insufficient personal protective equipment (OR=1 86, 95% CI=1 19â€“2 91)  Conclusion The finding declares healthcare workers are at high risk for mental illness  Continuous supervision of the psychological consequences following infectious diseases outbreaks should be a part of the preparedness efforts of health care systems","Pouralizadeh, Moluk; Bostani, Zahra; Maroufizadeh, Saman; Ghanbari, Atefeh; Khoshbakht, Maryam; Alavi, Seyed Amirhossein; Ashrafi, Sadra","https://doi.org/10.1016/j.ijans.2020.100233","","Database: COVIDWHO; Publication details: International Journal of Africa Nursing Sciences;2020.; Publication details: International Journal of Africa Nursing Sciences;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-12","",3768,""
"Panic and pandemic: narrative review of the literature on the links and risks of panic disorder as a consequence of the SARS-CoV-2 pandemic","Although the â€˜panicâ€™ word has been abundantly linked to the SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) pandemic in the press, in the scientific literature very few studies have considered whether the current epidemic could predispose to the onset or the aggravation of panic attacks or panic disorder  Indeed, most studies thus far have focused on the risk of increase and aggravation of other psychiatric disorders as a consequence of the SARS-CoV-2 epidemic, such as obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD), and generalized anxiety disorder (GAD)  Yet, risk of onset or aggravation of panic disorder, especially the subtype with prominent respiratory symptoms, which is characterized by a fear response conditioning to interoceptive sensations (e g , respiratory), and hypervigilance to these interoceptive signals, could be expected in the current situation  Indeed, respiratory symptoms, such as coughs and dyspnea, are among the most commonly associated with the SARS-CoV-2 (59-82% and 31-55%, respectively), and respiratory symptoms are associated with a poor illness prognosis  Hence given that some etiological and maintenance factors associated with panic disorder â€“ i e , fear conditioning to abnormal breathing patterns attributable or not to the COVID-19 (coronavirus disease 2019), as well as hypervigilance towards breathing abnormalities â€“ are supposedly more prevalent, one could expect an increased risk of panic disorder onset or aggravation following the COVID-19 pandemic in people who were affected by the virus, but also those who were not  In people with the comorbidity (i e , panic disorder or panic attacks and the COVID-19), it is particularly important to be aware of the risk of hypokalemia in specific at-risk situations or prescriptions  For instance, in the case of salbutamol prescription, which might be overly used in patients with anxiety disorders and COVID-19, or in patients presenting with diarrhea and vomiting  Hypokalemia is associated with an increased risk of torsade de pointe, thus caution is required when prescribing specific psychotropic drugs, such as the antidepressants citalopram and escitalopram, which are first-line treatments for panic disorder, but also hydroxyzine, aiming at anxiety relief  The results reviewed here highlight the importance of considering and further investigating the impact of the current pandemic on the diagnosis and treatment of panic disorder (alone or comorbid with the COVID-19)","Javelot, H.; Weiner, L.","https://doi.org/10.1016/j.encep.2020.08.001","","Database: COVIDWHO; Publication details: L'EncÃ©phale;2020.; Publication details: L'EncÃ©phale;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-12","",3769,""
"Psychosocial aspects of the COVID-19 pandemic in the mendoza population","Background: In March 2020 the World Health Organization (WHO) declared SARS-CoV-2 coronavirus disease a pandemic, and since then the largest psychological experiment in the world is being carried out: social isolation  Objectives: The aim of this study was to analyze the psychosocial aspects of confinement and the restrictions imposed by the pandemic in the city of Mendoza, Argentina Methods: An anonymous survey using social networks (WhatsApp, Instagram, Facebook and e-mail) was designed to assess the psychosocial and behavioral aspects of mandatory confinement due to the pandemic and its impact in the population that attends the Institute of Cardiology and Sports in the city of Mendoza and Greater Mendoza  Results: The survey was answered by 915 persons within 10 days of sending the link;49% of participants were between 20 and 40 years old with a majority of female gender  In 80 7% of cases they performed physical exercise during the confinement, but only 3 8% maintained the previous number of hours of weekly activity, 44% increased their time in front of a screen and 61% altered their healthy eating habits  At least 60% of the surveyed population reported symptoms compatible with depression: anxiety, sadness, unwillingness or hopelessness  Conclusions: Confinement without allowing outdoor activities, notwithstanding the proscription of social contact, is associated with changes in healthy lifestyle","JosÃ©, P.; Emanuel, G. D.; SebastiÃ¡n, W.; VerÃ³nica, G.; David, W.","https://doi.org/10.7775/rac.v88.i3.17925","","Database: COVIDWHO; Publication details: Revista Argentina de Cardiologia;88(3):203-206, 2020.; Publication details: Revista Argentina de Cardiologia;88(3):203-206, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-12","",3770,""
"Impact and mechanism of COVID-19 on mental health and wellbeing","The Covid-19 pandemic has brought unprecedented pressure to healthcare systems worldwide, resulting in significant and precipitous changes in demand, burden and method of delivery  The psychosocial impact of this crisis is likely to increase over the course of the pandemic, peak later than medical cases and endure for longer thereby significantly exceeding medical morbidity  It will have far reaching impact on the individual, their family and their care providers  Frontline healthcare workers and those with pre-existing mental health difficulties are recognised at increased risk  Now that the initial surge has been expertly curtailed, it is essential that urgent consideration is now directed towards the mental health implications of the current outbreak and ensure that we are as ready for the increased MH needs of the community as we were for the intensive medical care","Lynch, D.; Oâ€™brien, M.; Oâ€™byrne, L.; Gavin, B.; McNicholas, F.","https://www.google.com/search?q=Impact+and+mechanism+of+COVID-19+on+mental+health+and+wellbeing","","Database: COVIDWHO; Publication details: Irish Medical Journal;113(6):P100-P103, 2020.; Publication details: Irish Medical Journal;113(6):P100-P103, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-12","",3771,""
"The constitutional economics of the World Health Organization","This paper brings a constitutional economics perspective to bear on the World Health Organization (WHO), the flagship United Nations intergovernmental health organisation, which is obligated by its Constitution to achieve 'the highest possible level of health' for the world's peoples. The WHO has in the seven decades of its existence used its formidable legislative powers only sparingly. It has been widely chided for being weak in regional coordination and unresponsive to transnational emergencies like the West African Ebola outbreak of 2014-2016. In 2020, it found itself at the centre of the COVID-19 pandemic and in the middle of the Sino-American geopolitical tug-of-war. This paper traces the discordance between the Constitution's stated purposes and the actual track record of the WHO not back to its organisational culture nor to weak leadership but to the design of the Constitution itself. It analytically distinguishes the Constitution's expressive from its instrumental halves, and shows that, whilst the former embodies a 'constitutional moment' of international health solidarity right after the Second World War, the latter embodies a reserved and limited delegation from member-states that are jealous of their sovereignty.","Ip, Eric C","https://dx.doi.org/10.1017/S1744133120000249","","Country: GB; REINO UNIDO; UNITED KINGDOM; REINO UNIDO; UK; GREAT BRITAIN; INGLATERRA; ENGLAND; ESCOCIA; SCOTLAND; Database: MEDLINE; Publication details: Health Econ Policy Law;: 1-15, 2020 Aug 03.; Publication details: Health Econ Policy Law;: 1-15, 2020 Aug 03.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-12","",3772,""
"Comment on an article: ""COVID-19 disease will cause a global catastrophe in terms of mental health: A hypothesis""","","Ibrahimagic, Omer C; Kunic, Suljo; Kalabic, Zlatko; Smajlovic, Dzevdet; Dostovic, Zikrija; Tupkovic, Emir","https://dx.doi.org/10.1016/j.mehy.2020.110154","","Country: US; ESTADOS UNIDOS; UNITED STATES; ESTADOS UNIDOS; USA; EUA; US; UNITED STATES OF AMERICA; ESTADOS UNIDOS DA AMERICA; EEUU; Database: MEDLINE; Publication details: Med Hypotheses;143: 110154, 2020 Aug 02.; Publication details: Med Hypotheses;143: 110154, 2020 Aug 02.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-12","",3773,""
