"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Implementing Essential Coaching for Every Mother during COVID-19: A Pilot Pre-Post Intervention Study","ObjectivesThe primary objective was to evaluate the preliminary impact of Essential Coaching for Every Mother on self-efficacy, social support, postpartum anxiety and postpartum depression. The second objective was to explore the acceptability of the Essential Coaching for Every Mother program provided during the COVID-19 pandemic.

MethodsA prospective pre-post study was conducted with first time mothers in Nova Scotia, Canada between July 15th and September 19th, 2020. Participants completed a self-report survey at enrolment (after birth) and six-weeks postpartum. Variety of standardized measures were used and qualitative feedback on the program was also collected. Paired t-tests were carried out to determine changes from baseline to follow-up on psychosocial outcomes and qualitative feedback was analysed through thematic analysis.

ResultsA total of 88 women enrolled. Self-efficacy increased between baseline (B) and follow-up (F) (B:33.33; F:37.11, p=0.000) while anxiety (STAI) declined (B:38.49; F:34.79; p=0.004). No other significant changes were found. In terms of acceptability, 89% of participants felt that the number of messages were just right, 84.5% felt the messages contained all the information they needed relative to caring for a newborn and 98.8% indicated they would recommend this program to other new mothers.

ConclusionEssential Coaching for Every Mother may play a role increasing maternal self-efficacy and decreasing anxiety, although future work with a control group is important to delineate the true effects of the program. Overall, mothers were satisfied with the Essential Coaching for Every Mother program and would recommend it for other mothers, during COVID-19 and beyond.","Justine Dol; Megan Aston; Amy Grant; Douglas McMillan; Gail Tomblin Murphy; Marsha Campbell-Yeo","https://medrxiv.org/cgi/content/short/2021.01.13.21249598","20210115","","medRxiv","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-18","",9558,""
"Physicians' Reactions to COVID-19: The Results of an International Internet Survey","ObjectivesPhysicians across the world have been disproportionately affected by the COVID-19 pandemic. This study was designed and conducted to assess the emotional, cognitive, and behavioural reactions of physicians to the initial phase of the COVID-19 pandemic.

Materials and methodsAn online survey questionnaire using the google forms platform was constructed by the authors. The items in the questionnaire were based on clinical experience, relevant literature review and discussion with peers. A list of issues that were deemed as essential components of the experience of the pandemic relevant to physicians was arrived at. Thereafter these issues were operationalized into question form and hosted on the google forms platform. The link to this questionnaire was circulated by the authors among their peer groups in the month of April 2020.

ResultsWe received 295 responses and 3 were unusable. Most of the responses were from India, the United States of America, Australia, Canada and the United Kingdom. About 60% of the respondents identified themselves as frontline and had a decade of clinical experience. Most respondents reported being anxious due to the pandemic and also observed the same in their peers and families. A majority also observed changes in behaviour in self and others and advanced a variety of reasons and concerns. A sense of duty was the most commonly employed coping mechanism.

ConclusionPhysicians are not immune from information and misinformation, or cues in the environment. Behavioural choices are not always predicted by knowledge but by a combination of knowledge, emotional state, personality and environment. Healthcare settings need to be ready for emergencies and should focus on reducing uncertainty in physicians. These factors may also be gainfully used in the mental health promotion of physicians in COVID-19 care roles.","Parul Aneja; Inderjit Singh; Bhupinder Singh; Pardeep Singh Kundi; Inderbir Singh; Sanjana Kathiravan; Shubh Mohan Singh","https://medrxiv.org/cgi/content/short/2021.01.13.21249460","20210115","","medRxiv","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-18","",9559,""
"Changes in the Health of Adolescent Athletes: A Comparison of Health Measures Collected Before and During the CoVID-19 Pandemic","ContextIn the spring of 2020, schools closed to in-person teaching and sports were cancelled to control the transmission of CoVID-19. The changes that took place to the physical and mental health among young athletes during this time remain unknown, however.

ObjectiveIdentify changes in the health (mental health, physical activity and quality of life) of athletes that occurred during the CoVID-19 pandemic.

DesignCross sectional study.

SettingSample recruited via social media.

Patients or Other Participants3243 Wisconsin adolescent athletes (age=16.2{+/-}1.2 yrs., female=58% female) completed an online survey in May 2020 (DuringCoVID-19). Health measures for this cohort were compared with previously reported data for Wisconsin adolescent athletes (n=5231, age=15.7{+/-}1.2, 47% female) collected in 2016-2018 (PreCoVID-19).

Main Outcome Measure(s)Demographic information included: sex, grade and sports played. Health assessments included the Patient Health Questionnaire-9 Item (PHQ-9) to identify depression symptoms, the Pediatric Functional Activity Brief Scale (PFABS) for physical activity, and the Pediatric Quality of Life Inventory 4.0 (PedsQL) for health related quality of life (HRQoL). Univariable comparisons of these variables between groups were made via t-tests or chi-square tests. Means and 95% confidence intervals (CI) for each group were estimated by survey weighted ANOVA models.

RESULTSCompared to PreCoVID-19, a larger proportion of the During-CoVID-19 participants reported rates of moderate to severe levels of depression (9.7% vs 32.9%, p<0.001). During-CoVID-19 participants reported 50% lower (worse) PFABS scores (mean:12.2 [95%CI: 11.9, 12.5] vs 24.7 [24.5, 24.9] p<0.001) and lower (worse) PedsQL total scores compared to the PreCoVID-19 participants (78.4 [78.0, 78.8] vs. 90.9 [90.5, 91.3] p<0.001).

CONCLUSIONSDuring the CoVID-19 pandemic, adolescent athletes reported increased symptoms of depression, decreased physical activity and decreased quality of life compared to adolescent athletes in previous years.

Key pointsO_LIAdolescent athletes during CoVID-19 were three times more likely to report moderate to severe symptoms of depression compared to data collected prior to CoVID-19.
C_LIO_LIAdolescent athletes during CoVID-19 reported significantly lower physical activity and quality of life scores compared to high school athletes prior to the CoVID-19 pandemic
C_LIO_LIPost CoVID-19 policies should be implemented to improve the health of adolescent athletes in the US.
C_LI","Timothy McGuine; Kevin Biese; Scott Hetzel; Labina Petrovska; Stephanie Kliethermes; Claudia Reardon; David Bell; M. Alison Brooks; Andrew Watson","https://medrxiv.org/cgi/content/short/2021.01.12.20248726","20210115","","medRxiv","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-18","",9560,""
"SARS-Cov-2 prevalence, transmission, health-related outcomes and control strategies in homeless shelters: systematic review and meta-analysis","BackgroundPeople experiencing homelessness (PEH) may be at particular risk for COVID19. We synthesised the evidence on SARS-Cov-2 infection, transmission, outcomes of disease, effects of non-pharmaceutical interventions (NPI), and the effectiveness of targeted strategies for infection prevention and control (IPC).

MethodsSystematic review of articles, reports and grey-literature indexed in electronic databases (EMBASE, WHO-Covid19, Web of Science), pre-print repositories, institutional websites, and handsearching. Empirical papers of any study design addressing Covid-19 in PEH or homeless shelters staff in English were included. (PROSPERO 2020 CRD42020187033)

FindingsOf 194 publications, 13 studies were included (two modelling, ten observational and one qualitative study). All were conducted in high-income countries. Random-effect meta-analysis of prevalence estimates yields a baseline SARS-Cov-2 prevalence of 2{middle dot}14% (95% Confidence-Interval, 95%CI=1{middle dot}02-3{middle dot}27) in PEH and 1{middle dot}72 % (95%CI=0{middle dot}31-3{middle dot}12) in staff. In outbreaks, the pooled prevalence increases to 29{middle dot}49% (95%CI=16{middle dot}44-29{middle dot}55) in PEH and 15{middle dot}18% (95%CI=8{middle dot}95-21{middle dot}42) in staff. Main IPC strategies were universal and rapid testing, expansion of non-congregate housing support, and individual measures in shelters (bed spacing, limited staff rotation).

InterpretationUp to 30% PEH and 17% staff are infected during outbreaks of SARS-Cov-2 in homeless shelters. Most studies were conducted in the USA. No studies were found on health-related outcomes or health effects of NPI. An overview and evaluation of IPC strategies for PEH, including a better understanding of disease transmission, and reliable data on PEH within Covid-19 notification systems is needed. Qualitative studies may serve to voice PEH experiences and guide future evaluations and IPC strategies.

FundingNo source of funding.

Panel 1: Research in contextO_ST_ABSEvidence before this studyC_ST_ABSPeople experiencing homelessness (PEH) are at increased risk of infectious, chronic, and mental health adverse conditions. Due to the risk of transmission in shared accommodations, PEH may be particularly vulnerable to SARS-Cov-2 infection and worse clinical outcomes. Non-pharmaceutical interventions (NPIs) taken to mitigate the SARS-Cov-2 outbreak may have further aggravated health and social conditions. However, there is no evidence synthesis on the SARS-Cov-2 epidemiology among PEH, the correspondent clinical and other health-related outcomes as well as health effects of NPIs on these groups.

Added value of this study

We reviewed and synthesized existent evidence on the risk of infection and transmission, risk of severe course of disease, effect of NPIs on health outcomes and the effectiveness of implemented measures to avert risks and negative outcomes among PEH. Results of the identified studies suggest that both PEH and shelter staff are at high risk of SARS-Cov-2 infection, especially in case of a local outbreak. Due to the low prevalence of symptoms at the time of a positive SARS-Cov-2 test among PEH, symptom screening alone may not be efficient to control outbreaks. Instead, universal and rapid testing conjugated with expansion of non-congregate housing support, and individual measures in shelters, are discussed as sensible strategies.

Implications of all the available evidence

A comprehensive overview of NPIs and shelter strategies targeting PEH and evaluation of their effectiveness and unintended health consequences is needed. Qualitative research considering living realities of PEH can facilitate understanding of their specific needs during the pandemic.","Amir Mohsen Mohsenpour; Kayvan Bozorgmehr; Sven Rohleder; Jan Stratil; Diogo Costa","https://medrxiv.org/cgi/content/short/2021.01.14.21249851","20210115","","medRxiv","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-18","",9561,""
"Prevalence and correlates of depression during the COVID-19 pandemic and the major role of stigmatization in low- and middle-income countries: A multinational cross-sectional study","Currently, there is little data on the mental health consequences of the COVID-19 pandemic in low- and middle-income countries (LMICs). This study aims to examine the pooled and separate prevalence and determinants of depression during the pandemic in samples from four LMICs. Participants (N= 1267, 40.9% women) were recruited from the Democratic Republic of the Congo (DRC), Haiti, Rwanda, and Togo. They completed an online cross-sectional survey on sociodemographics, exposure and stigmatization related to COVID-19, the Hopkins Symptom Checklist depression subscale, and the Connor-Davidson Resilience Scale-2. The pooled prevalence for depression symptoms was 24.3% (95% CI: 22.08-26.79%), with significant differences across countries. Younger age, gender (women), and high levels of exposure and stigmatization related to COVIID-19, and resilience were associated with depression in the pooled data. There were significant variations at the country level. Stigmatization (but not exposure to COVID-19 and resilience) was a strong predictor among the four countries. The prevalence of depression symptoms in the LMICs are similar to those reported in China and in most high-income countries during the pandemic. The findings emphasize the need for implementing non-fear-based education programs during epidemics to reduce stigmatization.","CÃƒÂ©nat, Noorishad, Kokou-Kpolou, Dalexis, Hajizadeh, Guerrier, ClormÃƒÂ©us, Bukaka, Birangui, Adansikou, Ndengeyingoma, Sezibera, Derivois, Rousseau","https://doi.org/10.1016/j.psychres.2021.113714","20210116","COVID-19; DR Congo, Haiti, Rwanda and Togo; Depression; Resilience; Stigmatization","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-18","",9562,""
"Increased emotional eating during COVID-19 associated with lockdown, psychological and social distress","Due to the spread of COVID 2019, the Italian government imposed a lockdown on the national territory. Initially, citizens were required to stay at home and not to mix with others outside of their household (Phase 1); eventually, some of these restrictions were lifted (Phase 2). To investigate the impact of lockdown on emotional and binge eating, an online survey was conducted to compare measures of self-reported physical (BMI), psychological (Alexithymia), affective (anxiety, stress, and depression) and social (income, workload) state during Phase 1 and Phase 2. Data from 365 Italian residents showed that increased emotional eating was predicted by higher depression, anxiety, quality of personal relationships, and quality of life, while the increase of bingeing was predicted by higher stress. Moreover, we showed that higher alexithymia scores were associated by increased emotional eating and higher BMI scores were associated with both increased emotional eating and binge eating. Finally, we found that from Phase 1 to Phase 2 binge and emotional eating decreased. These data provide evidence of the negative effects of isolation and lockdown on emotional wellbeing, and, relatedly, on eating behaviour.","Cecchetto, Aiello, Gentili, Ionta, Osimo","https://doi.org/10.1016/j.appet.2021.105122","20210116","BMI; COVID-19 pandemic; binge eating; emotional eating; lockdown; negative emotions","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-18","",9563,""
"Prevalence of anxiety in health care professionals during the COVID-19 pandemic: A rapid systematic review (on published articles in Medline) with meta-analysis","During the COVID-19, healthcare workers are exposed to a higher risk of mental health problems, especially anxiety symptoms. The current work aims at contributing to an update of anxiety prevalence in this population by conducting a rapid systematic review and meta-analysis. Medline and Pubmed were searched for studies on the prevalence of anxiety in health care workers published from December 1, 2019 to September 15, 2020. In total, 71 studies were included in this study. The pooled prevalence of anxiety in healthcare workers was 25% (95% CI: 21%-29%), 27% in nurses (95% CI: 20%-34%), 17% in medical doctors (95% CI: 12%-22%) and 43% in frontline healthcare workers (95% CI: 25%-62%). Our results suggest that healthcare workers are experiencing significant levels of anxiety during the COVID-19 pandemic, especially those on the frontline and nurses. However, international longitudinal studies are needed to fully understand the impact of the pandemic on healthcare workers' mental health, especially those working at the frontline.","SantabÃƒÂ¡rbara, Bueno-Notivol, Lipnicki, Olaya, PÃƒÂ©rez-Moreno, Gracia-GarcÃƒÂ­a, Idoiaga-Mondragon, Ozamiz-Etxebarria","https://doi.org/10.1016/j.pnpbp.2021.110244","20210116","Anxiety; COVID-19; Health care workers; Professional categories","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-18","",9564,""
"Accredited Social Health Activist (ASHA) and Her Role in District Mental Health Program: Learnings from the COVID 19 Pandemic","COVID 19 pandemic has posed challenges for public mental healthcare delivery, particularly in LAMI countries such as India. However, this unique situation has also brought in opportunities to revisit the health system and optimally utilize the available resources. In this brief report, we report one such new initiative in which existing community health workers (CHWs), known as ASHAs (Accredited Social Health Activist) acted as a bridge betweenÃ‚Â patients with mental illness andÃ‚Â the District Mental Health Program (DMHP) of Ramanagara district of Karnataka State, India. They maintained continuity of care of 76 patients by delivering mental healthcare services to the patients' doorstep. This has paved the way to rethink and revisit their role in public mental healthcare delivery not only during COVID 19Ã‚Â times, but also beyond.","Rahul, Chander, Murugesan, Anjappa, Parthasarathy, Manjunatha, Kumar, Math","https://doi.org/10.1007/s10597-021-00773-1","20210116","Accredited Social Health Activist (ASHA); COVID 19; Community Healthcare Worker (CHW); District Mental Health Programme (DMHP)","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-18","",9565,""
"Spine surgeon perceptions of the challenges and benefits of telemedicine: an international study","While telemedicine usage has increased due to the COVID-19 pandemic, there remains little consensus about how spine surgeons perceive virtual care. The purpose of this study was to explore international perspectives of spine providers on the challenges and benefits of telemedicine. Responses from 485 members of AO Spine were analyzed, covering provider perceptions of the challenges and benefits of telemedicine. All questions were optional, and blank responses were excluded from analysis. The leading challenges reported by surgeons were decreased ability to perform physical examinations (38.6%), possible increased medicolegal exposure (19.3%), and lack of reimbursement parity compared to traditional visits (15.5%). Fewer than 9.0% of respondents experienced technological issues. On average, respondents agreed that telemedicine increases access to care for rural/long-distance patients, provides societal cost savings, and increases patient convenience. Responses were mixed about whether telemedicine leads to greater patient satisfaction. North Americans experienced the most challenges, but also thought telemedicine carried the most benefits, whereas Africans reported the fewest challenges and benefits. Age did not affect responses. Spine surgeons are supportive of the benefits of telemedicine, and only a small minority experienced technical issues. The decreased ability to perform the physical examination was the top challenge and remains a major obstacle to virtual care for spine surgeons around the world, although interestingly, 61.4% of providers did not acknowledge this to be a major challenge. Significant groundwork in optimizing remote physical examination maneuvers and achieving legal and reimbursement clarity is necessary for widespread implementation.","Riew, Lovecchio, Samartzis, Bernstein, Underwood, Louie, Germscheid, An, Cheung, Chutkan, Mallow, Neva, Phillips, Sciubba, El-Sharkawi, Valacco, McCarthy, Iyer, Makhni","https://doi.org/10.1007/s00586-020-06707-x","20210116","Benefits; Challenges; Global; Spine surgery; Telemedicine","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-18","",9566,""
"The cerebral network of COVID-19-related encephalopathy: a longitudinal voxel-based 18F-FDG-PET study","Little is known about the neuronal substrates of neuropsychiatric symptoms associated with COVID-19 and their evolution during the course of the disease. We aimed at describing the longitudinal brain metabolic pattern in COVID-19-related encephalopathy using 18F-FDG-PET/CT. Seven patients with variable clinical presentations of COVID-19-related encephalopathy were explored thrice with brain 18F-FDG-PET/CT, once in the acute phase, 1 month later and 6 months after COVID-19 onset. PET images were analysed with voxel-wise and regions-of-interest approaches in comparison with 32 healthy controls. Patients' neurological manifestations during acute encephalopathy were heterogeneous. However, all of them presented with predominant cognitive and behavioural frontal disorders. SARS-CoV-2 RT-PCR in the CSF was negative for all patients. MRI revealed no specific abnormalities for most of the subjects. All patients had a consistent pattern of hypometabolism in a widespread cerebral network including the frontal cortex, anterior cingulate, insula and caudate nucleus. Six months after COVID-19 onset, the majority of patients clinically had improved but cognitive and emotional disorders of varying severity remained with attention/executive disabilities and anxio-depressive symptoms, and lasting prefrontal, insular and subcortical 18F-FDG-PET/CT abnormalities. The implication of this widespread network could be the neural substrate of clinical features observed in patients with COVID-19, such as frontal lobe syndrome, emotional disturbances and deregulation of respiratory failure perception. This study suggests that this network remains mildly to severely impaired 6 months after disease onset.","Kas, Soret, Pyatigoskaya, Habert, Hesters, Le Guennec, Paccoud, Bombois, Delorme","https://doi.org/10.1007/s00259-020-05178-y","20210116","18F-FDG-PET; COVID-19; Glucose metabolism; Prefrontal impairment; SARS-CoV-2","PubMed","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-18","",9567,""
