"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","exclusion_reason","extraction_date","expert_decision","ID","o1"
"[Comment] The challenges of planetary mental health in the COVID-19 era","As the focus of the COVID-19 crisis is gradually taken away from emergency healthcare needs, increased attention is warranted on the psychological impact of the pandemic on a global level  Existing guidance on managing the COVID-19 related distress needs to be better informed by upcoming larger-scale research  Applying e-Health can be useful in dealing with the immediate psychological needs, while developing strategies to identify vulnerable populations and shifting the provision of mental health and social care to community services need to be prioritised when looking at the future  Focusing on global mental health during this universal crisis is an opportunity for promoting a more compassionate and less discriminating society","Tsamakis, Konstantinos; Dimitrakakis, Georgios; Stefanadi, Ellie; Tsiptsios, Dimitrios; Dimitrakaki, Inetzi; Mueller, Christoph; Spandidos, Demetrios; Stefanadis, Christodoulos; Rizos, Emmanouil","https://doi.org/10.3892/etm.2020.8927","","Database: COVIDWHO; Publication details: Experimental and Therapeutic Medicine;20(3):1843-1844, 2020.; Publication details: Experimental and Therapeutic Medicine;20(3):1843-1844, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-05","",3647,""
"Effects of general and sexual minority-specific COVID-19-related stressors on the mental health of lesbian, gay and bisexual people in Hong Kong","The impact of COVID-19 on mental health has begun to be widely recognized  While the mental health of socially marginalized groups has been examined, there is an absence of studies on how the mental health of lesbian, gay and bisexual (LGB) people have been affected  857 LGB people in Hong Kong participated in a community-based survey study  Over one-fourth of them met the criteria for probable clinical depression (31 5%) and generalized anxiety disorder (27 9%)  Besides general stressors, we identified sexual minority-specific stressors during the pandemic  4 2% of the participants indicated that they had frequently experienced family conflict related to sexual orientation  One-third responded that they had largely reduced connection to the lesbian, gay, bisexual and transgender plus (LGBT+) community (34 7%)  The results showed that sexual minority-specific COVID-19-related stressors significantly contributed to the variance explained in depressive and anxiety symptoms, beyond the contribution of general COVID-19-related stressors  Since LGB people are particularly vulnerable to poor mental health during the COVID-19 pandemic, LGB people-targeting organizations need to understand more about family, space and privacy concerns in order to provide better support, and LGB safe spaces and shelters may be needed as a policy response","Suen, Yiu-tung; Chan, Randolph Chun Ho; Wong, Eliz Miu Yin","https://doi.org/10.1016/j.psychres.2020.113365","","Database: COVIDWHO; Publication details: Psychiatry Research;2020.; Publication details: Psychiatry Research;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-05","",3648,""
"Finding the Right Balance: An Evidence-Informed Guidance Document to Support the Re-Opening of Canadian Nursing Homes to Family Caregivers and Visitors during the COVID-19 Pandemic","During the first few months of the COVID-19 pandemic, Canadian nursing homes implemented strict no-visitor policies to reduce the risk of introducing COVID-19 in these settings  There are now growing concerns that the risks associated with restricted access to family caregivers and visitors have started to outweigh the potential benefits associated with preventing COVID-19 infections  Many residents have sustained severe and potentially irreversible physical, functional, cognitive, and mental health declines  As Canada emerges from its first wave of the pandemic, nursing homes across the country have cautiously started to reopen these settings, yet there is broad criticism that emerging visitor policies are overly restrictive, inequitable and potentially harmful  We reviewed the nursing home visitor policies for Canadaâ€™s ten provinces and three territories as well as international policies and reports on the topic to develop evidence-informed, data-driven and expert-reviewed guidance for the re-opening of Canadian nursing homes to family caregivers and visitors","Stall, Nathan M.; Johnstone, Jennie; McGeer, Allison J.; Dhuper, Misha; Dunning, Julie; Sinha, Samir K.","https://doi.org/10.1016/j.jamda.2020.07.038","","Database: COVIDWHO; Publication details: Journal of the American Medical Directors Association;2020.; Publication details: Journal of the American Medical Directors Association;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-05","",3649,""
"Towards mental health friendly cities during and after COVID-19","","Sinha, Moitreyee; Kumar, Manasi; Zeitz, Lian; Collins, Pamela Y.; Kumar, Suresh; Fisher, Steve; Foote, Nathaniel; Sartorius, Norman; Herrman, Helen; Atwoli, Lukoye","https://doi.org/10.1080/23748834.2020.1790251","","Database: COVIDWHO; Publication details: Cities & Health;2020.; Publication details: Cities & Health;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-05","",3650,""
"Psychological effects of the COVID 19 pandemic on healthcare workers Globally: A Systematic Review","In this systematic review, we compared the incidences of psychological issues during the COVID-19 pandemic, such as anxiety, depression, occupational stress, PTSD and insomnia, in healthcare workers (HCW) and non-healthcare workers (NHCW)  PubMed, Ovid, Google Scholar and PsycInfo were systematically searched for related published articles  In all electronic databases, the following search strategy was implemented, and these key words were used: â€œCOVID 19â€ OR â€œSARS-CoV-2â€ AND â€œpsychologicalâ€ OR â€œstressâ€ OR â€œdepressionâ€ AND â€œhealthcare$â€  We identified 6 studies, out of the final 15 selected, which reported numerical estimates for incidences of psychological effects  Meta-analysis was conducted, comparing both combined and individual effect sizes of all psychological manifestations  Qualitative evidence was reported from the remaining 9 cross- sectional studies  The summary effects of the combined quantitative meta-analysis conducted on 6 studies did indicate near significant differences between HCW and NHCW  Summary effects of individual manifestations indicated significantly higher incidence of insomnia among HCW, when compared to NHCW  Qualitative evidence from remaining cross-sectional studies provided additional information into the nature of the psychological issues  We conclude that even though reasons for psychological distress among HCW and NHCW may be different, both suffered in equal measures excepting for insomnia","Sheraton, Mack; Deo, Neha; Dutt, Taru; Surani, Salim; Hall-Flavin, Daniel; Kashyap, Rahul","https://doi.org/10.1016/j.psychres.2020.113360","","Database: COVIDWHO; Publication details: Psychiatry Research;2020.; Publication details: Psychiatry Research;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-05","",3651,""
"Grief of COVID-19 is a mental contagion, first family suicide in Iran","","Pirnia, Bijan; Dezhakam, Hossein; Pirnia, Kambiz; Malekanmehr, Parastoo; Rezaeian, Manya","https://doi.org/10.1016/j.ajp.2020.102340","","Database: COVIDWHO; Publication details: Asian Journal of Psychiatry;2020.; Publication details: Asian Journal of Psychiatry;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-05","",3652,""
"Fear, Depression, Substance Misuse and Related Conditions among Multi-National Medical Students at the Peak of the COVID-19 Epidemic","","Isralowitz, Richard; Khamenka, Natallia; Konstantinov, Vsevolod; Gritsenko, Valentina; Reznik, Alexander","https://doi.org/10.1080/15325024.2020.1799521","","Database: COVIDWHO; Publication details: Journal of Loss and Trauma;2020.; Publication details: Journal of Loss and Trauma;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-05","",3653,""
"Mental Distress during the COVID-19 Pandemic among US Adults without a Pre-existing Mental Health Condition: Findings from American Trend Panel Survey","Most individuals in the United States have no history of a mental health condition yet are at risk for psychological distress due to the COVID-19 pandemic  The objective of this study was to assess the frequency and risk and protective factors of psychological distress, during the beginning of the COVID-19 pandemic, in this group  Data comes from the Pew Research Centerâ€™s American Trends Panel (ATP), a probability-based online survey panel representative of the US adult population  The analytic sample consisted of 9,687 individuals with no prior history of a mental health condition who completed the survey between March 19-24, 2020  Explanatory variables included sociodemographic factors and items related to behavior, perceptions, and experiences surrounding the pandemic  The outcome was psychological distress, measured by five items on symptoms of anxiety, depression, loneliness, sleep difficulties, and hyperarousal  A multivariable linear regression model was used to identify risk and protective factors for psychological distress  Fifteen percent of the sample experienced 2 psychological distress symptoms for at least 3 days over the past week;13% had three or more symptoms  Risk factors for higher distress included searching online or using social media to post about coronavirus, reporting that the outbreak caused major changes to personal life, and perception that the virus was a threat to the US economy, the individualâ€™s personal health or finances  This has important implications for mental health service delivery","Holingue, Calliope; Badillo-Goicoechea, Elena; Riehm, Kira E.; Veldhuis, Cindy; Thrul, Johannes; Johnson, Renee M.; Fallin, M. Daniele; Kreuter, Frauke; Stuart, Elizabeth A.; Kalb, Luther G.","https://doi.org/10.1016/j.ypmed.2020.106231","","Database: COVIDWHO; Publication details: Preventive Medicine;2020.; Publication details: Preventive Medicine;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-05","",3654,""
"How People Emotionally Respond to the News on COVID-19: An Online Survey","Introduction: During the Coronavirus Disease 2019 (COVID-19) outbreak, news media has played an important role in informing people to satisfy their curiosity about this stressful condition  Regular exposure to such stressful news may elicit different emotions in people and engage them in using strategies to control their emotions  In the present study, we aimed at exploring the most common negative emotion(s) experienced by individuals, as well as the most frequent Emotion Regulation (ER) strategies used facing the COVID-19-related news  We also examined whether the variable of personal relevance can moderate these emotional responses  Methods: 617 individuals living in Tehran who regularly read the news about the COVID-19 from the early stages of spread completed an online survey  After excluding the participants with high scores from the Beck Depression Inventory (&gt;18), data obtained from 443 participants were analyzed in terms of the experienced negative emotions and ER strategies  Results: Anxiety (55 8%) was the most common negative emotion reported by participants facing COVID-19-related news and problem-solving was the most frequent strategy used to control negative emotions  Both groups with high and low personal relevance indicated a similar pattern in experiencing high and low arousal emotions, as well as using ER strategies, and no significant differences were found (X2=0 006, p=0 51;X2=0 14, p=0 39, respectively)  We also found that participants with high scores in the resilience scale used an integrative rather than a single approach of the ER strategies (rbp=0 15, p=0 01)  Conclusion: We found that during the COVID-19 outbreak, news media may have important role in triggering anxiety in people who regularly read the relevant news, and problem-solving was the most frequent strategy among them  Being directly involved with COVID-19 in personal life did not make any differences in the way that individuals emotionally respond to the news  While using an integrative approach in regulating emotion was found in more resilient individuals","Hamidein, Zahra; Hatami, Javad; Rezapour, Tara","https://doi.org/10.32598/bcn.11.covid19.809.2","","Database: COVIDWHO; Publication details: Basic and Clinical Neuroscience Journal;11(2):171-178, 2020.; Publication details: Basic and Clinical Neuroscience Journal;11(2):171-178, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-05","",3655,""
"Provision of Sexual Medicine Services During the Coronavirus Disease-2019 Pandemic: An Asia Pacific Society of Sexual Medicine Position Statement","The coronavirus disease-2019 (COVID-19) pandemic has caused an unprecedented healthcare crisis with various governmental healthcare policies enforced to redirect medical prioritization and minimize the spread of COVID19 infection  Recognizing that the COVID-19 crisis will be protracted, it is important that clinicians and the healthcare industry continue to adapt existing resources and review contingency plan amidst this uncertain and difficult times  The Asia Pacific Society of Sexual Medicine supports ongoing precautionary healthcare measures implemented by various institutions and governmental policies to contain and eliminate COVID19 infection  Clinicians are encouraged to modify and adapt various strategies that will continue to provide, support, and treat sexual healthâ€“related conditions in a safe and efficient manner  Chung E, Jiann BP, Nagao L, et al  Provision of Sexual Medicine Services During the Coronavirus Disease-2019 Pandemic: An Asia Pacific Society of Sexual Medicine Position Statement  J Sex Med 2020;XX:XXXâ€“XXX","Chung, Eric; Jiann, Bang-Ping; Nagao, Koichi; Hakim, Lukman; Huang, William; Lee, Joe; Lin, Haocheng; Tien Mai, Dung Ba; Nyugen, Quang; Park, Hyun-Jun; Sato, Yoshikazu; Tantiwongse, Kavirach; Yuan, Yiming; Park, Kwangsung","https://doi.org/10.1016/j.esxm.2020.06.012","","Database: COVIDWHO; Publication details: Sexual Medicine;2020.; Publication details: Sexual Medicine;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-05","",3656,""
