"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Drug synergy of combinatory treatment with remdesivir and the repurposed drugs fluoxetine and itraconazole effectively impairs SARS-CoV-2 infection in vitro","The SARS-COV-2 pandemic and the global spread of coronavirus disease 2019 (COVID-19) urgently calls for efficient and safe antiviral treatment strategies. A straightforward approach to speed up drug development at lower costs is drug repurposing. Here we investigated the therapeutic potential of targeting the host- SARS-CoV-2 interface via repurposing of clinically licensed drugs and evaluated their use in combinatory treatments with virus- and host-directed drugs. We tested the antiviral potential of repurposing the antifungal itraconazole and the antidepressant fluoxetine on the production of infectious SARS-CoV-2 particles in the polarized Calu-3 cell culture model and evaluated the added benefit of a combinatory use of these host-directed drugs with remdesivir, an inhibitor of viral RNA polymerase. Drug treatments were well-tolerated and potent impaired viral replication was observed with all drug treatments. Importantly, both itraconazole-remdesivir and fluoxetine-remdesivir combinations inhibited the production of infectious SARS-CoV-2 particles > 90% and displayed synergistic effects in commonly used reference models for drug interaction. Itraconazole-Remdesivir and Fluoxetine-Remdesivir combinations are promising therapeutic options to control SARS-CoV-2 infection and severe progression of COVID-19.","Ursula Rescher; Sebastian Schloer; Linda Brunotte; Angeles Mecate-Zambrano; Shuyu Zheng; Jing Tang; Stephan Ludwig","https://biorxiv.org/cgi/content/short/2020.10.16.342410","20201016","","bioRxiv","Undecided","","","","","","","","","","","","","False","False","","2020-10-17","",6097,""
"Recomendaciones prÃ¡cticas para evitar el desacondicionamiento fÃ­sico durante el confinamiento por pandemia asociada a COVID-19","Resumen IntroducciÃ³n: El aislamiento social durante la pandemia por COVID-19 incluye el confinamiento en casa, que redunda en incremento de la inactividad fÃ­sica y de comportamientos sedentarios, favoreciendo el desacondicionamiento fÃ­sico  Las personas desacondicionadas fÃ­sicamente tienen alteraciones metabÃ³licas y sistÃ©micas por la falta de movimiento  Objetivo: Presentar recomendaciones prÃ¡cticas, y de bajo costo sobre actividades basadas en la evidencia para evitar el desacondicionamiento fÃ­sico durante el confinamiento en casa, que se pueden mantener a largo plazo, incluso despuÃ©s de la pandemia  Materiales y mÃ©todos: RevisiÃ³n documental sobre estrategias para conducir estilos de vida saludable en casa que disminuyan los efectos negativos a nivel fisiolÃ³gico producidos por el confinamiento derivado de la pandemia  Resultados: La evidencia seÃ±ala que el confinamiento en casa incrementa los niveles de inactividad fÃ­sica y el comportamiento sedentario;la realizaciÃ³n de actividad fÃ­sica bajo condiciones particulares puede entre otros, fortalecer el sistema respiratorio e inmunolÃ³gico, mantener la condiciÃ³n fÃ­sica y generar efectos positivos sobre la salud mental  Conclusiones: Los hÃ¡bitos relacionados con la prÃ¡ctica de actividad fÃ­sica en casa se deben mantener en el tiempo, se recomienda realizarla de manera programada, establecer horarios de descanso entre las actividades y durante la noche, y elegir aquellas que generen disfrute  Introduction: Social isolation during the COVID-19 pandemic includes home confinement, which results in increased physical inactivity and sedentary behaviors, favoring physical deconditioning  Deconditioned people have metabolic and systemic disorders due to the lack of movement  Objective: To present practical, low-cost recommendations on evidence-based activities to avoid physical deconditioning during home confinement, which can be maintained over the long term, even after the pandemic  Materials and methods: Documentary review on strategies to support healthy lifestyles at home that decrease the negative effects at a physiological level produced by the confinement derived from the pandemic  Results: Evidence indicates that home confinement increases the levels of physical inactivity and sedentary behavior;executing physical activity under particular conditions, among other effects, can strengthen the respiratory and immune systems, maintain physical condition and generate positive effects on mental health  Conclusions: The habits related to the practice of physical activity at home should be maintained over time, it is recommended to do it on a scheduled basis, define rest times between activities and during the night, and choosing those that generate enjoyment","Mera-MamiÃ¡n, Andry Yasmid; Tabares-Gonzalez, Esteban; Montoya-Gonzalez, Santiago; MuÃ±oz-Rodriguez, Diana Isabel; Monsalve-VÃ©lez, Felipe","https://www.google.com/search?q=Recomendaciones+prÃ¡cticas+para+evitar+el+desacondicionamiento+fÃ­sico+durante+el+confinamiento+por+pandemia+asociada+a+COVID-19","","Database: COVIDWHO; Publication details: Univ. salud;22(2):166-177, 2020.; Publication details: Univ. salud;22(2):166-177, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-10-17","",6098,""
"COVID-19: social isolation and optimism in sport","The purpose of this discussion is to explore communicative strategies that sport practitioners can implement during this unprecedented time of social isolation as a result of COVID-19  The goal of this discussion is to frame COVID-19 social isolation mandates as opportunities for coaches and sport practitioners to maintain mental health by revisiting their commitment to their players, to their teams, and to the industry of sport  Social isolation is a fundamental safety step that can limit the spread of COVID-19  However, research links prolonged social isolation with adverse health consequences including depression, poor sleep quality, impaired executive function, accelerated cognitive decline, and increased levels of anxiety  The social isolation that COVID-19 has thrust upon the world, including the sport industry, presents a paradox: Can social isolation manifest optimism in sport? Recommendations for coaches and sport practitioners include communicative behaviors intended to deafen the social isolation created by COVID-19  Communicative approaches discussed include empathetic language, articulation of meaning and purpose, connectedness, and strategies to overcome social isolation","Streeter, C.","https://pesquisa.bvsalud.org/portal/resource/en/mdl-20203428595","","Database: COVIDWHO; Publication details: The Sport Journal;23(28), 2020.; Publication details: The Sport Journal;23(28), 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-10-17","",6099,""
"Mental health of healthcare workers during the COVID-19 outbreak: A rapid scoping review to inform provincial guidelines in South Africa","COVID-19 is prevalent in sub-Saharan Africa  The healthcare response to the pandemic depends upon a mentally and physically healthy workforce  Infectious disease outbreaks cause high psychosocial stress among healthcare workers, which may impact negatively on workplace functioning  To understand which mental health conditions may occur and which interventions could be considered, we conducted a rapid scoping review  Using a 2018 systematic review as the starting point, PubMed, Cochrane, Web of Science and MEDLINE databases were searched for any type of evidence published in English between 2014 and 2020 on mental health of healthcare workers exposed to infectious disease outbreaks;19 primary studies and 13 opinion pieces were included  Depression, anxiety, post-traumatic stress, and other mental health conditions were noted among healthcare workers exposed to COVID-19 and other outbreaks  Although no effectiveness studies were identified, certain proposed interventions may be implemented by healthcare leaders  Further research is recommended","Robertson, L. J.; Maposa, I.; Somaroo, H.; Johnson, O.","https://www.google.com/search?q=Mental+health+of+healthcare+workers+during+the+COVID-19+outbreak:+A+rapid+scoping+review+to+inform+provincial+guidelines+in+South+Africa","","Database: COVIDWHO; Publication details: South African Medical Journal;2020.; Publication details: South African Medical Journal;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-10-17","",6100,""
"Covid-19: separation and mourning Is a ""nourishing time"" of waiting possible?","The aim of this paper is to reflect on sorrow, grief and mourning following the Covid-19 pandemic, which globally has caused major effects on population and its physical and mental health  The virus has caused a very high number of unexpected deaths and of separations, while lockdown measures have also affected society as a whole - such as people being prevented from traditional grief rituals like saying farewell;family disposal of the body;etc  The importance of dedicating time and space to rituals and other symbolic actions to facilitate grief work and deal with the pain associated with it is well known  The psychological support offered by the psychologists of the association Psicologi per i Popoli - Trentino has helped people in situations of great fragility to navigate through a time of suffering, such as that experienced in the uncertain waiting for the fate of family members or loved ones hospitalised in intensive care units, facilitating the transformation of this painful uncertainty into a ""nourishing time of waiting""","Marsili, Marzia","https://www.google.com/search?q=Covid-19:+separation+and+mourning.+Is+a+nourishing+time+of+waiting+possible?","","Database: COVIDWHO; Publication details: Rivista Di Psicologia Dell Emergenza E Dell Assistenza Umanitaria; - (22):56-78, 2020.; Publication details: Rivista Di Psicologia Dell Emergenza E Dell Assistenza Umanitaria; - (22):56-78, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-10-17","",6101,""
"Salud autopercibida en trabajadores de enfermerÃ­a del primer nivel de atenciÃ³n, durante la pandemia de COVID-19","Objetivo: Conocer los niveles de salud autopercibida en trabajadores de enfermerÃ­a del primer nivel de atenciÃ³n, durante la pandemia de COVID-19  Materiales y mÃ©todos: Estudio de tipo descriptivo y transversal, realizado en 32 establecimientos de primer nivel de atenciÃ³n de la Red de salud Ica, durante junio y julio del 2020  La muestra estuvo representada por 166 participantes entre enfermeros y tÃ©cnicos de enfermerÃ­a  Se recolectaron datos sociodemogrÃ¡ficos y se administrÃ³ el Cuestionario de Salud General de Goldberg de 12 preguntas  Se describieron las variables del estudio y se aplicÃ³ Chi-cuadrado para evaluar diferencias  Resultados: De los participantes, fueron de sexo femenino (80,7%);funciÃ³n del cargo enfermero (56,0%);condiciÃ³n laboral nombrado (67,5%) y grupo de edad 41 a 50 aÃ±os (41,0%)  La prevalencia autopercibida de mala salud, fue del 50%;las diferencias resultaron significativas segÃºn el sexo y funciÃ³n del cargo;no obstante en la condiciÃ³n laboral y los grupos de edad, las diferencias no fueron significativas  Los resultados varÃ­an segÃºn disforia general (ansiedad y depresiÃ³n) y disfunciÃ³n social o mal funcionamiento social  Conclusiones: Durante la pandemia de COVID-19, el nivel de mala salud autopercibida es de tendencia alta, existen diferencias estadÃ­sticas en algunas variables sociodemogrÃ¡ficas  Es necesario promover acciones conjuntas que contribuyan al bienestar del trabajador de enfermerÃ­a  (AU) Objective: Know the levels of self-perceived health in primary care nurses during the COVID-19 pandemic  Materials and methods: Descriptive and transversal study, carried out in 32 primary care facilities of the Ica Health Network, during June and July 2020  The sample was represented by 166 participants, including nurses and nursing technicians  Sociodemographic data were collected and the 12-question Goldberg General Health Questionnaire was administered  Study variables were described and Chi-square was applied to evaluate differences  Results: Of the participants, they were female (80 7%);function of the nursing position (56 0%);appointed working condition (67 5%) and age group 41 to 50 years old (41 0%)  The self-perceived prevalence of ill health was 50%;the differences were significant according to sex and function of the position;however, in the working condition and age groups, the differences were not significant  Results vary according to general dysphoria (anxiety and depression) and social dysfunction or social malfunction  Conclusions: During the COVID-19 pandemic, the level of self-perceived ill health is high, there are statistical differences in some sociodemographic variables  It is necessary to promote joint actions that contribute to the well-being of nursing personnel  (AU)","Becerra Canales, Bladimir; Ybaseta Medina, Jorge","https://www.google.com/search?q=Salud+autopercibida+en+trabajadores+de+enfermerÃ­a+del+primer+nivel+de+atenciÃ³n,+durante+la+pandemia+de+COVID-19","","Database: COVIDWHO; Publication details: Rev. mÃ©d. panacea;9(2):113-117, 2020.; Publication details: Rev. mÃ©d. panacea;9(2):113-117, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-10-17","",6102,""
"Pandemia y ansiedad social","La pandemia del COVID-19 ha generado una crisis en el ser humano y en su contexto de cÃ³mo vivir ante lo desconocido, estableciendo parÃ¡metros de un desequilibrio de la salud mental y una reinvenciÃ³n de sostenimiento imaginario de lo incomprensible, desarticulando los esquemas socialmente aceptados y articulando modelos nuevos que le permitan al hombre continuar con la vida, encontrando formas de fortalecer al Eros y disminuir la proliferaciÃ³n de Thanatos  (AU) The COVID-19 pandemic has generated a crisis in the human being and in its context of how to live in the face of the unknown, establishing parameters of an imbalance of mental health and a reinvention of imaginary maintenance of the incomprehensible, disarticulating socially accepted schemes and articulating new models that allow man to continue with life, finding ways to strengthen Eros and decrease the proliferation of Thanatos (AU)","Jerves Mora, Rodrigo SaÃºl","https://www.google.com/search?q=Pandemia+y+ansiedad+social","","Database: COVIDWHO; Publication details: Rev. Fac. Cienc. MÃ©d. Univ. Cuenca;38(1):13-16, 2020.; Publication details: Rev. Fac. Cienc. MÃ©d. Univ. Cuenca;38(1):13-16, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-10-17","",6103,""
"IntervenÃ§Ãµes em saÃºde mental para profissionais de saÃºde frente a pandemia de CoronavÃ­rus","Objetivo: refletir sobre as intervenÃ§Ãµes/aÃ§Ãµes de cuidado em saÃºde mental voltados aos profissionais da saÃºde que prestam assistÃªncia ao paciente suspeito ou diagnosticado com COVID-19  ConteÃºdo: A pandemia de COVID-19 traz o desafio para profissionais da saÃºde em lidar com sua prÃ³pria saÃºde mental e a dos pacientes  Ã‰ fundamental conhecer e refletir sobre iniciativas que paÃ­ses apresentam para lidar com a manutenÃ§Ã£o da saÃºde mental de profissionais da saÃºde em tempos de pandemia e que contribuem para repensar o planejamento, execuÃ§Ã£o e avaliaÃ§Ã£o de estratÃ©gias a serem utilizadas no Brasil  ConsideraÃ§Ãµes finais: foi possÃ­vel elencar aÃ§Ãµes em saÃºde mental que tÃªm se mostrado assertivas no cuidado aos trabalhadores de saÃºde, atuantes na ponta do cuidado, sobretudo as baseadas no esclarecimento da doenÃ§a, uso adequado de equipamentos de proteÃ§Ã£o individual, alÃ©m do mapeamento daqueles profissionais fragilizados emocionalmente e/ou com sofrimento mental anterior Ã  pandemia, alÃ©m do suporte emocional oferecido por meio de plataformas digitais  Objective: to reflect on mental health care interventions/actions aimed at health professionals who provide assistance to patients suspected or diagnosed with COVID-19  Content: The COVID-19 pandemic challenges health professionals to lead with their own and patients&#039;mental health  It is essential to know and to reflect about countries&#039;initiatives to deal with health professional&#039;s mental health maintenance in times of pandemic, and to help to re-think strategies planning, execution and evaluation to be used in Brazil  Final considerations: it was possible to list actions in mental health that have shown to be assertive in the care of health workers who are in the front line of caring, especially those based on clarifying the disease, appropriate use of individual protective equipment, in addition to mapping those emotionally weakened professionals and or with mental suffering prior to the pandemic, in addition to the emotional support offered through digital platforms  Objetivo: reflexionar sobre las intervenciones/acciones de atenciÃ³n de salud mental dirigidas a profesionales de la salud que prestan asistencia a pacientes sospechosos o diagnosticados con COVID-19  Contenido: La pandemia COVID-19 desafÃ­a a los profesionales de la salud a hacer frente con la salud mental propia y de los pacientes  Es esencial conocer y reflexionar sobre las iniciativas de los paÃ­ses para enfrentar al mantenimiento de la salud mental de los profesionales de la salud en tiempos de pandemia, y para ayudar a repensar la planificaciÃ³n, ejecuciÃ³n y evaluaciÃ³n de estrategias que se utilizarÃ¡n en Brasil  Consideraciones finales: fue posible enumerar acciones en salud mental que han demostrado ser asertivas en la atenciÃ³n de los trabajadores de salud que trabajan en la primera lÃ­nea de atenciÃ³n de la salud, especialmente aquellos basados en la aclaraciÃ³n de la enfermedad, el uso apropiado de equipos de protecciÃ³n individual, ademÃ¡s de mapear aquellos profesionales debilitados emocionalmente y / o con sufrimiento mental antes de la pandemia, ademÃ¡s del apoyo emocional ofrecido a travÃ©s de plataformas digitales","SaideI, Maria Giovana Borges; Lima, Maria Helena Melo; Campos, Claudinei JosÃ© Gomes, Loyola; Cristina Maria Douat, EsperidiÃ£o, Elizabeth; Rodriques, Jeferson","https://www.google.com/search?q=IntervenÃ§Ãµes+em+saÃºde+mental+para+profissionais+de+saÃºde+frente+a+pandemia+de+CoronavÃ­rus","","Database: COVIDWHO; Publication details: Rev. enferm. UERJ;28:49923-49923, 2020.; Publication details: Rev. enferm. UERJ;28:49923-49923, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-10-17","",6104,""
"Desafios e RecomendaÃ§Ãµes Ã  AtenÃ§Ã£o OncolÃ³gica durante a Pandemia da Covid-19","IntroduÃ§Ã£o: A pandemia da doenÃ§a causada pelo coronavÃ­rus 2019 (Covid-19) impactou o cotidiano da humanidade e do sistema de saÃºde mundial  Os pacientes oncolÃ³gicos representam uma populaÃ§Ã£o de risco por apresentarem desfechos desfavorÃ¡veis quando infectados  Objetivo: O objetivo deste estudo foi avaliar as recomendaÃ§Ãµes para o manejo da populaÃ§Ã£o oncolÃ³gica durante essa pandemia  MÃ©todo:Utilizaram-se as plataformas PubMed e BVS para a seleÃ§Ã£o de artigos referentes ao manejo de pacientes com cÃ¢ncer no decorrer da pandemia da Covid-19, resgatando-se 16 publicaÃ§Ãµes que satisfizeram os critÃ©rios de inclusÃ£o e exclusÃ£o  Resultados: Todas as publicaÃ§Ãµes reforÃ§aram a necessidade de estratÃ©gias especÃ­ficas para o manejo dos pacientes oncolÃ³gicos e a importÃ¢ncia de medidas de prevenÃ§Ã£o contra a infecÃ§Ã£o pela sÃ­ndrome respiratÃ³ria aguda grave do coronavÃ­rus 2 (Sars-CoV-2)  Os estudos discorreram sobre o tratamento ativo, cuidados paliativos e a saÃºde mental dos pacientes e profissionais de saÃºde  Apesar da sua importÃ¢ncia, temas como o impacto futuro do atraso no diagnÃ³stico e dos procedimentos cirÃºrgicos foram abordados em menos da metade dos estudos  Inexistem protocolos unanimes para o manejo dos pacientes oncolÃ³gicos durante a pandemia  ConclusÃ£o: O manejo ideal Ã© equilibrar medidas preventivas ao contÃ¡gio pelo vÃ­rus e estratÃ©gias para oferecer o melhor tratamento contra as neoplasias, considerando as caracterÃ­sticas de cada caso, o bem-estar dos pacientes e dos profissionais de saÃºde, o impacto dos diagnÃ³sticos tardios e o acÃºmulo de cirurgias para o manejo atual e futuro dos pacientes oncolÃ³gicos e do sistema de saÃºde  Introduction: The coronavirus disease 2019(COVID-19) pandemic impacted the daily lives of humanity and the global health system  Cancer patients represent a population at risk for presenting unfavorable outcomes when infected  Objective: The objective of this study was to evaluate the recommendations for the management of the oncological population during this pandemic  Method: PubMed and VHL platforms were used to select articles related to the management of cancer patients during the COVID-19 pandemic, retrieving 16 publications that met the inclusion and exclusion criteria  Results: All publications reinforced the need for specific strategies for the management of cancer patients and the importance of preventive measures against the severe acute respiratory syndrome coronavirus 2(SARS-CoV-2) infection  The studies discussed active treatment, palliative care and the mental health of patients and health professionals  Despite its importance, topics such as the future impact of delayed diagnosis and surgical procedures are addressed in less than half of the studies  There are no unanimous protocols for the management of cancer patients during the pandemic  Conclusion: The ideal management is to balance preventive measures against infection by the virus and strategies to offer the best treatment against neoplasms, considering the characteristics of each case, the well-being of patients and health professionals, the impact of late diagnoses and accumulation of surgeries for current and future management of cancer patients and the health system IntroducciÃ³n: La pandemia de la enfermedad del coronavirus 2019 (Covid-19) impactÃ³ la vida cotidiana de la humanidad y el sistema de salud global  Los pacientes con cÃ¡ncer representan una poblaciÃ³n en riesgo de presentar resultados desfavorables cuando estÃ¡n infectados  Objetivo:El objetivo de este estudio fue evaluar las recomendaciones para el manejo de la poblaciÃ³n oncolÃ³gica durante esta pandemia  MÃ©todo: Se utilizaron las plataformas PubMed y VHL para seleccionar artÃ­culos relacionados con el manejo de pacientes con cÃ¡ncer durante la pandemia de Covid-19, rescatando 16 publicaciones que cumplÃ­an con los criterios de inclusiÃ³n y exclusiÃ³n  Resultados: Todas las publicaciones reforzaron la necesidad de estrategias especÃ­ficas para el tratamiento de pacientes con cÃ¡ncer y la importancia de medidas preventivas contra la infecciÃ³n por el sÃ­ndrome respiratorio agudo grave del coronavirus 2 (Sars-CoV-2)  Los estudios analizaron el tratamiento activo, los cuidados paliativos y la salud mental de pacientes y profesionales de la salud  A pesar de su importancia, en menos de la mitad de los estudios se abordan temas como el impacto futuro del diagnÃ³stico tardÃ­o y los procedimientos quirÃºrgicos  No existen protocolos unÃ¡nimes para el manejo de pacientes con cÃ¡ncer durante la pandemia  ConclusiÃ³n: El manejo ideal es equilibrar las medidas preventivas contra la infecciÃ³n por el virus y las estrategias para ofrecer el mejor tratamiento contra la neoplasia, considerando las caracterÃ­sticas de cada caso, el bienestar de pacientes y profesionales y el impacto de los diagnÃ³sticos tardÃ­os y la acumulaciÃ³n de cirugÃ­as para el manejo actual y el futuro de los pacientes con cÃ¡ncer y el sistema de salud","Nascimento, Chuade Cachoeira do; Silva, Pedro Henrique dos Santos; Cirilo, Sara Sabrina Vieira; Silva, Franciele Basso Fernandes","https://www.google.com/search?q=Desafios+e+RecomendaÃ§Ãµes+Ã +AtenÃ§Ã£o+OncolÃ³gica+durante+a+Pandemia+da+Covid-19","","Database: COVIDWHO; Publication details: Rev. bras. cancerol;66(Tema Atual):e-1241, 2020.; Publication details: Rev. bras. cancerol;66(Tema Atual):e-1241, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-10-17","",6105,""
"Inatividade fÃ­sica, obesidade e COVID-19: perspectivas entre mÃºltiplas pandemias","O presente ensaio teÃ³rico tem como objetivo analisar a interface entre as pandemias de inatividade fÃ­sica, obesidade e COVID-19, chamando a atenÃ§Ã£o para a importÃ¢ncia de continuar e/ou aumentar a prÃ¡tica de atividade fÃ­sica como estratÃ©gia para minimizar os efeitos adversos da atual e de possÃ­veis futuras pandemias, que possam exigir o distanciamento social  Considerando os benefÃ­cios da prÃ¡tica regular de atividade fÃ­sica para os sistemas cardiometabÃ³lico e imunolÃ³gico, bem como para a saÃºde mental, Ã© muito importante que as pessoas sejam conscientizadas para continuidade desse comportamento durante o perÃ­odo da pandemia do COVID-19, para assim, melhor suportar os efeitos de uma possÃ­vel contaminaÃ§Ã£o por infecÃ§Ãµes virais  O aumento dos nÃ­veis de atividade fÃ­sica na populaÃ§Ã£o pode ajudar a combater a obesidade e outros distÃºrbios cardiometabÃ³licos, alÃ©m de melhorar a saÃºde mental e a funÃ§Ã£o imunolÃ³gica, e, consequentemente nos preparar melhor, tanto para a atual pandemia de COVID-19, quanto para outras futuras pandemias com caracterÃ­sticas similares This theoretical essay aims to analyze the interface between pandemics of physical inactivity, obesity and COVID-19, calling attention to the importance of continuing/increasing the practice of physical activity as strategies to minimize the adverse effects of current and future pandemics  Considering the benefits caused by regular physical activity for the cardiometabolic and immune systems, as well as for mental health, it is very important that people be aware of the continuity of this behavior during the COVID-19 pandemic period to support the effects possible contamination by viral infections  Increasing levels of physical activity in the population can help fight obesity and other cardiometabolic disorders, in addition to improving mental health and immune function, and all of these aspects can prepare us better, both for the current COVID-19 pandemic and for other future pandemics with similar characteristics","Pitanga, Francisco JosÃ© Gondim, Beck; Carmem Cristina, Pitanga; Cristiano Penas Seara","https://www.google.com/search?q=Inatividade+fÃ­sica,+obesidade+e+COVID-19:+perspectivas+entre+mÃºltiplas+pandemias","","Database: COVIDWHO; Publication details: Rev. bras. ativ. fÃ­s. saÃºde;25:1-4, 2020.; Publication details: Rev. bras. ativ. fÃ­s. saÃºde;25:1-4, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-10-17","",6106,""
