"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Need for paradigm shift in several sectors due to COVID-19","Multiple global challenges are unfolding that threaten immense health, economic and environmental consequences for the whole planet  The COVID-19 pandemic is the latest--but undoubtedly not the last--example of the challenge coming from the emergence and re-emergence of infectious diseases bringing epidemics and presently untreatable infections to all parts of the world  The world proved ill-prepared for this pandemic, despite clear warnings  There are many other clear threats like global water shortage, air pollution, antibiotic resistance, mental health and demographic crises for which the world is also not yet sufficiently prepared","Malik, C. P.","https://doi.org/10.32381/JPSR.2020.36.1-2.3","","Database: COVIDWHO; Publication details: The Journal of Plant Science Research;36(1/2):25-28, 2020.; Publication details: The Journal of Plant Science Research;36(1/2):25-28, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-17","",8346,""
"Psychological Health and Physical Activity Levels during the COVID-19 Pandemic: A Systematic Review","The coronavirus disease (COVID-19) pandemic has been devastating in all senses, particularly psychologically  Physical activity (PA) is known to aid psychological well-being, and it is worth investigating whether PA has been a coping strategy during this pandemic  The objective of this literature review is to analyze the extent to which engaging in PA during the COVID-19 pandemic impacts psychological health in the adult population  The literature was searched in all databases from the EBSCOhost Research Database&mdash;MEDLINE, APA PsycArticles, between others&mdash;published between 1 January 2019 and 15 July 2020  From 180 articles found, 15 were eligible  The reviewed articles showed an association between mental health distress&mdash;e g , stress, anxiety, depressive symptoms, social isolation, psychological distress&mdash;and PA  This research concludes that the COVID-19 pandemic and the lockdown measures caused psychological distress  Those studies that analyzed PA showed that, during quarantine, adults increased their sedentary time and reduced their PA levels, showing controversial psychological outcomes  This review discusses whether PA is an effective strategy to face the COVID-19 pandemic psychological effects contributing to a further putative increase in the prevalence of psychiatric disorders","Violant-Holz, VerÃ³nica, Gallego-JimÃ©nez, M. Gloria, GonzÃ¡lez-GonzÃ¡lez, Carina S.; MuÃ±oz-Violant, Sarah, RodrÃ­guez, Manuel JosÃ©, Sansano-Nadal, Oriol, Guerra-Balic, Myriam","https://doi.org/10.3390/ijerph17249419","","Database: COVIDWHO; Publication details: International Journal of Environmental Research and Public Health;17(24):9419, 2020.; Publication details: International Journal of Environmental Research and Public Health;17(24):9419, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-17","",8347,""
"Mindfulness and Shinrin-Yoku: Potential for Physiological and Psychological Interventions during Uncertain Times","Mindfulness and Shinrin-yoku (SY) translated as forest bathing, is potentially effective to alleviate mental health issues related to the COVID-19 pandemic and beyond  The purpose of this article is to provide a translational and pragmatic approach to understanding mindfulness in the context of SY and psychological wellbeing through a rapid review of the literature  The background of mindfulness and SY practice are discussed and the emotional, neuroendocrine, and neurobiological responses are examined  Next, a rapid review of the literature examined six studies, published between 2010 and 2020 to determine what is known regarding the relationship between SY, mindfulness, and psychological wellbeing  The studies included 21&ndash;360 participants with a mean age of 20&ndash;55 years  The results demonstrated a significant positive correlation between nature, mindfulness, and measures of psychological wellbeing  During uncertain events, including COVID-19, weaving mindfulness with SY may be specifically important to at-risk groups, those experiencing depression, loneliness, and social isolation, and at-risk populations such as college students, veterans, and professionals with high levels of stress  The goal of this review is to provide a thorough background and support of this cost-effective modality to promote overall psychological wellbeing as a preventative measure to those at risk or experiencing psychological illnesses","Timko Olson, Erica R.; Hansen, Margaret M.; Vermeesch, Amber","https://doi.org/10.3390/ijerph17249340","","Database: COVIDWHO; Publication details: International Journal of Environmental Research and Public Health;17(24):9340, 2020.; Publication details: International Journal of Environmental Research and Public Health;17(24):9340, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-17","",8348,""
"Before and after the Quarantine: An Approximate Study on the Psychological Impact of COVID-19 on the Italian Population during the Lockdown Period","COVID-19 (Corona-Virus Disease 2019) in Italy and the measures that were adopted to contain its diffusion had a strong impact on people&rsquo;s quality of life and mental health  The objective of the study was to quantify the psychological impact of the lockdown period on the general Italian population during the two weeks when the COVID-19 emergency in Italy was at its peak  The study (1556 adults) was conducted from April 6th to April 12th, 2020  A survey was developed through Google Forms in order to assess different psychological measures (Self Efficacy, Locus of Control, Social Connectedness, Sense of Virtual Community, Flourishing, Positive and Negative Affect, Life Satisfaction, and Risk Propensity)  The results were then compared to reference data  Thelockdown period increased arousal mainly for negative emotions, but also for positive emotions, and quality of life seemed to be reduced  From a psychosocial point of view, while social connectedness has decreased during lockdown, probably because of isolation and social distancing, the virtual social community seemed to increase in the same period  Interestingly, we revealed how self efficacy increased during the lockdown period, and, at the same time, the Locus of control appeared as externalized, and the risk propensity as reduced  The results are discussed considering previous literature, and a coherent theoretical framework is proposed in order to refine the forecasting model for the psychological impact of the lockdown","Marotta, Lorena, Pesce, Andrea, Guazzini, Andrea","https://doi.org/10.3390/fi12120229","","Database: COVIDWHO; Publication details: Future Internet;12(12):229, 2020.; Publication details: Future Internet;12(12):229, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-17","",8349,""
"Distance Learning and Parental Mental Health During COVID-19","As COVID-19 cases continue to increase across the country, there is a concern about the extent to which this pandemic will affect students  Since March 2020, schools transitioned to a distance-learning format, which unintentionally forced parents into new teaching roles as proxy educators  In this brief, we explore the association between distance learning and the mental health of proxy educators  We find that parents with children who struggled with distance learning experienced elevated mental distress  Given the relationship between teacher burnout and student outcomes, we argue the importance of supporting parents during this time to improve students? schooling","Davis, Cassandra R.; Grooms, Jevay, Ortega, Alberto, Rubalcaba, Joaquin Alfredo-Angel, Vargas, Edward","https://doi.org/10.3102/0013189X20978806","","Database: COVIDWHO; Publication details: Educational Researcher;: 0013189X20978806, 2020.; Publication details: Educational Researcher;: 0013189X20978806, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-17","",8350,""
"COVID-19â€™s Effect on Students: How School Counselors Rise to the Rescue","The COVID-19 global pandemic has brought about many changes to our society, which will have long-term effects for our youth and adolescents  Due to social isolation and adverse childhood experiences, there are concerns of suicidality, technology addiction, and school safety as schools attempt to transition to a state of normalcy in the months to come  This crisis will require coordinated efforts to assist students in not only getting back on track academically but also in helping students cope with the trauma they have and are continuing to experience  As a result, insights from school counselors can be used to obtain a better understanding of the social and emotional effects of COVID-19 by collaborating with administrators to emphasize using school counselors as a mental health provider in schools  The authors highlight school counselors? mental health training and their role in combating this issue and provide practical applications that can employed to create a systemic approach for social and emotional prevention and intervention during and after the pandemic","Pincus, Robert, Hannor-Walker, TeShaunda, Wright, Leonis, Justice, Judith","https://doi.org/10.1177/0192636520975866","","Database: COVIDWHO; Publication details: NASSP Bulletin;104(4):241-256, 2020.; Publication details: NASSP Bulletin;104(4):241-256, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-17","",8351,""
"The challenge of change fatigue on workplace mental health","PurposeChange and â€œchange fatigueâ€ were contributing to a spectrum of workplace issues â€“ from extreme stress and burnout â€“ to rising mental health issues even before the impact of COVID-19  This paper aims to examine why identifying mental and behavioral health issues had become a top priority for some employers and explore the negative impacts mental health issues present to organizations Design/methodology/approachTo gain this additional insight and data, meQuilibrium partnered with Employer Health Innovation Roundtable (EHIR) to hold a series of four workshops and focus groups, in the Fall of 2019 with 37 participating EHIR members representing large employers  The authors also gathered data through a short survey instrument  The discussions and the survey focused on the current mental and behavioral health challenges being faced by their organizations and what innovations are being put in place or will need to be put in place as part of a future integrated workforce strategy FindingsA key, and foundational, finding was that among these human resource (HR) leaders there was a view shared by 97% of survey respondents that the workplace was facing a greater mental health challenge than previously  Hundred per cent of participants agreed that the success of a workplace mental health solution will now require highly personalized, whole-person care across the full range of problems from mild to severe and will need to include not just the employee but also their spouse/partner and children Originality/valueWhile identifying mental and behavioral health issues had become a top priority for some employers even before the pandemic, meQuilibrium believed there was a need for more clarity as to how the HR professionals were viewing the urgency of the situation  This study examines key stakeholders in their organizations, the effectiveness of their current solutions and what new approaches to employee mental health they were considering  This paper includes original data compiled through workshops and focus groups","Bruce, Jan, English, Lucy","https://doi.org/10.1108/SHR-07-2020-0067","","Database: COVIDWHO; Publication details: Strategic HR Review;19(5):199-203, 2020.; Publication details: Strategic HR Review;19(5):199-203, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-17","",8352,""
"Unrestrained chief execs","PurposeThis paper aims to review the latest management developments across the globe and pinpoint practical implications from cutting-edge research and case studies Design/methodology/approachThis briefing is prepared by an independent writer who adds their own impartial comments and places the articles in context FindingsOverconfident CEOs are more likely to push organizations towards unacceptably high levels of corporate risk when given high incentive compensation Originality/valueThe briefing saves busy executives, strategists and researchers hours of reading time by selecting only the very best, most pertinent information and presenting it in a condensed and easy-to-digest format","Anonymous","https://doi.org/10.1108/SD-10-2020-0178","","Database: COVIDWHO; Publication details: Strategic Direction;36(12):33-34, 2020.; Publication details: Strategic Direction;36(12):33-34, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-17","",8353,""
"Anti-Asian discrimination and the Asian-white mental health gap during COVID-19","","Wu, Cary, Qian, Yue, Wilkes, Rima","https://doi.org/10.1080/01419870.2020.1851739","","Database: COVIDWHO; Publication details: Ethnic and Racial Studies;: 1-17, 2020.; Publication details: Ethnic and Racial Studies;: 1-17, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-17","",8354,""
"Support structures and outreach help students with mental health conditions worsened by COVID-19","Tiffany Bailey, Director of Accessibility Resources and Services at the University of North Carolina at Chapel Hill, explained how ARS has helped students navigate unprecedented challenges","Bannister, Mary","https://doi.org/10.1002/dhe.30968","","Database: COVIDWHO; Publication details: Disability Compliance for Higher Education;26(6):2-2, 2021.; Publication details: Disability Compliance for Higher Education;26(6):2-2, 2021.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-17","",8355,""
