"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Social relationships and depression during the COVID-19 lockdown: longitudinal analysis of the COVID-19 social study","Background The COVID-19 pandemic led to social and physical distancing measures that reduced social contact and support. We explored whether people with more frequent and supportive social contact had fewer depressive symptoms during the UK Spring 2020 lockdown, whether this applied to face-to-face and remote electronic contact, and whether people with higher empathy levels, or more frequent pre-COVID social contact with others were more protected. Methods UK dwelling participants aged 18 or older in the internet-based longitudinal COVID-19 Social Study completed up to 22 weekly questionnaires about frequency of face-to-face and phone/video social contact, perceived social support, and depressive symptoms assessed with the patient health questionnaire (PHQ-9). Mixed linear models examined associations between social contact and support, and depressive symptoms. We examined for interaction by empathic concern and perspective taking and pre-COVID social contact frequency. Results In 71,117 people with mean age 49 years (standard deviation 15) we found that daily face-to-face or phone/video contact was associated with lower PHQ-9 scores (mean difference 0.258 (95% confidence interval 0.225, 0.290) and 0.117 (0.080, 0.154) respectively) compared to having no contact. Those with high social support scored 1.836 (1.801, 1.871) PHQ-9 points lower than those with low support. The odds ratio for depression for those with daily face-to-face social contact compared to no face-to-face contact was 0.712 (0.678, 0.747). Daily compared to no phone/video contact was associated with odds ratio for depression 0.825 (0.779, 0.873). And reporting high, compared to low, social support was associated with 0.145 (95%CI 0.138, 0.152) odds ratio for depression. The negative association between social relationships and depressive symptoms was stronger for those with high empathic concern, perspective taking and usual sociability. Conclusions Those who had more face-to-face contact during lockdown had fewer depressive symptoms. Phone or video communication were beneficial but less so. People who were usually more sociable or had higher empathy were more likely to have depressive symptoms during enforced reduced social contact. Results have implications both for our management of COVID-19 and potential future pandemics, and for our understanding of the relationship between social factors and mental health.","Andrew Sommerlad; Louise Marston; Jonathan Huntley; Gill Livingston; Gemma Lewis; Andrew Steptoe; Daisy Fancourt","https://medrxiv.org/cgi/content/short/2020.12.01.20241950","20201203","","medRxiv","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-03","",7749,""
"Impact of the Covid-19 pandemic on the mental health and wellbeing of adults with mental health conditions in the UK: A qualitative interview study","Background People with mental health conditions have been identified as particularly vulnerable to poor mental health and wellbeing during the coronavirus disease 2019 (COVID-19) pandemic. However, why this population have faced these adverse effects, how they have experienced them and how they have coped during the pandemic remains under-explored. Aims To explore how the COVID-19 pandemic affected the mental health of people with existing mental health conditions, and to identify protective factors and coping strategies applied to support positive mental health. Method Semi-structured qualitative interviews and thematic analysis with 22 people with pre-existing mental health conditions. Results Five pandemic related factors contributed to a deterioration in mental health: i) feeling safe but isolated at home ii) disruption to mental health services, iii) cancelled plans and changed routines iv) uncertainty and lack of control, and v) rolling media coverage. Five coping strategies and protective factors were identified for maintaining mental health: i) previous experience of adversity ii) feeling less accountable to others iii) engaging in hobbies and activities, iv) staying connected with others, and v) perceived social support. Conclusions Particular challenges were identified that were a direct result of the pandemic and people with severe mental illnesses were particularly negatively affected. However, some participants found this period a time of respite, were able to draw upon reserves of resilience and adapt their coping strategies to maintain positive wellbeing.","Alexandra Burton; Alison McKinlay; Henry Aughterson; Daisy Fancourt","https://medrxiv.org/cgi/content/short/2020.12.01.20241067","20201203","","medRxiv","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-03","",7750,""
"Does living close to petrochemical complex increase the adverse psychological effects of COVID-19 lockdown?","The petrochemical industry has made possible the economic development of many local communities, increasing the employment opportunities and generating a complex network of secondary industries closely related to those. However, it is known that petrochemical industries emit air pollutants, which are related to different negative effects on mental health. In addition, many people around the world are being exposed to highly stressful situations derived from the COVID-19 pandemic and the lockdown adopted by the national and regional governments. The present study was aimed at analysing the possible differential effects on different psychological outcomes (stress, anxiety, depression and emotional regulation strategies) derived from the COVID-19 pandemic and the consequent lockdown in individuals living near an important petrochemical complex and subjects living in other areas, non-exposed to the characteristic environmental pollutants emitted by this kind of complexes. The sample was composed by 1607 subjects which respond a questionnaire developed ad hoc about the confinement conditions, the Perceived Stress Scale (PSS), the Hospital Anxiety and Depression Scale (HADS), the Barratt Impulsivity Scale (BIS) and the Emotional Regulation Questionnaire (ERQ). The results indicated that people living closer to petrochemical complexes reported greater risk perception. However, no significant relationships between psychological variables and proximity to the focus were detected when compared people living near to or far away from a chemical/petrochemical complex. Regarding the adverse psychological effects of the first lockdown due to COVID-19 on the general population in Catalonia, we can conclude that the lockdown conditions included in this survey were mainly related to changes in the impulsivity levels of participants. However, we can also suggest that the economic effects are going to be harder than those initially detected in this study. More studies are necessary to corroborate our results.","Paloma Vicenns; Luis Heredia; Edgar Bustamante; Yolanda Perez; Jose Luis Domingo; Margarita Torrente","https://medrxiv.org/cgi/content/short/2020.12.01.20241711","20201203","","medRxiv","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-03","",7751,""
"Impact of the Great Recession on mental health, substance abuse and violence in families with children: a systematic review of the evidence","Objectives This review summarises the existing evidence on the effects of the Great Recession on mental health, substance use and violence in families with children and discusses the policy and service-system implications of this evidence  Methods Peer-reviewed articles published in English between January 2010 and August 2020 were identified through a systematic search of the main scientific databases, citation records, and manual searches of individual journal sites  Studies focusing on children, or their parents, that included an exposure variable measuring the Great Recession and had an outcome related to mental health, substance use or violence were included  A risk of bias assessment and narrative synthesis were provided  Results In total 41 studies were analysed  Most of the studies were deemed to have a moderate risk of bias (30), nine had a high risk of bias and two had a low risk of bias  High-quality studies provided evidence that the economic recession of 2008 (termed â€˜the Great Recessionâ€™ in this paper) did hurt childrenâ€™s mental wellbeing  The evidence regarding substance use in families with children was scarce but there were some indications that the recession increased drug and alcohol use among economically vulnerable subgroups  Studies with individual level data from the US showed that the Great Recession increased the risk of child maltreatment, but little evidence of this was found in several ecological and population level time-trend analyses  Implications Counter-cyclical investments in and further integration of social, education and health services targeted not only at adults but also at families with children are crucial in alleviating human suffering in economic recessions  Subsequent research with the combination of high-quality individual and aggregated level data is warranted to assess the potential effects of recessions on substance use and violence in families with children  During the unprecedented economic changes following the COVID-19 pandemic, it is crucial to monitor timely mental health, substance use and violence in families at risk","Hiilamo, Aapo, Hiilamo, Heikki, Ristikari, Tiina, Virtanen, Petri","https://doi.org/10.1016/j.childyouth.2020.105772","","Database: COVIDWHO; Publication details: Children and Youth Services Review;: 105772, 2020.; Publication details: Children and Youth Services Review;: 105772, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-03","",7752,""
"P862Impact of the coronavirus crisis on anxiety and depressive symptoms throughout Spain","","Moya-Lacasa, C.; Alvarez-Vazquez, C.; Gonzalez-Blanco, L.; Alvarez, L. Garcia, Garcia, M. ValtueÃ±a, Gil, E. Martin, Santo, F. Dal, Seijo-Zazo, E.; la Fuente-Tomas, L. De, Portilla, M. P. Garcia, Martinez, P. Saiz, Garcia, J. Bobes","https://doi.org/10.1016/j.euroneuro.2020.09.621","","Database: COVIDWHO; Publication details: European Neuropsychopharmacology;40:S478-S478, 2020.; Publication details: European Neuropsychopharmacology;40:S478-S478, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-03","",7753,""
"Prevalence of psychological disorders in the COVID-19 epidemic in China: A real world cross-sectional study","Objective : This study aimed to explore the prevalence of psychological disorders and associated factors at different stages of the COVID-19 epidemic in China  Methods : The mental health status of respondents was assessed via the Patient Health Questionnaire-9 (PHQ-9), Insomnia Severity Index (ISI) and the Generalized Anxiety Disorder 7 (GAD-7) scale  Results : 5657 individuals participated in this study  History of chronic disease was a common risk factor for severe present depression (OR 2 2, 95% confidence interval [CI], 1 82-2 66, p&lt;0 001), anxiety (OR 2 41, 95% CI, 1 97-2 95, p&lt;0 001), and insomnia (OR 2 33, 95% CI, 1 83-2 95, p&lt;0 001) in the survey population  Female respondents had a higher risk of depression (OR 1 61, 95% CI, 1 39-1 87, p&lt;0 001) and anxiety (OR 1 35, 95% CI, 1 15-1 57, p&lt;0 001) than males  Among the medical workers, confirmed or suspected positive COVID-19 infection as associated with higher scores for depression (confirmed, OR 1 87;suspected, OR 4 13), anxiety (confirmed, OR 3 05;suspected, OR 3 07), and insomnia (confirmed, OR 3 46;suspected, OR 4 71)  Limitation :The cross-sectional design of present study presents inference about causality  The present psychological assessment was based on an online survey and on self-report tools, albeit using established instruments  We cannot estimate the participation rate, since we cannot know how many potential subjects received and opened the link for the survey  Conclusions : Females, non-medical workers and those with a history of chronic diseases have had higher risks for depression, insomnia, and anxiety  Positive COVID-19 infection status was associated with higher risk of depression, insomnia, and anxiety in medical workers","Wang, Minghuan, Zhao, Qian, Hu, Caihong, Wang, Yang, Cao, Jie, Huang, Shanshan, Li, Jin, Huang, Yanzhu, Liang, Qiming, Guo, Zhenli, Wang, Li, Ma, Li, Zhang, Sheng, Wang, Hongmin, Zhu, Chunli, Luo, Wenjing, Guo, Canshou, Chen, Chunfa, Chen, Yu, Xu, Kang, Yang, Hongxia, Ye, Lihua, Wang, Qing, Zhan, Peiyan, Li, Gang, Yang, Mia Jiming, Fang, Yuxin, Zhu, Qiangsui, Yang, Yuan","https://doi.org/10.1016/j.jad.2020.11.118","","Database: COVIDWHO; Publication details: Journal of Affective Disorders;2020.; Publication details: Journal of Affective Disorders;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-03","",7754,""
"COVID-19, Lockdowns and Well-Being: Evidence from Google Trends","The COVID-19 pandemic and government intervention such as lockdowns may severely affect peopleâ€™s mental health  While lockdowns can help to contain the spread of the virus, they may result in substantial damage to population well-being  We use Google Trends data to test whether COVID-19 and the associated lockdowns implemented in Europe and America led to changes in well-being related topic search-terms  Using difference-in-differences and a regression discontinuity design, we find a substantial increase in the search intensity for boredom in Europe and the US  We also found a significant increase in searches for loneliness, worry and sadness, while searches for stress, suicide and divorce on the contrary fell  Our results suggest that peopleâ€™s mental health may have been severely affected by the pandemic and lockdown","Brodeur, Abel, Clark, Andrew E.; Fleche, Sarah, Powdthavee, Nattavudh","https://doi.org/10.1016/j.jpubeco.2020.104346","","Database: COVIDWHO; Publication details: Journal of Public Economics;: 104346, 2020.; Publication details: Journal of Public Economics;: 104346, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-03","",7755,""
"Understanding Women's Risk for Suicide During the COVID-19 Pandemic A Call to Action","","Monteith, Lindsey L.; Holliday, Ryan, Hoffmire, Claire A.","https://doi.org/10.1016/j.psychres.2020.113621","","Database: COVIDWHO; Publication details: Psychiatry Research;: 113621, 2020.; Publication details: Psychiatry Research;: 113621, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-03","",7756,""
"Decreased suicide numbers during the first 6 months of the COVID-19 pandemic","","Deisenhammer, Eberhard A.; Kemmler, Georg","https://doi.org/10.1016/j.psychres.2020.113623","","Database: COVIDWHO; Publication details: Psychiatry Research;: 113623, 2020.; Publication details: Psychiatry Research;: 113623, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-03","",7757,""
"Covid19 lockdown impact on cognitions and emotions experienced during sexual intercourse","Objectives: To study the impact of COVID19 lockdown on cognitions and emotions felt during sexual intercourse by analyzing the responses of 1079 French-speaking subjects (338 men, 741 women, median age: 31 years) who participated in an online survey between April 27 and May 11, 2020  Method: Negative sexual cognitions (NSC), positive sexual emotions (PSE) and negative sexual emotions (NSE) are assessed using a tool inspired by the Sexual Mode Questionnaire  Data are crossed with sociodemographic indicators, information on lockdown modalities, indices on sex life, information on psychological functioning and sexual satisfaction  Main Results: One third of the participants saw a decrease in the frequency of their sexual activities or in their sexual satisfaction  Changes in NSCs were found in 74 4% of subjects (increase: 38 4%;decrease: 36%)  Emotional changes are found in between 50 7% (NSC: increase: 20 2%;decrease: 30 5 %) and 60 9% (PSE: increase: 24 6 %;decrease: 36 3%) of participants  The effect of lockdown on NSC, NSE, and PSE depends on gender at birth, intensity of depressive symptoms, and attachment styles  Women appear to be more vulnerable to lockdown than men  Insecure or depressed subjects also appear more vulnerable  The lockdown impact also depends on changes in the frequency of physical/digital intercourse during lockdown and the modalities of confinement  Changes in NSC, NSE, and PSE had a significant effect on sexual satisfaction during lockdown  Conclusion: The lockdown impact on sexual emotions and cognitions is non-negligible and greater than the impact on sexual behaviors  Whether it is positive or negative, it asks about the post-confinement repercussions: what becomes of a positive impact with deconfinement? Will the negative impacts be one-off or will vulnerabilities be expressed over the long term?","Gouvernet, Brice, Bonierbale, Mireille","https://doi.org/10.1016/j.sexol.2020.11.002","","Database: COVIDWHO; Publication details: Sexologies;2020.; Publication details: Sexologies;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-03","",7758,""
