"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Rapid Systematic Review: The Impact of Social Isolation and Loneliness on the Mental Health of Children and Adolescents in the Context of COVID-19","Objective Disease containment of COVID-19 has necessitated widespread social isolation  We aimed to establish what is known about how loneliness and disease containment measures impact on the mental health in children and adolescents  Method For this rapid review, we searched MEDLINE, PSYCHINFO, and Web of Science for articles published between 01/01/1946 and 03/29/2020  20% of articles were double screened using pre-defined criteria and 20% of data was double extracted for quality assurance  Results 83 articles (80 studies) met inclusion criteria  Of these, 63 studies reported on the impact of social isolation and loneliness on the mental health of previously healthy children and adolescents (n=51,576;mean age 15 3) 61 studies were observational;18 were longitudinal and 43 cross sectional studies assessing self-reported loneliness in healthy children and adolescents  One of these studies was a retrospective investigation after a pandemic  Two studies evaluated interventions  Studies had a high risk of bias although longitudinal studies were of better methodological quality  Social isolation and loneliness increased the risk of depression, and possibly anxiety at the time loneliness was measured and between 0 25 to 9 years later  Duration of loneliness was more strongly correlated with mental health symptoms than intensity of loneliness  Conclusion Children and adolescents are probably more likely to experience high rates of depression and probably anxiety during and after enforced isolation ends  This may increase as enforced isolation continues  Clinical services should offer preventative support and early intervention where possible and be prepared for an increase in mental health problems","Loades, Maria Elizabeth; Chatburn, Eleanor; Higson-Sweeney, Nina; Reynolds, Shirley; Shafran, Roz; Brigden, Amberly; Linney, Catherine; McManus, Megan Niamh; Borwick, Catherine; Crawley, Esther","https://www.google.com/search?q=Rapid+Systematic+Review:+The+Impact+of+Social+Isolation+and+Loneliness+on+the+Mental+Health+of+Children+and+Adolescents+in+the+Context+of+COVID-19","","","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-06-05","",1661,""
"How to deal with COVID-19 epidemic-related lockdown physical inactivity and sedentary increase in youth? Adaptation of Ansesâ€™ benchmarks","Faced with the spread of the SARS-CoV-2 virus, regulatory measures aiming to prevent interpersonal contaminations have been undertaken and among these, lockdown  Due to strong restrictions out-of-home movements, we hypothesize that overall physical activity will decrease and sedentary behavior increase  This could result in highest exposure to the well-known risk related to insufficient physical activity  To mitigate physical inactivity and sedentary behaviors health-related risks related to children and adolescents lockdown and school closure, Anses (French Agency for Food, Environmental and Occupational Health &amp; Safety) has adapted, within the first days of the public authoritiesâ€™ prescription, its former benchmarks  This paper supports and comments Ansesâ€™ Opinion by raising the questions of whether, why, and how to deal with short- or medium-term lockdown-related physical inactivity and sedentary behavior increases  Short-term and unknown long term-impacts on mental health and well-being, physical fitness and eating behaviors clearly appearing for children and adolescents as being the main issues of concern are highlighted  Targeting the compensations of the physical inactivity increase, the types, frequencies and durations of physical activity, are adapted to restricted environment  Sedentary behavior limitation and frequent interruptions becomes a priority  Overall, considering children and adolescents, the emerging risk justifies proposing specific adaptations and type of activities in order to ensure maintaining health underpinned, at least partly, by physiological equilibrium and physical fitness and avoid the installation of new unhealthy habits or routines that young people could keep after lockdown","Margaritis, IrÃ¨ne; Houdart, Sabine; El Ouadrhiri, Youssef; Bigard, Xavier; Vuillemin, Anne; DuchÃ©, Pascale","https://www.google.com/search?q=How+to+deal+with+COVID-19+epidemic-related+lockdown+physical+inactivity+and+sedentary+increase+in+youth?+Adaptation+of+Ansesâ€™+benchmarks","","","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-06-05","",1662,""
"A New Drugâ€“Drug Interaction Between Hydroxychloroquine and Metformin? A Signal Detection Study","Hydroxychloroquine was recently promoted in patients infected with COVID-19 infection  A recent experimental study has suggested an increased toxicity of hydroxychloroquine in association with metformin in mice  The present study was undertaken to investigate the reality of this putative drugâ€“drug interaction between hydroxychloroquine and metformin using pharmacovigilance data  Using VigiBaseÂ®, the WHO pharmacovigilance database, we performed a disproportionality analysis (case/non-case study)  Cases were reports of fatal outcomes with the drugs of interest and non-cases were all other reports for these drugs registered between 1Â January 2000 and 31Â December 2019  Data with hydroxychloroquine (or metformin) alone were compared with the association hydroxychloroquine<U+2009>+<U+2009>metformin  Results are reported as ROR (reporting odds ratio) with their 95% confidence interval  Of the 10,771 Individual Case Safety Reports (ICSR) involving hydroxychloroquine, 52 were recorded as â€˜fatal outcomesâ€™  In comparison with hydroxychloroquine alone, hydroxychloroquine<U+2009>+<U+2009>metformin was associated with an ROR value of 57 7 (23 9â€“139 3)  In comparison with metformin alone, hydroxychloroquine<U+2009>+<U+2009>metformin was associated with an ROR value of 6 0 (2 6â€“13 8)  Our study identified a signal for the association hydroxychloroquine<U+2009>+<U+2009>metformin that appears to be more at risk of fatal outcomes (particularly by completed suicides) than one of the two drugs when given alone","Montastruc, Jean-Louis; Toutain, Pierre-Louis","https://www.google.com/search?q=A+New+Drugâ€“Drug+Interaction+Between+Hydroxychloroquine+and+Metformin?+A+Signal+Detection+Study","","","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-06-05","",1663,""
"Challenges faced by mental health providers and patients during the coronavirus 2019 pandemic due to technological barriers","Background The novel coronavirus, SARS-CoV-2, has been responsible for the devastation of hundreds of thousands of lives directly and has caused disruptions globally  Vulnerable populations, specifically those suffering from serious mental illness and homelessness, are at higher risk of contracting COVID-19 infection resulting in medical complications and psychiatric destabilization  In addition, mental health has become increasingly relevant throughout the country given the psychological distress people have been facing due to the spread of COVID-19 and the toll of a more restricted way of living  Although the healthcare industry has quickly integrated novel ways of treating patients with mental illness with technological advances, these technologies are not applicable to different populations equally  There is a clear disparity that is represented within the public county health systems, which leads to a widening gap between those who receive adequate treatment for mental illness and those who do not  Aims The aims of this paper were to provide a commentary on the benefits of technology-based psychiatric and psychological interventions based off experience in a public health system and based off a relevant, thorough literature review  In addition, we aim to highlight the importance of accessibility of these interventions for vulnerable populations and provide recommendations for integrating these services expeditiously  Methods Literature review was conducted using MEDLINE, PubMed and Google Scholar  Conclusions Based off data collected from experience in a public health system and literature review, we conclude that although the COVID-19 pandemic has initiated significant innovation to integrate technology for psychiatric care, this innovation is not equally accessible for vulnerable populations suffering from mental health disorders  Within a public county health system, there are barriers with providing mental healthcare to vulnerable populations  These barriers, which are applicable throughout the United States, serve as a rationale for the need of innovative solutions for the integration of these services in not only emergency situations such as the COVID-19 pandemic, but also in daily non-emergent operations to sufficiently address the needs for those needing mental healthcare","Ojha, Rashi; Syed, Saba","https://www.google.com/search?q=Challenges+faced+by+mental+health+providers+and+patients+during+the+coronavirus+2019+pandemic+due+to+technological+barriers","","","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-06-05","",1664,""
"Advocacy for the human rights of older people in the COVID pandemic and beyond: a call to mental health professionals","","Peisah, Carmelle; Byrnes, Andrew; Doron, Israel Issi; Dark, Michael; Quinn, Gerard","https://www.google.com/search?q=Advocacy+for+the+human+rights+of+older+people+in+the+COVID+pandemic+and+beyond:+a+call+to+mental+health+professionals","","","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-06-05","",1665,""
"Does type of immunosupression influence the course of Covid-19 infection?","Coronavirus disease 19 (Covid-19) is a new emerging virus responsible for pandemic and death  High blood pressure, diabetes, obesity have been described as poor prognosis factors  Few data have been reported in patient with immunocompromised status (solid tumor, hematological malignancy, rheumatoid conditions or organ transplant)  We evaluated the characteristics of patients, including the outcome, with immunodepression hospitalized in Besancon University hospital (East of France)  We wanted to identify if a type of immunosupression influences the course of Covid-19  In a cohort of 80 patients with immunosupression (42 solid tumors, 20 hematological malignancy and 18 non neoplastic immunosupression), poor outcomes (Intensive care unit hospitalization and or deaths) was frequent (38%) and tended to be more frequent in patients with hematological malignancy","Razanamahery, J.; Soumagne, T.; Humbert, S.; Brunel, A. S.; Lepiller, Q.; Daguindau, E.; Mansi, L.; Chirouze, C.; Bouiller, K.","https://www.google.com/search?q=Does+type+of+immunosupression+influence+the+course+of+Covid-19+infection?","","","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-06-05","",1666,""
"Using Input-Output Analysis to Model the Impact of Pandemic Mitigation and Suppression Measures on the Workforce","The â€œflatten the curveâ€ graphic has recently become a common tool to visualize the extent to which pandemic suppression and mitigation measures could potentially reduce and delay the number of daily infections due to a pandemic  The COVID-19 pandemic has challenged the capacity of the many healthcare systems and created cascading economic impacts on interdependent sectors of the global society  This paper specifically explores the impact of pandemics on the workforce  The model proposed in this paper comprises of three major steps  First, sources for epidemic curves are identified to generate the attack rate, which is the daily number of infections normalized with respect to the population of the affected region  Second, the model assumes that the general attack rate can be specialized to reflect sector-specific workforce classifications, noting that each economic sector has varying dependence on the workforce  Third, using economic input-output (IO) data from the US Bureau of Economic Analysis, this paper analyzes the performance of several mitigation and suppression measures relative to a baseline pandemic scenario  Results from the IO simulations demonstrate the extent to which mitigation and suppression measures can flatten the curve  This paper concludes with reflections on other consequences of pandemics such as the mental health impacts associated with social isolation and the disproportionate effects on different socioeconomic groups","Santos, Joost","https://www.google.com/search?q=Using+Input-Output+Analysis+to+Model+the+Impact+of+Pandemic+Mitigation+and+Suppression+Measures+on+the+Workforce","","","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-06-05","",1667,""
"[Psychopharmacotherapy during the COVID-19 pandemic]","In view of the current coronavirus disease 2019 (COVID-19) pandemic, patient care, including that of psychiatric patients, is facing unprecedented challenges  Treatment strategies for mental illness include psychotherapy and psychopharmacological interventions  The latter are associated with aÂ multitude of adverse drug reactions (ADR);however, they may currently represent the preferred treatment due to restrictions regarding patient care (i e  social distancing)  Direct contact to patients may have to be reduced in favor of telephone calls or video conferences, so that new techniques in diagnosing and treating patients have to be established to guarantee patient safety  Patients should be extensively informed about relevant ADRs and physicians should actively ask patients about the timely recognition of ADRs  The use of psychotropic drugs may lead to an increased risk of developing ADRs, which are considered to be particularly unfavorable if they occur simultaneously with an acute infection or may even lead to an increased risk of infection  These include respiratory depression, agranulocytosis, intoxication by inhibition of metabolizing enzymes and venous thromboembolism, each of which may be associated with potentially fatal consequences;however, physicians should simultaneously ensure adequate efficacy of treatment, since the ongoing crisis may lead to aÂ worsening of preexisting mental illnesses and to aÂ surge in first onset of psychiatric disorders","Seifert, J.; Heck, J.; Eckermann, G.; Singer, M.; Bleich, S.; Grohmann, R.; Toto, S.","https://www.google.com/search?q=[Psychopharmacotherapy+during+the+COVID-19+pandemic]","","","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-06-05","",1668,""
"Corona-associated suicide â€“ Observations made in the autopsy room","","Buschmann, C.; Tsokos, M.","https://www.google.com/search?q=Corona-associated+suicide+â€“+Observations+made+in+the+autopsy+room","","","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-06-05","",1669,""
"The effects of the COVID-19 virus on mental healthcare for older people in The Netherlands","","Gerritsen, Debby L.; Oude Voshaar, Richard C.","https://www.google.com/search?q=The+effects+of+the+COVID-19+virus+on+mental+healthcare+for+older+people+in+The+Netherlands","","","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-06-05","",1670,""
