"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","exclusion_reason","extraction_date","expert_decision","ID","o1"
"A experiÃªncia do trabalho voluntÃ¡rio e colaborativo em saÃºde mental e atenÃ§Ã£o psicossocial na COVID-19; A experiÃªncia do trabalho voluntÃ¡rio e colaborativo em saÃºde mental e atenÃ§Ã£o psicossocial na COVID-19; The experience with volunteer and collaborative work in mental health and psychosocial care during the COVID-19 pandemic","Brazil is the country of the world with the second most COVID-19 cases and deaths, and the pandemic's impacts pose multiple challenges for mental health. This paper reports on experience with the emergency organization of the volunteer and collaborative Working Group (GT, in Portuguese) on mental health and psychosocial care aimed at producing rapid responses for health services in the context of COVID-19. The study involved the identification and systematization of current evidence in the scientific literature on mental health and psychosocial care in public health emergencies and pandemics, with the establishment of a network involving 117 researchers and 25 institutions, and the organization of themes for the elaboration of materials, referenced on the response phases in public health emergencies and pandemics. In less than 60 days, 18 technical documents were produced, ranging from services organization and management for different vulnerable groups. The materials became references in health institutions and services. A national course on mental health and psychosocial care in COVID-19 was also organized, with more than 60,000 people registered. The experience provides food for thought and a contribution for future experiences involving knowledge translation in the current pandemic and in future public health emergencies and pandemics, with the following: (1) combination of volunteer and collaborative work involving professionals with experience in the organization of services and care in past events; (2) reliance on institutional support and resources; (3) speed and credibility of work involving the establishment of networks of professionals and institutions; and (4) responses to the urgent needs with the capacity to shape paths for care in mental health and psychosocial care.","Kabad, Juliana Fernandes; Noal, DÃ©bora da Silva; Passos, Maria Fabiana Damasio; Melo, Bernardo Dolabella; Pereira, Daphne Rodrigues; Serpeloni, Fernanda; Souza, Michele Souza E; Kadri, Michele Rocha El; Lima, Carolyne Cesar; Magrin, Nicolly Papacidero; Freitas, Carlos Machado","http://www.scielo.br/scielo.php?script=sci_arttext&nrm=iso&lng=pt&tlng=pt&pid=S0102-311X2020000906001; http://www.scielosp.org/scielo.php?script=sci_arttext&nrm=iso&lng=pt&tlng=pt&pid=S0102-311X2020000906001","","Country: BR; BRASIL; BRAZIL; BRASIL; BRESIL; BRASILE; Database: MEDLINE; Publication details: Cad Saude Publica;36(9): e00132120, 2020.; Publication details: Cad Saude Publica;36(9): e00132120, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-09-29","",5290,""
"Targeting the endolysosomal host-SARS-CoV-2 interface by clinically licensed functional inhibitors of acid sphingomyelinase (FIASMA) including the antidepressant fluoxetine","The Coronavirus Disease 2019 (COVID-19) pandemic caused by the Severe Acute Respiratory Syndrome Related Coronavirus 2 (SARS-CoV-2) is a global health emergency. As only very limited therapeutic options are clinically available, there is an urgent need for the rapid development of safe, effective, and globally available pharmaceuticals that inhibit SARS-CoV-2 entry and ameliorate COVID-19 severity. In this study, we explored the use of small compounds acting on the homeostasis of the endolysosomal host-pathogen interface, to fight SARS-CoV-2 infection. We find that fluoxetine, a widely used antidepressant and a functional inhibitor of acid sphingomyelinase (FIASMA), efficiently inhibited the entry and propagation of SARS-CoV-2 in the cell culture model without cytotoxic effects and also exerted potent antiviral activity against two currently circulating influenza A virus subtypes, an effect which was also observed upon treatment with the FIASMAs amiodarone and imipramine. Mechanistically, fluoxetine induced both impaired endolysosomal acidification and the accumulation of cholesterol within the endosomes. As the FIASMA group consists of a large number of small compounds that are well-tolerated and widely used for a broad range of clinical applications, exploring these licensed pharmaceuticals may offer a variety of promising antivirals for host-directed therapy to counteract enveloped viruses, including SARS-CoV-2 and COVID 19.","Schloer, Sebastian; Brunotte, Linda; Goretzko, Jonas; Mecate-Zambrano, Angeles; Korthals, Nadia; Gerke, Volker; Ludwig, Stephan; Rescher, Ursula","https://dx.doi.org/10.1080/22221751.2020.1829082","","Country: US; ESTADOS UNIDOS; UNITED STATES; ESTADOS UNIDOS; USA; EUA; US; UNITED STATES OF AMERICA; ESTADOS UNIDOS DA AMERICA; EEUU; Database: MEDLINE; Publication details: Emerg Microbes Infect;: 1-26, 2020 Sep 25.; Publication details: Emerg Microbes Infect;: 1-26, 2020 Sep 25.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-09-29","",5291,""
"COVID-19 pandemic- knowledge, perception, anxiety and depression among frontline doctors of Pakistan","BACKGROUND: COVID-19 is a global pandemic and has become a major public health burden worldwide. With already fragile healthcare systems it can have long lasting effects in developing countries. Outbreaks especially a pandemic situation evokes fear related behaviors among healthcare professionals and there is always an increased risk of mental health disorders. Therefore, this study aims to determine knowledge and perception about this pandemic, prevalence and factors associated with anxiety/depression among frontline physicians of Pakistan. METHODS: Data were collected through an online survey released in the last week of March-2020. 389 frontline physicians from all four provinces and 65 cities of Pakistan participated. Survey questionnaire consisted of 4 parts including informed consent section, demographic section, knowledge and perception about COVID-19 pandemic and assessment of depression through World Health Organization Self-reporting questionnaire (SRQ-20). A score of 8 or above on SRQ-20 was used as cut-off to label the participant as depressed. Data was analyzed using SPSS version22. RESULTS: A 43% prevalence of anxiety/depression among frontline physicians of Pakistan was reported. Almost all the doctors had moderate to high knowledge score. Majority of participants marked N-95 mask as ""essential"" during aerosol generating procedures, assessing patients with respiratory symptoms, in COVID patient-care area, ER triage and direct care of COVID-19 patient. Only 12% of the doctors were fully satisfied with the provision of PPEs and almost 94% felt unprotected. In multivariable model, assessing more than five COVID suspects/day (aOR = 2.73, 95% CI: 1.65-4.52), working 20 h/week or less (aOR = 2.11, 1.27-3.49), having children among household members (aOR = 1.58, 95% CI: 1.00-2.50) and moderate to low knowledge of the infection (aOR = 2.69, 95% CI: 1.68-4.31) were found to be independent predictors of anxiety/depression among physicians. CONCLUSION: Anxiety/depression among more than a third of frontline doctors of Pakistan warrants the need to address mental health of doctors caring for patients during this pandemic; control modifiable factors associated with it and explore the effectiveness of interventions to promote psychological well-being of physicians.","Amin, Faridah; Sharif, Salman; Saeed, Rabeeya; Durrani, Noureen; Jilani, Daniyal","https://dx.doi.org/10.1186/s12888-020-02864-x","","Country: GB; REINO UNIDO; UNITED KINGDOM; REINO UNIDO; UK; GREAT BRITAIN; INGLATERRA; ENGLAND; ESCOCIA; SCOTLAND; Database: MEDLINE; Publication details: BMC Psychiatry;20(1): 459, 2020 09 23.; Publication details: BMC Psychiatry;20(1): 459, 2020 09 23.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-09-29","",5292,""
"Depression, stress, anxiety and their predictors in Iranian pregnant women during the outbreak of COVID-19","BACKGROUND: Pregnancy as a sensitive period of a woman's life can be affected by various psychological factors that can have adverse effects on the woman, her fetus and future baby. Since COVID-19 is a new phenomenon with limited information available, it may have adverse psychological effects on pregnant women. Therefore, this study was conducted to determine the status of depression, stress, anxiety and their predictors in Iranian pregnant women during the outbreak of COVID-19. METHODS: This descriptive-analytical cross-sectional study was performed on 205 pregnant women covered by Tabriz health centers in Iran. The sampling method used was cluster sampling. The data collection tool was the socio-demographic characteristics questionnaire and the DASS-21 (Depression, Anxiety and Stress Scale-21), which were completed online by pregnant women. The general linear model was used to determine the predictive factors of depression, anxiety and stress. RESULTS: The mean (SD) score of depression, stress, and anxiety were 3.91 (3.9), 6.22 (4.25), and 3.79 (3.39), respectively; the score range of 0 to 21. Depression, stress, and anxiety symptoms were observed in 32.7, 32.7, and 43.9% of the participants, respectively, with varying degrees from mild to very severe. Based on the adjusted general linear model, variables of education level, spouse's job and marital life satisfaction were the predictors of depressive symptoms. Variables of spouse's education level, spouse's support, marital life satisfaction and the number of pregnancies were the predictive factors of anxiety symptoms and the variables of spouse's education level, household income sufficiency, spouse's support and marital life satisfaction were predictors of stress symptoms. CONCLUSIONS: Considering the role of marital life satisfaction, high level of spouse's education and income in reducing symptoms of stress, anxiety, and depression in pregnant women in critical situations such as the prevalence of COVID-19, it seems that using strategies to promote marital life satisfaction and socio-economic status can play an effective role in controlling anxiety and reducing stress and depression in pregnant women.","Effati-Daryani, Fatemeh; Zarei, Somayeh; Mohammadi, Azam; Hemmati, Elnaz; Ghasemi Yngyknd, Sakineh; Mirghafourvand, Mojgan","https://dx.doi.org/10.1186/s40359-020-00464-8","","Country: GB; REINO UNIDO; UNITED KINGDOM; REINO UNIDO; UK; GREAT BRITAIN; INGLATERRA; ENGLAND; ESCOCIA; SCOTLAND; Database: MEDLINE; Publication details: BMC Psychol;8(1): 99, 2020 Sep 22.; Publication details: BMC Psychol;8(1): 99, 2020 Sep 22.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-09-29","",5293,""
"Prevalence of Perceived Stress, Anxiety, Depression, and Obsessive-Compulsive Symptoms in Health Care Workers and Other Workers in Alberta During the COVID-19 Pandemic: Cross-Sectional Survey","BACKGROUND: During pandemics, effective containment and mitigation measures may also negatively influence psychological stability. As knowledge about COVID-19 rapidly evolves, global implementation of containment and mitigation measures has varied greatly, with impacts to mental wellness. Assessing the impact of COVID-19 on the mental health needs of health care workers and other workers may help mitigate mental health impacts and secure sustained delivery of health care and other essential goods and services. OBJECTIVE: This study assessed the self-reported prevalence of stress, anxiety, depression, and obsessive-compulsive symptoms in health care workers and other workers seeking support through Text4Hope, an evidence-based SMS text messaging service supporting the mental health of residents of Alberta, Canada, during the COVID-19 pandemic. METHODS: An online cross-sectional survey gathered demographic (age, gender, ethnicity, education, relationship, housing and employment status, employment type, and isolation status) and clinical characteristics using validated tools (self-reported stress, anxiety, depression, and contamination/hand hygiene obsessive-compulsive symptoms). Descriptive statistics and chi-square analysis were used to compare the clinical characteristics of health care workers and other workers. Post hoc analysis was conducted on variables with >3 response categories using adjusted residuals. Logistic regression determined associations between worker type and likelihood of self-reported symptoms of moderate or high stress, generalized anxiety disorder, and major depressive disorder, while controlling for other variables. RESULTS: Overall, 8267 surveys were submitted by 44,992 Text4Hope subscribers (19.39%). Of these, 5990 respondents were employed (72.5%), 958 (11.6%) were unemployed, 454 (5.5%) were students, 559 (6.8%) were retired, 234 (2.8%) selected ""other,"" and 72 (0.9%) did not indicate their employment status. Most employed survey respondents were female (n=4621, 86.2%). In the general sample, the 6-week prevalence rates for moderate or high stress, anxiety, and depression symptoms were 85.6%, 47.0%, and 44.0%, respectively. Self-reported symptoms of moderate or high stress, anxiety, and depression were all statistically significantly higher in other workers than in health care workers (P<.001). Other workers reported higher obsessive-compulsive symptoms (worry about contamination and compulsive handwashing behavior) after the onset of the pandemic (P<.001), while health care worker symptoms were statistically significantly higher before and during the COVID-19 pandemic (P<.001). This finding should be interpreted with caution, as it is unclear the extent to which the adaptive behavior of health care workers or the other workers might be misclassified by validated tools during a pandemic. CONCLUSIONS: Assessing symptoms of prevalent stress, anxiety, depression, and obsessive-compulsive behavior in health care workers and other workers may enhance our understanding of COVID-19 mental health needs. Research is needed to understand more fully the relationship between worker type, outbreak phase, and mental health changes over time, as well as the utility of validated tools in health care workers and other workers during pandemics. Our findings underscore the importance of anticipating and mitigating the mental health effects of pandemics using integrated implementation strategies. Finally, we demonstrate the ease of safely and rapidly assessing mental health needs using an SMS text messaging platform during a pandemic. INTERNATIONAL REGISTERED REPORT IDENTIFIER (IRRID): RR2-10.2196/19292.","Mrklas, Kelly; Shalaby, Reham; Hrabok, Marianne; Gusnowski, April; Vuong, Wesley; Surood, Shireen; Urichuk, Liana; Li, Daniel; Li, Xin-Min; Greenshaw, Andrew James; Agyapong, Vincent Israel Opoku","https://dx.doi.org/10.2196/22408","","Country: CA; CANADÃ; CANADA; CANADA; Database: MEDLINE; Publication details: JMIR Ment Health;7(9): e22408, 2020 Sep 25.; Publication details: JMIR Ment Health;7(9): e22408, 2020 Sep 25.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-09-29","",5294,""
"Early experiences of radiographers in Ireland during the COVID-19 crisis","Imaging is crucial for assessing the severity and progression of COVID-19. Radiographers are amongst the first-line health professionals that may be exposed to infected persons. This work describes the early experience of radiographers in Ireland to the impact of COVID-19 using two electronic surveys distributed 6 weeks apart. Results were analysed using descriptive statistics and thematic analysis. A total of 370 responded to the first survey and 276 the second, with all six Irish health regions represented. Three quarters of radiographers (77%) reported having adequate personal protective equipment (PPE) available to them. However, almost half of the radiographers were inadvertently exposed to COVID-19-positive patients without appropriate PPE, largely attributed to poor communication and testing. Anxiety levels while initially high, reduced substantially 6 weeks into the crisis period. However, obvious distress was noted amongst some respondents. Forty percent of radiographers reported burnout symptoms due to the COVID-19 crisis and 30% reported considering changing jobs or retiring since the COVID-19 outbreak. Clear communication regarding changing protocols and importantly patients' infectious status are essential to safeguard healthcare workers and to minimise unnecessary anxiety and distress. Attention is required to staff mental health including the identification of burnout symptoms to prevent long-term negative consequences of the pandemic on radiography services.","Foley, O'Loughlin, Creedon","https://doi.org/10.1186/s13244-020-00910-6","20200928","Burnout; COVID-19; Coronavirus; Infection control; Radiographers","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-09-29","",5295,""
"Mental health among patients in a COVID-19-dedicated facility","","Agarwal, Agrawal, Agarwal","https://doi.org/10.1093/trstmh/traa095","20200928","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-09-29","",5296,""
"Applying Psychotherapeutic Principles to Bolster Resilience Among Health Care Workers During the COVID-19 Pandemic","The COVID-19 pandemic has affected the entire globe with overwhelming speed and impact. The pandemic is both highly threatening and poorly understood, typical of deeply distressing conditions. Stress associated with uncertain recommendations from authorities, fear of illness and contagion for oneself and one's loved ones, extended periods of isolation, moral conflicts, financial instability, perception of discrimination and/or stigma, and ongoing loss and grief imperil mental health and resilience among the general population and high-risk groups. Health care workers (HCWs) face additional challenges that increase their vulnerability to distress and burnout. Bolstering resilience among HCWs can allow them to continue working with the intensity and focus their jobs require, which in turn supports the overall functioning of the health care system. Given their training in understanding wellness, distress, and psychotherapeutic treatment, mental health clinicians are well positioned to respond to this need. By studying the lessons from past and present experiences with public health emergencies and by incorporating principles from psychotherapeutic literature and training, clinicians can help facilitate an informed and effective response. The goal of this article is to discuss the development of a resilience coaching model that is rooted in principles from psychotherapeutic literature and practice to support psychological well-being among hospital-based HCWs. This model, developed to support the authors' health care colleagues working in a Toronto hospital, is generalizable, can be adapted for use by any mental health clinician, and makes explicit how previous training in psychotherapy may be applied to coaching and supporting frontline HCWs.","Rosen, Preisman, Hunter, Maunder","https://doi.org/10.1176/appi.psychotherapy.20200020","20200928","Activities Therapy; Coaching; Consultation/Liaison Psychiatry; Mental Health Care Service Delivery Systems; Psychotherapy; resilience","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-09-29","",5297,""
"Parenting Stress During the COVID-19 Outbreak: Socioeconomic and Environmental Risk Factors and Implications for Children Emotion Regulation","The COVID-19 outbreak imposed to Italian families many changes in their daily life increasing the risk of developing psychological problems. The present study explored risk factors associated with parenting stress and implications for children's emotion regulation in families with different socioeconomic risks. Parents of 2-14Ã‚Â years old children completed a survey reporting difficulties experienced due to the lockdown, level of household chaos, parenting stress, parent involvement in the child's daily life, and children emotion regulation competences. The general mean levels of parenting stress and children emotion regulation abilities were not at clinical level compared with Italian norms. Household chaos predicted higher levels of parenting stress, which, in turn, was associated with less effective emotion regulation in children through the mediating role of parental involvement. More stressed parents were less involved in their children's activities, decreasing children's effective emotion regulation. Only for SES no-risk families, the lockdown constraints increased parenting stress. For SES at-risk families, the impact of parenting stress and involvement on children regulation strategies was stronger, with a protective role played by parental involvement on children's negativity not evident for SES no-risk families. Dealing with the lockdown is a stressful experience for parents who have to balance personal life, work, and children upbringing, without other help. This situation potentially impairs their ability to be supportive caregivers and is consequently detrimental for children well-being. Policies should take into consideration the implications of the lockdown for families' mental health and tailor supportive interventions according to family's risk factors.","Spinelli, Lionetti, Setti, Fasolo","https://doi.org/10.1111/famp.12601","20200928","COVID-19; Children; Children Emotion Regulation; Parenting Stress; Parents; Quarantine; SES risk","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-09-29","",5298,""
"COVID-19 outbreak and suicides in Nepal: Urgency of immediate action","","Acharya, Shin, Moon","https://doi.org/10.1177/0020764020963150","20200928","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-09-29","",5299,""
