"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Course of a new coronavirus infection in children: some aspects of monitoring and analysis of mortality","The work objective was to carry out the analysis of the existing in the Russian Federation monitoring of the incidence of new coronavirus infection in children and specific features of death cases caused by COVID-19 in children  Materials and methods  The analysis of the data of operative statistics presented on the sites of the governments of the regions where the incidence among children was considered within the period from April 22, 2020 to June 26, 2020, as well as the data of the Main non-staff experts in infectious diseases in children was performed  The inpatient medical documentation and the data of pathologicoanatomic investigation of children died due to COVID-19 were analyzed  Results  Prevalence of COVID-19 in children from various regions of the Russian Federation was from 1% to 8 6% in the structure of general disease incidence  The asymptomatic and mild forms of the disease which did not require hospitalization, were noted in 55â€“60% of the cases  12 death cases associated with COVID-19 were registered for June 22, 2020  The analysis of 8 presented cases showed that 6 patients out of 8 died children were of the first half of the year of life (3 girls and 5 boys)  In most cases the children were admitted to the hospital at the 8â€“12th day of the disease in severe and extremely severe condition due to pulmonary-cardiac insufficiency, six patients had fever up to 38â€“39Â°<U+0421>, four patients had signs of consciousness depression  All children were diagnosed with community-acquired bilateral pneumonia according to the data of roentgenography, ultrasound investigation or computer tomography of the chest organs that did not always coincide with the intensity of respiratory syndrome  The direct cause of death was cardiac or pulmonary-cardiac insufficiency  Conclusion  The analysis of clinical and laboratory manifestations of COVID-19 with an unfavourable outcome in children revealed some difficulties in the interpretation of its role in thanatogenesis  The significance of comorbid pathologies in the development of unfavourable outcomes is doubtless","Uskov, A. N.; Lobzin, Yu V.; Rychkova, S. V.; Babachenko, I. V.; Fedorov, V. V.; Ulukhanova, L. U.; Pochinyaeva, L. M.","https://doi.org/10.22625/2072-6732-2020-12-3-12-20","","Database: COVIDWHO; Publication details: Jurnal Infektologii;12(3):12-20, 2020.; Publication details: Jurnal Infektologii;12(3):12-20, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-29","",4188,""
"Coping with the coronavirus (COVID-19) pandemic","The global virus outbreak called COVID-19 has been one of the important breaking points in world history  COVID-19 is not only a physical disease affecting the whole world, but also an important issue in terms of community mental health, the effects of which will be understood in the long term  It is essential to explain the long-term and ongoing mental health effects of COVID-19 to take preventive steps  The aim of the present article was to review the impact of similar outbreaks in the past and to understand the potential impact on mental health through data from ongoing studies  Additionally, we summarized possible risk factors that may arise in infected people, healthcare professionals and the general population during COVID-19 outbreak","Askin, R.; Dinsel, E. T.; Bas, A.","https://doi.org/10.18621/eurj.752431","","Database: COVIDWHO; Publication details: European Research Journal;6(4):365-369, 2020.; Publication details: European Research Journal;6(4):365-369, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-29","",4189,""
"Combating the Dangers of Sedentary Activity on Child and Adolescent Mental Health During the Time of COVID-19","","Mittal, Vijay A.; Firth, Joseph; Kimhy, David","https://doi.org/10.1016/j.jaac.2020.08.003","","Database: COVIDWHO; Publication details: Journal of the American Academy of Child & Adolescent Psychiatry;2020.; Publication details: Journal of the American Academy of Child & Adolescent Psychiatry;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-29","",4190,""
"Rapid response to crisis: Health System Lessons from the active period of COVID-19: A Framework for Rapid Response","Background: This paper outlines the need for a health systems approach and rapid response strategy for gathering information necessary for policy decisions during pandemics and similar crises  It suggests a new framework for assessing the phases of the pandemic  Method: The paper draws its information and conclusions from a rapid synthesis and translation process (RSTP) of a series of webinars and online discussions from the Pandemic-Mental Health International Network (Pan-MHIN) - policy experts from across 16 locations in Australia, Denmark, Italy, Spain, Taiwan, the UK and the USA  While the initial focus of this research was on mental health, COVID-19 has raised much broader issues and questions for health planners  Results: We identified gaps affecting the capacity to respond effectively and quickly, including in relation to system indicators, the inadequacy of the prior classification of the phases of the pandemic, the absences of a healthcare ecosystem approach, and the quick shift to digital technologies  The strengths and weaknesses of COVID-19 responses across different systems, services, sites and countries been identified and compared, including both low and high impacted areas  Conclusions: There is an urgent need for managerial epidemiology based on healthcare ecosystem research encompassing multidisciplinary teams, visualization tools and decision analytics for rapid response  Policy and healthcare context played a key role in the response to COVID-19  Its severity, the containment measures and the societal response varied greatly across sites and countries  Understanding this variation is vital to assess the impact of COVID-19 in specific areas such as ageing or mental health","Salvador-Carulla, Luis; Rosenberg, Sebastian; Mendoza, John; Tabatabaei-Jafari, Hossein","https://doi.org/10.1016/j.hlpt.2020.08.011","","Database: COVIDWHO; Publication details: Health Policy and Technology;2020.; Publication details: Health Policy and Technology;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-29","",4191,""
"Health-related quality of life and behavior-related lifestyle changes due to the COVID-19 home confinement: dataset from a Moroccan sample","The Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) virus initially appeared in Wuhan, Hubei Province, China has caused a novel coronavirus disease (COVID-19) [1]  The disease is rapidly spread around the world causing thousands of deaths and posing critical challenges for public health and clinical research in the world  The outbreak was declared by the World Health Organization (WHO) as a public health emergency of international concern  Nowadays, there are more than 18 millions of confirmed cases of coronavirus across the world with a total of 702,903 deaths [2]  In Morocco, there are 28,500 confirmed cases and 345 deaths  Forecasts for the cumulative number of confirmed, recovered, active and death cases were recently provided [3]  To manage the pandemic spread several countries adopted proactive and preventive measures including home confinement of the population  However, there is evidence that these measures, particularly home confinement, can cause unprecedented disruption in the well-being of the population  Being forced to stay at home and the daily activitiesâ€™ restrictions could impact the citizensâ€™ health-related quality of life (HRQoL) and behavior-related lifestyle  It has been reported that the COVID-19 pandemic has an impact on psychological behaviors [4], mental health [5] and anxiety/depression [6]  The Moroccan population was under home confinement from March 20, 2020  Assessing rapidly and simply the HRQoL during crisis such as the home confinement is a challenge of interest to provide speedy information to authorities which allow best management of damages yielding in crisis situation  The EQ-5D instrument is a generic questionnaire developed by the Euroqol group for measuring the HRQoL by combining five health dimensions (mobility, self-care, usual activities, pain/discomfort, and anxiety/depression) [7]  The EQ-5D instrument is translated into more than 300 languages and exhibit good reliability and validity in both patients and general population  Herein, we used the EQ-5D-5L instrument to assess for the first time the impact of the home confinement on the HRQoL  Also, we evaluated the changes in behaviors by asking some questions related to lifestyle before and during the home confinement  These data can help the Moroccan authorities and other countries to more understand the impact of this crisis on citizens and therefore to set up adequate protocols for managing the post-confinement or possible future crisis  We provided two datasets: (1) data we collected before confinement from a sample of 484 individuals describing their HRQoL [8] and (2) data we collected during the home confinement period from a sample of 537 individuals describing their HRQoL and behavior-related lifestyle","Azizi, Asmaa; Achak, Doha; Aboudi, Khalid; Saad, Elmadani; Nejjari, Chakib; Nouira, Youness; Hilali, Abderraouf; Youlyouz-Marfak, Ibtissam; Marfak, Abdelghafour","https://doi.org/10.1016/j.dib.2020.106239","","Database: COVIDWHO; Publication details: Data in Brief;2020.; Publication details: Data in Brief;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-29","",4192,""
"Recognizing the role of animal-assisted therapies in addressing mental health needs during the COVID-19 Pandemic","","Nagendrappa, Sachin; Shoib, Sheikh; Rehman, Sajjadur; Grigo, Omityah; Ransing, Ramdas","https://doi.org/10.1016/j.ajp.2020.102390","","Database: COVIDWHO; Publication details: Asian Journal of Psychiatry;2020.; Publication details: Asian Journal of Psychiatry;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-29","",4193,""
"Yoga for COVID-19 and Natural Disaster Related Mental health Issues: Challenges and Perspectives","","Ransing, Ramdas; Pinto da Costa, Mariana; Adiukwu, Frances; Grandinetti, Paolo; Schuh Teixeira, Andre Luiz; Kilic, Ozge; Soler-Vidal, Joan; Ramalho, Rodrigo","https://doi.org/10.1016/j.ajp.2020.102386","","Database: COVIDWHO; Publication details: Asian Journal of Psychiatry;2020.; Publication details: Asian Journal of Psychiatry;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-29","",4194,""
"Repeated celebrity suicide in India during COVID-19 crisis: An urgent call for attention","","Kar, Sujita Kumar; Arafat, S. M. Yasir; Ransing, Ramdas; Menon, Vikas; Padhy, Susanta Kumar; Sharma, Pawan; Marthoenis, Marthoenis","https://doi.org/10.1016/j.ajp.2020.102382","","Database: COVIDWHO; Publication details: Asian Journal of Psychiatry;2020.; Publication details: Asian Journal of Psychiatry;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-29","",4195,""
"Global Mental Health and Novel Coronavirus: the risk of the â€˜sameâ€™ risks","","Marcelo, SimÃµes Mendes","https://doi.org/10.1016/j.ajp.2020.102375","","Database: COVIDWHO; Publication details: Asian Journal of Psychiatry;2020.; Publication details: Asian Journal of Psychiatry;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-29","",4196,""
"Responding to the Covid-19 pandemic at a university counseling center: administrative actions, client retention, and psychotherapy outcome","In this article, we examine how Counseling and Psychological Services (CAPS) at a large private university in the western United States addressed the abrupt suspension of in-person mental health services and switch to telebehavioral health due to the Covid-19 pandemic. We used descriptive data, binary logistic regression, and hierarchical linear modeling to investigate changes in number of sessions and clients, use of online mental health platforms, and changes in clientsâ€™ psychological functioning. Overall, we found that CAPS had a decrease in scheduled appointments (including intake) and no change in attendance rates. We estimate that premature termination impacted about 32â€“34% of individual therapy clients and 29â€“37% of group clients. The number of new users for our online therapeutic platforms did not appear to be affected. Clients in 2020 were not significantly more distressed than clients in the previous 3 years and we found no significant differences in outcome between 2020 and previous years, indicating that levels of distress and treatment trajectories remained similar across years. Future research should focus on longer-term client outcomes as well as increasing accessibility to therapy in pandemic conditions.","Erekson, David M.; Bailey, Russell J.; Cattani, Kara; Fox, Sheilagh T.; Goates-Jones, Melissa K.","https://doi.org/10.1080/09515070.2020.1807914","","Database: ELSEVIER; Publication details: Couns. Psychol. Q.;2020.; Publication details: Couns. Psychol. Q.;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-08-29","",4197,""
