"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Emotional â€œinflection pointâ€ in public health emergencies with the 2019 New Coronavirus Pneumonia (NCP) in China","Background The outbreak of the new coronavirus pneumonia (NCP) in Wuhan, Hubei, has caused very serious consequences and severely affected people's lives and mental health  The outbreak will cause bad emotions such as tension, anxiety, fear, and so on  College students who have returned home from school face infection, isolation, and delay in starting school, and thus, their emotional stress should be observed  Methods This study used self-designed questionnaires and artificial intelligence (AI) to assess and analyze the emotional state of over 30,000 college students during the outbreak period in January (T1) and home quarantine in February (T2)  This survey used online questionnaire (www wjx cn) to investigate the emotion information of college students  Results In the T1 survey, the ""Typhoon Eye Effect"" appeared  College students in Hubei are calmer than those outside Hubei in T1  However, in T2, an emotional ""infection point"" appeared, there was an ""Exposure Effect"", the negative emotions of students in Hubei largely increased and became higher than students outside Hubei  Conclusion This survey found that there is an emotional ""infection point"" in February among college students, especially in the Hubei area  College students in Hubei are calmer than those outside Hubei in T1  In contrast, college students in Hubei were more nervous and scared than those outside Hubei in T2  This epidemic has caused the students to experience significant pressure and negative emotions  Therefore, universities and society should pay attention to their emotional adjustment, there are some suggestions such as establish the mental health organizations, test students' emotion status regularly","Zhang, Yan; Cao, Xiaochen; Wang, Pu; Wang, Guixiang; Lei, Guanghui; Shou, Zhexing; Xie, Simiao; Huang, Fei; Luo, Na; Luo, Mingyan; Bian, Yueran; Zhang, Jingyuan; Xiao, Qiang","https://doi.org/10.1016/j.jad.2020.07.097","","Database: COVIDWHO; Publication details: Journal of Affective Disorders;2020.; Publication details: Journal of Affective Disorders;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-26","",3396,""
"An Acute Manic Episode During 2019-nCoV Quarantine","Background The 2019-nCov pandemic is currently a stressor for the general public worldwide  In China, people who have a history of contact with infected or suspected individuals need to quarantine for at least 2 weeks  Many people experienced anxiety, panic and depression in the quarantine period  However, acute manic episode triggered by stressful events is not common and was neglected  Case presentation A 32-year-old woman with direct contact history with her infected colleagues showed elevated mood and increased activity when she was identified negative of nuclear acid amplification test, after experiencing extreme stress in quarantine  She was diagnosed with acute manic episode finally  The social zeitgeber and reward hypersensitivity theoretical models have attempted to use psychobiological perspectives to determine why life stress can trigger a mood episode, including (hypo)mania  Besides, the temporal correlation between her somatic symptoms and psychological stimuli indicated a possibility of functional disturbance under acute stress  Conclusion Quarantine is a major stressful event disrupting social zeitgebers for people who have had contact with infected individuals, especially for vulnerable individuals with a hypersensitive reward system  Stress could act as a trigger in the onset of manic episode, so psychological support should be more targeted at the vulnerable individuals in the initial phase of emergent crisis","Yin, Xiaowen; Sun, Yuyong; Zhu, Chunyan; Zhu, Beiying; Gou, Dongfang; Tan, Zhonglin","https://doi.org/10.1016/j.jad.2020.07.112","","Database: COVIDWHO; Publication details: Journal of Affective Disorders;2020.; Publication details: Journal of Affective Disorders;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-26","",3397,""
"The Psychological Status of 8817 Hospital Workers during COVID-19: a cross-sectional study in Chongqing","Background There was an outbreak of COVID-19 towards the end of 2019 in China, which spread all over the world rapidly  The Chinese healthcare system is facing a big challenge where hospital workers are experiencing enormous psychological pressure  This study aimed to (1) investigate the psychological status of hospital workers and (2) provide references for psychological crisis intervention in the future  Method An online survey was conducted to collect sociodemographic features, epidemic-related factors, results of PHQ-9, GAD-7, PHQ-15, suicidal and self-harm ideation (SSI), and the score of stress and support scales  Chi-square test, t-test, non-parametric, and logistic regression analysis were used to detect the risk factors to psychological effect and SSI  Results 8817 hospital workers participated in this online survey  The prevalence of depression, anxiety, somatic symptoms, and SSI were 30 2%, 20 7%, 46 2%, and 6 5%, respectively  Logistic regression analysis showed that female, single, Tujia minority, educational background of junior or below, designated or county hospital, need for psychological assistance before or during the epidemic, unconfident about defeating COVID-19, ignorance about the epidemic, willingness of attending parties, and poor self-rated health condition were independent factors associated with high-level depression, somatic symptom, and SSI among hospital workers (P&lt;0 05)  Limitation This cross-sectional study cannot reveal the causality, and voluntary participation could be prone to selection bias  A modified epidemic-related stress and support scale without standardization was used  The number of hospital workers in each hospital was unavailable  Conclusion There were a high level of psychological impact and SSI among hospital workers, which needed to be addressed  County hospital workers were more severe and easier to be neglected  More studies on cognitive and behavioral subsequence after a public health disaster among hospital workers are needed","Xiaoming, Xu; Ming, Ai; Su, Hong; Wo, Wang; Jianmei, Chen; Qi, Zhang; Hua, Hu; Xuemei, Li; Lixia, Wang; Jun, Cao; Lei, Shi; Zhen, Lv; Lian, Du; Jing, Li; Handan, Yang; Haitang, Qiu; Xiaoting, He; Xiaorong, Chen; Ran, Chen; Qinghua, Luo; Xinyu, Zhou; Jian, Tan; Jing, Tu; Guanghua, Jiang; Zhiqin, Han; Nkundimana, Baltha; Li, Kuang","https://doi.org/10.1016/j.jad.2020.07.092","","Database: COVIDWHO; Publication details: Journal of Affective Disorders;2020.; Publication details: Journal of Affective Disorders;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-26","",3398,""
"Addressing Mental Health in Patients and Providers during the COVID-19 Pandemic","The pandemic, and the associated changes to pregnancy and postpartum experiences, can lead to profound psychological reactions including panic, hyperarousal, sleep disturbance, anxiety, depression, and traumatic stress disorders  Providers face compassion fatigue and shared trauma  In this article, we describe the mental health outcomes known to date in regard to the novel coronavirus disease 2019 pandemic for obstetric patients and their providers as well as therapeutic approaches, including our novel embedded mental health service, to address these mental health needs","Werner, Elizabeth A.; Aloisio, Cara E.; Butler, Ashlie D.; D'Antonio, Kristina M.; Kenny, Jennifer M.; Mitchell, Anika; Ona, Samsiya; Monk, Catherine","https://doi.org/10.1016/j.semperi.2020.151279","","Database: COVIDWHO; Publication details: Seminars in Perinatology;2020.; Publication details: Seminars in Perinatology;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-26","",3399,""
"Challenges posed by COVID-19 to people who inject drugs and lessons from other outbreaks","INTRODUCTION: In light of the COVID-19 pandemic, considerable effort is going into identifying and protecting those at risk  Criminalization, stigmatization and the psychological, physical, behavioural and economic consequences of substance use make people who inject drugs (PWID) extremely vulnerable to many infectious diseases  While relationships between drug use and blood-borne and sexually transmitted infections are well studied, less attention has been paid to other infectious disease outbreaks among PWID  DISCUSSION: COVID-19 is likely to disproportionally affect PWID due to a high prevalence of comorbidities that make the disease more severe, unsanitary and overcrowded living conditions, stigmatization, common incarceration, homelessness and difficulties in adhering to quarantine, social distancing or self-isolation mandates  The COVID-19 pandemic also jeopardizes essential for PWID services, such as needle exchange or substitution therapy programmes, which can be affected both in a short- and a long-term perspective  Importantly, there is substantial evidence of other infectious disease outbreaks in PWID that were associated with factors that enable COVID-19 transmission, such as poor hygiene, overcrowded living conditions and communal ways of using drugs  CONCLUSIONS: The COVID-19 crisis might increase risks of homelessnes, overdoses and unsafe injecting and sexual practices for PWID  In order to address existing inequalities, consultations with PWID advocacy groups are vital when designing inclusive health response to the COVID-19 pandemic","Vasylyeva, Tetyana I.; Smyrnov, Pavlo; Strathdee, Steffanie; Friedman, Samuel R.","https://doi.org/10.1002/jia2.25583","","Database: COVIDWHO; Publication details: Journal of the International AIDS Society;23(7):e25583-e25583, 2020.; Publication details: Journal of the International AIDS Society;23(7):e25583-e25583, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-26","",3400,""
"COVID-19: from a PHEIC to a public mental health crisis?","","The Lancet Public, Health; Health, The Lancet Public","https://doi.org/10.1016/S2468-2667(20)30165-1","","Database: COVIDWHO; Publication details: The Lancet Public Health;2020.; Publication details: The Lancet Public Health;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-26","",3401,""
"Perspectives on mental health services during the COVID-19 epidemic in Serbia","World Health Organization (WHO) declared the COVID-19 outbreak a public health emergency of international concern  Mental health strategies implemented due to the coronavirus epidemic must include the assessment of mental health status of people in different subpopulations influenced by the COVID-19 outbreak, identifying persons who are at high risk of manifesting behavior disorders, suicide attempt, and aggression in aim of providing appropriate mental health care interventions for those in need The target population of these mental health strategies is categorized in four different groups: the most vulnerable people with mental health problems, isolated people with symptoms of atypical acute respiratory infection, individuals who have been in close contact with the previous two categories, and people affected by the preventive and restrictive measures","Stasevic-Karlicic, Ivana; Dordevic, Vladan; Stasevic, Milena; Subotic, Tatjana; Filipovic, Zorana; Ignjatovic-Ristic, Dragana; Janjic, Vladimir","https://doi.org/10.2298/sarh2005040285","","Database: COVIDWHO; Publication details: Srpski Arhiv Za Celokupno Lekarstvo;148(5-6):379-382, 2020.; Publication details: Srpski Arhiv Za Celokupno Lekarstvo;148(5-6):379-382, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-26","",3402,""
"The impact of the COVID-19 pandemic on anaesthesia trainees and their training","Summary COVID-19 (SARS-CoV2) has dislocated clinical services and postgraduate training  To better understand and to document these impacts, we contacted anaesthesia trainees and trainers across six continents and collated their experiences during the pandemic  All aspects of training programmes have been affected  Trainees report that reduced case-load, sub-specialty experience and supervised procedures are impairing learning  Cancelled educational activities, postponed exams and altered rotations threaten progression through training  Job prospects and international opportunities are downgraded  Work related anxieties about provision of Personal Protective Equipment, and risks to self and to colleagues are superimposed on concerns for family and friends and domestic disruption  These seismic changes have had consequences for wellbeing and mental health  In response, anaesthetists have developed innovations in teaching and trainee support  New technologies support trainer-trainee interactions, with a focus on e-learning  National training bodies and medical regulators that specify training and oversee assessment of trainees and their progression have provided flexibility in their requirements  Within anaesthesia departments, support transcends grades and job titles with lessons for the future  Attention to wellness, awareness of mental health issues and multimodal support can attenuate but not eliminate trainee distress","Sneyd, J. Robert; Mathoulin, Sophie E.; O'Sullivan, Ellen P.; So, Vincent C.; Roberts, Fiona R.; Paul, Aaron A.; Cortinez, Luis I.; Ampofo, Russell S.; Miller, Caitlynn J.; Balkisson, Maxine A.","https://doi.org/10.1016/j.bja.2020.07.011","","Database: COVIDWHO; Publication details: British Journal of Anaesthesia;2020.; Publication details: British Journal of Anaesthesia;2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-26","",3403,""
"Fear and psychopathology: the hidden threat of Covid-19","The global outbreak of coronavirus disease has brought fear and uncertainty as a natural consequence and along with it, behaviors that are far from expected when facing with this situation  These behaviors seem of little altruism and excessive reaction, increasing the risk of infection of both, the individual and the group  Similarly, it is considered an important vulnerability for the development of psychopathology, especially in a part of the population whose mental health has been affected by autobiographical experiences and genetic predispositions, in other words, individual at risk  This article briefly reviews basic and applied research that partially explains these phenomena, underlining the role that psychological science can play in this emergency","Quezada-Scholz, Vanetza E.","https://doi.org/10.7714/cnps/14.1.202","","Database: COVIDWHO; Publication details: Cuadernos De Neuropsicologia-Panamerican Journal of Neuropsychology;14(1):19-23, 2020.; Publication details: Cuadernos De Neuropsicologia-Panamerican Journal of Neuropsychology;14(1):19-23, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-26","",3404,""
"Psychology and COVID-19: impacts, themes and way forward","COVID-19 has brought a new set of challenges at a time when poorer nations were struggling with existing burdens  However, the lockdown restrictions aimed at slowing the infection rate has created problems of their own such as increased unemployment, poverty, and mental health problems  While the lockdown approach may be effective for public health, there is concern about the way it is formulated, the empirical basis of some restrictions, and societal impacts  There is additional concern that COVID-19 and associated restrictions disproportionately affect marginalised groups  As a discipline primarily concerned with human behaviour, Psychology has much to contribute to addressing the pandemic","Pillay, Anthony L.; Barnes, Brendon R.","https://doi.org/10.1177/0081246320937684","","Database: COVIDWHO; Publication details: South African Journal of Psychology;50(2):148-153, 2020.; Publication details: South African Journal of Psychology;50(2):148-153, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","2020-07-26","",3405,""
