"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","ID","o1"
"The distress of Iranian adults during the Covid-19 pandemic - More distressed than the Chinese and with different predictors","Background Early papers on the mental health of the public during the Covid-19 pandemic surveyed participants from China. Outside of China, Iran has emerged as one of the most affected countries with a high death count and rate. The paper presents the first empirical evidence from Iranian adults during the Covid-19 pandemic on their level of distress and its predictors. Methods On March 25-28, 2020, a dire time for Covid-19 in Iran, we surveyed 1058 adults from all 30 provinces in Iran using the Covid-19 Peritraumatic Distress Index (CPDI). Findings The distress level of Iranian adults (mean: 34.54; s.d.: 14.92) was significantly higher (mean difference: 10.9; t=22.7; p<0.0001; 95% CI: 10.0 to 11.8) than that of Chinese adults (mean: 23.65; s.d.: 5.45) as reported in a prior study with the same measure of Covid-19 Peritraumatic Distress Index (CPDI). We also found the predictors of distress in Iran vary from those in China. Interpretation Our findings that the predictors of distress in Iran vary from those in China suggest the need to study the predictors of mental health in individual countries during the Covid-19 pandemic to effectively identify and screen for those more susceptible to mental health issues. Keywords: Coronavirus; 2019-nCoV; Distress; Mental health; Psychiatric screening; Identifiers of mental issues in Covid-19 pandemic; Iran; Early evidence","Afshar Jahanshahi, A.; Mokhtari Dinani, M.; Nazarian Madavani, A.; Li, J.; Zhang, S. X.","https://www.medrxiv.org/content/10.1101/2020.04.03.20052571v1?rss=1""","20200407",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-08","",149,""
"COVID-19 and maternal mental health: Are we getting the balance right?","This paper presents a rapid evidence review into the clinical and psychological impacts of COVID-19 on perinatal women and their infants. Literature search revealed that there is very little formal evidence on the impact of COVID-19 on pregnant, labouring and postnatal women or their babies. The clinical evidence to date suggests that pregnant and childbearing women, and their babies are not at increased risk of either getting infected, or of having severe symptoms or consequences than the population as a whole. There is no evidence on the short- and longer-term psychological impacts of restrictive practices or social and personal constraints for childbearing women during COVID-19 in particular, or infection pandemics in general. The potential for adverse mental health consequences of the pandemic should be recognised as a critical public health concern, together with appropriate care and support to prevent and ameliorate any negative impacts.","Topalidou, A.; Thomson, G.; Downe, S.","https://www.medrxiv.org/content/10.1101/2020.03.30.20047969v1?rss=1""","20200406",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-08","",150,""
"Anxiety, worry and perceived stress in the world due to the COVID-19 pandemic, March 2020. Preliminary results.","Introduction: Since the beginning of the outbreak in China, ending 2019, the Novel Coronavirus (COVID-19) has spread subsequently to the rest of the world causing an on-going pandemic. The World Health Organisation (WHO) declared COVID-19: a public health emergency of international concern. Having into consideration the lockdown and quarantine situation, we decided to do evaluate the current emotional state on the general population with a web-based survey in English and in Spanish, which was considered a useful and fast method that could help us determine how people perceived stress and worry due to the COVID-19. Methods: The survey included a 22 items, gathering information in 3 sections: Sociodemographic data, the Perceived Stress Scale (PSS-10) by Cohen and additional queries that assessed the current worry and change of behaviours due to this pandemic. Results: The survey received 891 respondents from 25 countries, from March 17 to 23rd, 2020. The mean age of the respondents was 43.8 (14.2) years old, and more than two thirds were women. 12.8% were health personnel.The mean of the PSS-10 score was 17.4 (6.4). Significantly higher scores were observed among women, youth, students, and among those who expressed concern and those who perceived increased susceptibility to the COVID-19. In contrast, no significant differences were observed between the health professionals and the general population. A good correlation was observed between mean relative volume (RSV) of the las 14 days and the number of cases reported (rho = 0.68, p <0.001) and deaths (rho = 0.51, p <0.001). Discussion: With these results we describe an increase of affective symptoms due to the COVID-19. This pandemic is raising the anxiety levels. The findings of our study show the affective and cognitive alterations people are going through. This survey is the first attempt to measure the psychological consequences this pandemic is having, in order to be able to later be able to provide the support to confront this global issue, addressing the mental health care that will be needed.","Limcaoco, R. S. G.; Mateos, E. M.; Fernandez, J. M.; Roncero, C.","https://www.medrxiv.org/content/10.1101/2020.04.03.20043992v1?rss=1""","20200406",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-08","",151,""
"THE EMOTIONAL IMPACT OF THE ASRM GUIDELINES ON FERTILITY PATIENTS DURING THE COVID-19 PANDEMIC","Objective: To survey fertility patients' agreement with ASRM recommendations during the COVID-19 pandemic and the emotional impact on them. Design: An online survey was sent to current fertility patients Setting: New York City academic fertility practice at the epicenter of the COVID-19 pandemic Patient(s): Fertility patients seen within the last year Intervention(s): None Main Outcome Measure(s): Patient agreement with the ASRM recommendations during the COVID-19 pandemic and the emotional impact rated on a Likert scale Result(s): A total of 518 patients completed the survey for a response rate of 17%. Fifty percent of respondents had a cycle canceled due to the COVID-19 pandemic. Of those who had a cycle cancelled, 85% of respondents found it to be moderately to extremely upsetting with 22% rating it to be equivalent to the loss of a child. There was no difference on the emotional impact based on the type of cycle cancelled. Fifty-five percent of patients agreed that diagnostic procedures such as hysterosalpingograms should be cancelled while 36% of patients agreed all fertility cycles should be cancelled. Patients were slightly more likely to agree with the ASRM guidelines if they have an upcoming cycle cancelled (p = 0.041). Of all respondents 82% would have preferred to have the option to start a treatment cycle in consultation with their doctor. Conclusion(s): Given the severity of the COVID-19 pandemic, the physical, financial and emotional impact of this unprecedented threat cannot be underestimated in our fertility patients. Key Word(s): COVID-19, novel coronavirus, ASRM, mental health, infertility","Turocy, J. M.; Robles, A.; Hercz, D.; D'Alton, M.; Forman, E. J.; Williams, Z.","https://www.medrxiv.org/content/10.1101/2020.03.29.20046631v1?rss=1""","20200401",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-08","",152,""
"Health Communication Through News Media During the Early Stage of the COVID-19 Outbreak in China: A Digital Topic Modeling Approach","Background : In December 2019, some COVID-19 cases were first reported and soon the disease broke out. As this dreadful disease spreads rapidly, the mass media has been active in community education on COVID-19 by delivering health information about this novel coronavirus. | Methods: We adopted the Huike database to extract news articles about coronavirus from major press media, between January 1st, 2020, to February 20th, 2020. The data were sorted and analyzed by Python software and Python package Jieba. We sought a suitable topic number using the coherence number. We operated Latent Dirichlet Allocation (LDA) topic modeling with the suitable topic number and generated corresponding keywords and topic names. We divided these topics into different themes by plotting them into two-dimensional plane via multidimensional scaling. | Findings: After removing duplicates, 7791 relevant news reports were identified. We listed the number of articles published per day. According to the coherence value, we chose 20 as our number of topics and obtained their names and keywords. These topics were categorized into nine primary themes based on the topic visualization figure. The top three popular themes were prevention and control procedures, medical treatment and research, global/local social/economic influences, accounting for 32.6%, 16.6%, 11.8% of the collected reports respectively. | Interpretation: The Chinese mass media news reports lag behind the COVID-19 outbreak development. The major themes accounted for around half the content and tended to focus on the larger society than on individuals. The COVID-19 crisis has become a global issue, and society has also become concerned about donation and support as well as mental health. We recommend that future work should address the mass media's actual impact on readers during the COVID-19 crisis through sentiment analysis of news data.","Liu, Q.; Zheng, Z.; Zheng, J.; Chen, Q.; Liu, G.; Chen, S.; Chu, B.; Zhu, H.; Akinwunmi, B.; Huang, J.; Zhang, C. J. P.; Ming, W.-k.","https://www.medrxiv.org/content/10.1101/2020.03.29.20043547v1?rss=1""","20200331",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-08","",153,""
"Evaluating COVID-19 Public Health Messaging in Italy: Self-Reported Compliance and Growing Mental Health Concerns","Purpose: The COVID-19 death-rate in Italy continues to climb, surpassing that in every other country. We implement one of the first nationally representative surveys about this unprecedented public health crisis and use it to evaluate the Italian government's public health efforts and citizen responses. Findings: (1) Public health messaging is being heard. At this point, the Italian people understand how to keep themselves and others safe from the SARS-Cov-2 virus. This is true for all population groups we studied, with the partial exception of slightly lower compliance among young adults. Remarkably, even those who do not trust the government, and those who think the government has been untruthful about the crisis mostly believe the public health message and claim to be acting in accordance. (2) The quarantine is beginning to have serious negative effects on the population's mental health. Policy Recommendations: Public health messaging is being heard and understood. The focus now should move from explaining that citizens should stay at home to what they can do at home. We need interventions that make staying at home and following public health protocols more desirable, or possibly even fun. These interventions could include virtual social interactions, such as online social reading activities, classes, exercise routines, among others - all designed to reduce the boredom of being socially isolated for long periods of time and to increase the attractiveness of following public health recommendations. Interventions like these will grow in importance as the crisis wears on around the world, and staying inside wears on people.","Barari, S.; Caria, S.; Davola, A.; Falco, P.; Fetzer, T.; Fiorin, S.; Hensel, L.; Ivchenko, A.; Jachimowicz, J.; King, G.; Kraft-Todd, G.; Ledda, A.; MacLennan, M.; Mutoi, L.; Pagani, C.; Reutskaja, E.; Slepoi, F. R.","https://www.medrxiv.org/content/10.1101/2020.03.27.20042820v1?rss=1""","20200330",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-08","",154,""
"High risk of infection caused posttraumatic stress symptoms in individuals with poor sleep quality: A study on influence of coronavirus disease (COVID-19) in China","The influence of the outbreak of coronavirus disease (COVID-19) on mental health was poorly understood. The present study aimed to exam sleep problems and posttraumatic stress symptoms (PTSS) in Chinese immediately after the massive outbreak of COVID-19. A total of 2027 Chinese participated in the present study. Wuhan-expose history, sleep quality and PTSS were measured with self-rating scales. Results showed that there were significant differences of PCL-5 and of sleep quality scores in different data-collection dates (ps<0.05). There were significant differences of PCL-5 scores (p<0.05) and latency onset of sleep (p<0.05) between participants with and without Wuhan-expose history. The interaction effect of Wuhan exposure history x sleep quality significantly influenced PCL-5 (ps<0.05). These results indicate that keeping good sleep quality in individuals with high infectious risk is a way to prevent PTSS.","Zhang, F.; Shang, Z.; Ma, H.; Jia, Y.; Sun, L.; Guo, X.; Wu, L.; Sun, Z.; Zhou, Y.; Wang, Y.; Liu, N.; Liu, W.","https://www.medrxiv.org/content/10.1101/2020.03.22.20034504v1?rss=1""","20200324",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-08","",155,""
"The prevalence and influencing factors for anxiety in medical workers fighting COVID-19 in China: A cross-sectional survey","Abstract: Background: The COVID-19 outbreak caused by the SARS-Cov-2 virus has been sustained in China since December 2019, and could become a pandemic if we do not contain it. The mental health of frontline medical staff is a concern. In this study, we aimed to identify the influencing factors on medical worker anxiety in China during the COVID-19 outbreak. Methods: We conducted a cross-sectional study to estimate the prevalence of anxiety among medical staff from 10th February 2020 to 20th February 2020 in China using the Zung Self-rating Anxiety Scale (SAS) to assess anxiety, using the criteria of normal ([&le;]49), mild (50-59), moderate (60-70) and severe anxiety ([&ge;]70). We used multivariable linear regression to determine the factors (e.g., having direct contact treating infected patients, being a medical staff worker from Hubei province, being a suspect case) for anxiety. We also used adjusted models to confirm independent factors for anxiety after adjusting for gender, age, education and marital status. Results: Of 512 medical staff from China, 164 healthcare workers (32.03%) had had direct contact by treating infected patients. The prevalence of anxiety was 12.5%, with 53 workers suffering from mild (10.35%), seven workers from moderate (1.36%) and four workers from severe anxiety (0.78%). After adjusting for sociodemographic characteristics (gender, age, education and marital status), medical staff who had had direct contact treating infected patients saw higher anxiety scores than those who had not had direct contact ({beta}value=2.33, CI: 0.65 -4.00; p=0.0068). Similar things were observed in medical staff from Hubei province, compared with those from other parts of China ({beta}value=3.67, CI: 1.44 -5.89; p=0.0013). The most important variable was suspect cases with high anxiety scores, compared to non-suspect cases ({beta}value=4.44, CI: 1.55 -7.33; p=0.0028). Conclusion: Our results highlight that government authorities should make early detection of the high risk of anxiety among medical staff a priority, and implement appropriate psychological intervention programs, to prevent medical staff from developing psychological disorders that could potentially exert an adverse effect on combating the COVID-19 epidemic.","Liu, C.; Yang, Y.-z.; Zhang, X. M.; Xu, X.; Dou, Q.-L.; Zhang, W.-W.","https://www.medrxiv.org/content/10.1101/2020.03.05.20032003v1?rss=1""","20200308",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-08","",156,""
"Study of the mental health status of medical personnel dealing with new coronavirus pneumonia","Objective: This paper studied the relationship between personality traits and mental health conditions of medical personnel to provide a basis and reference for the implementation of targeted education on mental health. Methods: A self-report inventory, the Symptom Checklist-90 (SCL-90), was used to investigate the mental health status of 548 medical personnel dealing with the new coronavirus pneumonia in eight provinces and cities of China. Results: The overall mean SCL-90 score and mean values of factors (somatization, obsessive-compulsive, anxiety, phobic anxiety, and psychoticism) of the medical personnel were significantly higher than in the norm group (p < 0.05), while their average interpersonal sensitivity score was significantly lower (p < 0.01). In addition, personal factors affecting the mental health status of medical personnel were identified. ( all p < 0.05). Conclusion: The overall mental health status of medical personnel responding to new coronavirus pneumonia is generally higher than that of the norm group in China. The results of this study should contribute to measures to alleviate the psychological pressures on medical personnel dealing with the new coronavirus epidemic in China","sun, n.; xing, j.; xu, j.; geng, l. s.; li, q. y.","https://www.medrxiv.org/content/10.1101/2020.03.04.20030973v1?rss=1""","20200306",NA,"medRxiv","Undecided","","","","","","","","","","","","","FALSE","2020-04-08","",157,""
"Covid-19, Coronavirus and Mental Health Rehabilitation at Times of Crisis","","Chaturvedi, Santosh K.","https://doi.org/10.1007/s40737-020-00162-z","2020","","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-08","",158,""
