"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Sleep quality and mood symptoms in conscripted frontline nurse in Wuhan, China during COVID-19 outbreak: A cross-sectional study","The aim of this study was to investigate the prevalence of sleep problems, depression and anxiety symptoms among conscripted frontline nurses fighting coronavirus disease 2019 (COVID-19) in Wuhan.This study was a cross-sectional study conducted with 100 frontline nurses. Sleep quality, depression, and anxiety symptoms were measured using the Pittsburgh sleep quality index (PSQI), the Generalized Anxiety Disorder 7-Item Scale (GAD-7) and the Patient Health Questionnaire-9 (PHQ-9), respectively.Me","Tu, He, Zhou","https://doi.org/10.1097/MD.0000000000020769","20200626","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-06-27","",2029,""
"Mental health circumstances among health care workers and general public under the pandemic situation of COVID-19 (HOME-COVID-19)","After the spread of the coronavirus disease 2019 (COVID-19) globally, upgraded quarantine and physical distancing strategy, strict infection measures, and government's strict lockdown have been abided to confront the spread of the COVID-19 in Thailand. During the COVID-19 pandemic, concerns about the mental health and psychosocial problems among health care workers and the general population are now arising. Yet, information on mental health and psychosocial problems among health care workers an","Nochaiwong, Ruengorn, Awiphan, Ruanta, Boonchieng, Nanta, Kowatcharakul, Pumpaisalchai, Kanjanarat, Mongkhon, Thavorn, Hutton, Wongpakaran, Wongpakaran","https://doi.org/10.1097/MD.0000000000020751","20200626","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-06-27","",2030,""
"The effect of the COVID-19 pandemic on healthcare workers' mental health","The novel coronavirus (SARS-CoV-2) that emerged in late 2019 in Wuhan, China, commonly presents as a severe acute respiratory disease referred to as coronavirus disease-2019 (COVID-19). The rapid spread of the disease created challenges for healthcare systems and forced healthcare workers to grapple with clinical and nonclinical stressors, including shortages of personal protective equipment, mortality and morbidity associated with COVID-19, fear of bringing the virus home to family members, and","Hall","https://doi.org/10.1097/01.JAA.0000669772.78848.8c","20200626","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-06-27","",2031,""
"Psychological distress, coping behaviors, and preferences for support among New York healthcare workers during the COVID-19 pandemic","The mental health toll of COVID-19 on healthcare workers (HCW) is not yet fully described. We characterized distress, coping, and preferences for support among NYC HCWs during the COVID-19 pandemic. This was a cross-sectional web survey of physicians, advanced practice providers, residents/fellows, and nurses, conducted during a peak of inpatient admissions for COVID-19 in NYC (April 9th-April 24th 2020) at a large medical center in NYC (nÃ‚Â =Ã‚Â 657). Positive screens for psychological symptoms we","Shechter, Diaz, Moise, Anstey, Ye, Agarwal, Birk, Brodie, Cannone, Chang, Claassen, Cornelius, Derby, Dong, Givens, Hochman, Homma, Kronish, Lee, Manzano, Mayer, McMurry, Moitra, Pham, Rabbani, Rivera, Schwartz, Schwartz, Shapiro, Shaw, Sullivan, Vose, Wasson, Edmondson, Abdalla","https://doi.org/10.1016/j.genhosppsych.2020.06.007","20200626","Anxiety; COVID-19; Coping; Depression; Distress; Healthcare worker; Insomnia","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-06-27","",2032,""
"Yoga for infirmity in geriatric population amidst COVID-19 pandemic: Comment on &quot;Age and Ageism in COVID-19: Elderly mental health-care vulnerabilities and needs&quot;","","Mohanty, Sharma, Sharma","https://doi.org/10.1016/j.ajp.2020.102199","20200626","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-06-27","",2033,""
"Thwarted Belongingness and Perceived Burdensomeness Explain the Associations of COVID-19 Social and Economic Consequences to Suicide Risk","The social and economic consequences of COVID-19 and related public health interventions aimed at slowing the spread of the virus have been proposed to increase suicide risk. However, no research has examined these relations. This study examined the relations of two COVID-19 consequences (i.e., stay-at-home orders and job loss) to suicide risk through thwarted belongingness, perceived burdensomeness, and loneliness. Online data from a nationwide community sample of 500 adults (mean age = 40) fro","Gratz, Tull, Richmond, Edmonds, Scamaldo, Rose","https://doi.org/10.1111/sltb.12654","20200626","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-06-27","",2034,""
"Associations among state-level physical distancing measures and suicidal thoughts and behaviors among US adults during the early COVID-19 pandemic","The purpose of this study was to identify leading sources of stress, describe rates of mental health outcomes, and examine their associations among U.S. adults during the first months of the COVID-19 pandemic. In a cross-sectional, general population survey conducted from March 18 to April 4, 2020, U.S. adults (n=10,625) were recruited through Qualtrics Panels using quota sampling methods. Life stressors, probable depression, past-month suicide ideation, and past-month suicide attempts were not ","Bryan, Bryan, Baker","https://doi.org/10.1111/sltb.12653","20200626","COVID-19; coronavirus; stress; suicide","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-06-27","",2035,""
"How Bad Is It? Suicidality in the Middle of the COVID-19 Pandemic","The current paper examines the intersection between social vulnerability, individual risk, and social/psychological resources with adult suicidality during the COVID-19 pandemic. Data come from a national sample (n =10, 368) of U.S. adults. Using an online platform, information was gathered the third week of March 2020, and post-stratification weighted to proportionally represent the U.S. population in terms of age, gender, race/ethnicity, income, and geography. Nearly 15 percent of sampled resp","Fitzpatrick, Harris, Drawve","https://doi.org/10.1111/sltb.12655","20200626","COVID-19 Pandemic; Risks and Resources; Suicidality","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-06-27","",2036,""
"Suicide risk during the lockdown due to coronavirus disease (COVID-19) in Colombia","The study aimed to estimate the high suicide risk during the COVID-19 lockdown in the Colombian population. A total of 700 adults aged between 18 and 76Ã¢â‚¬â€°years (MÃ¢â‚¬â€°=Ã¢â‚¬â€°37.1, SDÃ¢â‚¬â€°=Ã¢â‚¬â€°12.7; 68.0% women) completed an online questionnaire. Findings showed that 7.6% of participants reported a high suicide risk. High suicide risk was associated with high perceived stress related to COVID-19, risk of depressive episode, and insomnia. Our study suggests that 1 out of 13 Colombians in a ","Caballero-DomÃƒÂ­nguez, JimÃƒÂ©nez-Villamizar, Campo-Arias","https://doi.org/10.1080/07481187.2020.1784312","20200626","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-06-27","",2037,""
"Reaching Up, Down, In, and Around: Couple and Family Coping During the Corona Virus Pandemic","The worldwide corona virus (COVID-19) has had profound effects on all aspects of life: physical health, the ability to travel locally or to more distant destinations, material and financial resources, and psychosocial wellbeing. Couples, families, and communities and individual persons in those relationships have struggled to cope with emerging depression, anxiety, and trauma, and the rise of relational conflict. In this article, we suggest that the existential nature of the pandemic's challenge","Fraenkel, Cho","https://doi.org/10.1111/famp.12570","20200626","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-06-27","",2038,""
