"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Online mental health services in Indonesia during the COVID-19 outbreak","","Ifdil, Fadli, Suranata, Zola, Ardi","https://doi.org/10.1016/j.ajp.2020.102153","20200513","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-05-14","",948,""
"'Age and ageism in COVID-19': Elderly mental health-care vulnerabilities and needs","","Banerjee","https://doi.org/10.1016/j.ajp.2020.102154","20200513","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-05-14","",949,""
"Telehealth in Response to the COVID-19 Pandemic in Rural Veteran and Military Beneficiaries","","Shura, Brearly, Tupler","https://doi.org/10.1111/jrh.12454","20200513","COVID-19; mental health; rural health; telehealth; veterans","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-05-14","",950,""
"The impact of COVID-19 on Brazilian mental health through vicarious traumatization","","Serafim, GonÃƒÂ§alves, Rocca, Lotufo Neto","https://doi.org/10.1590/1516-4446-2020-0999","20200513","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-05-14","",951,""
"Telehealth home support during COVID-19 confinement: Survey study among community-dwelling older adults with mild cognitive impairment or mild dementia","The public global health emergency of coronavirus disease 2019 has created a rapidly evolving situation worldwide with some countries, such as Spain, implementing restrictive measures. Vulnerable populations to this outbreak and its physical and mental health impact include community-dwelling older adults with mild cognitive impairment or mild dementia. Telehealth is becoming a potential major tool to deliver healthcare and support preventing the risk of exposure. The aim of this study was three","Goodman-Casanova, DurÃƒÂ¡-PÃƒÂ©rez, GuzmÃƒÂ¡n-Parra, Cuesta-Vargas, Mayoral-Cleries","https://doi.org/10.2196/19434","20200513","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-05-14","",952,""
"Cognitive Processing Therapy for Posttraumatic Stress Disorder via Telehealth: Practical Considerations During the COVID-19 Pandemic","The global outbreak of COVID-19 has required mental health providers to rapidly rethink and how they provide care. Cognitive processing therapy (CPT) is a trauma-focused, evidence-based treatment for posttraumatic stress disorder that is effective when delivered in-person or via telehealth. Given current limitations on the provision of in-person mental health treatment during the COVID-19 pandemic, this article presents guidelines and treatment considerations when implementing CPT via telehealth","Moring, Dondanville, Fina, Hassija, Chard, Monson, LoSavio, Wells, Morland, Kaysen, Galovski, Resick","https://doi.org/10.1002/jts.22544","20200513","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-05-14","",953,""
"Invasive strategy for COVID patients presenting with acute coronary syndrome: The first multicenter Italian experience","To report our initial experience of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)/acute coronary syndrome (ACS) patients undergoing standard of care invasive management. The rapid diffusion of the SARS-CoV-2 together with the need for isolation for infected patients might be responsible for a suboptimal treatment for SARS-CoV-2 ACS patients. Recently, the group of Sichuan published a protocol for COVID/ACS infected patients that see the thrombolysis as the gold standard of care. W","Secco, Tarantini, Mazzarotto, Garbo, Parisi, Maggio, Vercellino, Pistis, Audo, Kozel, Centini, Di Mario","https://doi.org/10.1002/ccd.28959","20200513","COVID-19; PCI; SARS-CoV-2; acute coronary syndrome","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-05-14","",954,""
"Anxiety and Suicidality in a Hospitalized Patient with COVID-19 Infection","We describe the case of a young man admitted due to mild COVID-19 infection. During his hospitalization in an isolation ward, he had no respiratory distress or fever but developed symptoms consistent with anxiety and insomnia. Despite the appropriate supportive intervention, on hospital day 7, he attempted suicide by jumping from the third-floor ward. The patient underwent urgent surgery and was transferred to a level I trauma center under strict isolation. Our findings emphasize the importance ","Epstein, Andrawis, Lipsky, Ziad, Matan","https://doi.org/10.12890/2020_001651","20200513","COVID-19; Suicidality; distress; isolation; quarantine","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-05-14","",955,""
"Tackling the mental health burden of frontline healthcare staff in the COVID-19 pandemic: China's experiences","","Zhou, Zhou, Song, Ren, Ng, Xiang, Tang","https://doi.org/10.1017/S0033291720001622","20200513","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-05-14","",956,""
"What about heart and mind in the covid-19 era?","From the time of Hippocratic medicine, heart-brain interactions have been recognized and contributed to both mental and physical health. Heart-brain interactions are complex and multifaceted and appear to be bidirectional. Exposure to chronic and daily stressors such as quarantine, or severe psychological trauma like a significant person in danger of life can affect the cardiovascular system and the emotional experience of the individual, leading to an increased risk of developing a cardiovascul","Mazza, Marano, Antonazzo, Cavarretta, Di Nicola, Janiri, Sani, Frati, Romagnoli","https://doi.org/10.23736/S0026-4725.20.05309-8","20200513","","PubMed","Undecided","","","","","","","","","","","","","False","False","","2020-05-14","",957,""
