"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20","exclusion_reason","extraction_date","expert_decision","ID","o1"
"Depression Symptoms during the COVID-19 Pandemic among Well-Educated, Employed Adults with Low Infection Risks","Levels and distributions of depression symptoms 8-10 months after the onset of the COVID-19 pandemic are reported in a population of faculty, staff, and students at Duke University who faced minimal infection and economic disruption due to the pandemic. Almost 5,000 respondents age 18-81 years who completed the 20-item Center for Epidemiological Studies-Depression (CES-D) battery reported high rates of depression symptoms with more than 40% reporting levels that indicate risk of moderate depression and 25% indicating risk of severe depression. There is a very steep age gradient with the highest levels reported by the youngest respondents of whom over 40% are at risk of severe depression. Symptoms are worse among those who report the demands of work often interfere with family responsibilities but these pressures neither explain the high reported rates nor the steep age gradient. Severe depression risks are highest among students. High levels of depression symptoms during the pandemic appear to be persistent and not confined to those at greatest risk of infection or economic insecurity.","Duncan Thomas; Tyson Brown; Donald H Taylor Jr.; Ralph Lawton; Victoria K Lee; Menna Mburi; Michelle Wong; Rachel Kranton","https://medrxiv.org/cgi/content/short/2021.01.26.21250558","20210129","","medRxiv","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-29","",10031,""
"Association of COVID-19 incidence with objectively and subjectively measured mental health proxies in the Austrian Football League: an epidemiological study","Objective We aimed to explore the association of COVID-19 incidence with mental health in 225 team and staff members of five professional Austrian Football clubs captured by objective (location variance) or subjective (self-reported sleep quality, level of recovery, perceived risk of infection) mental health proxies. Methods Data collected during the implementation of a novel monitoring concept to enable safe continuation of professional Football during the COVID-19 pandemic were matched with Austrian COVID-19 incidence data and smartphone collected location data (time-period June 17th to July 31st, 2020). Multivariable linear regression models explored the association of COVID-19 incidence, defined as daily novel or active cases of COVID-19, with the objective and subjective health proxies while adjusting for the occurrence of one COVID-19 case in a staff member in one of the clubs, team status (i.e. player vs staff) and game days. Results Data from 115 participants were analysed. An increasing number of novel COVID-19 cases was significantly associated with deteriorating sleep quality (B 0.48, 95% CI 0.05; 1.00) but with none of the other mental health proxies. An increasing number of active COVID-19 cases was significantly associated with an increase in perceived infection risk (B 0.04, 95% CI 0.00; 0.07) and location variance (B 0.28, 95% CI 0.06; 0.49). Conclusion The adverse association of an increasing COVID-19 incidence with mental health in professional Footballers and staff members became obvious particularly in subjectively measured mental health. During the ongoing pandemic, targeted mental care should be included in the daily routines of this population.","Antje van der Zee-Neuen; Alexander Seymer; Dagmar Schaffler-Schaden; Juergen Herfert; James O Brien; Tim Johansson; Patrick Kutschar; Stephan Ludwig; Thomas Stoeggl; David Keeley; Maria Flamm; Juergen Osterbrink","https://medrxiv.org/cgi/content/short/2021.01.27.21250527","20210129","","medRxiv","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-29","",10032,""
"IMPACTS OF COVID-19 PANDEMIC ON THE PSYCHOLOGICAL WELL BEING OF STUDENTS IN A NIGERIAN UNIVERSITY","The novel Covid-19 pandemic has caused disruption of several activities globally  It has resulted in lockdown of economic activities in most countries including Nigeria  The effects of the pandemic and the associated lockdown on the mental health status of Nigerian students have not taken into perspective in the control efforts  This study was conducted to assess the burden of the psychological problems associated with COVID-19 pandemic and coping strategies among students at Bowen University, Iwo (BUI), Nigeria  A cross-sectional survey was conducted, and multi-stage sampling technique employed to recruit 433 eligible respondents  Validated online self-administered, semi-structured questionnaire was used to collect relevant information from respondents  Appropriate summary statistics were carried out, and Binary logistic regression model was developed to examine protective/riskfactors of decreased mental wellbeing among the respondents  Mean age of the respondents was 20 11 +/- 2 9 years, almost three-quarter (72 7%) of them were females  In all, 55 0% of the respondents had decreased psychological wellbeing because of the lockdown  Protective factors against decreased mental wellbeing included online catting with friends/watching films (OR=0 22, 95%CI=1 37-3 59), and participating in online vocational training (OR=0 25, 95%CI=0 25-0 61)  The odds of decreased mental wellbeing was significantly higher in students who indicated a need for substance use as coping strategy(OR=1 50, 95%CI=0 55-4 05), and those who were not satisfied with online teaching method (OR=5 34, 95%CI=4 13-9 18) The mental health impacts of COVID-19 on the Nigerian students is huge  Thus, psychological wellbeing of the Nigerian students should be taken into cognizance and prioritized in the post-COVID-19 national rebuilding strategies","Idowu, A.; Olawuyi, D. A.; Nwadioke, C. O.","https://doi.org/10.46327/msrjg.1.0000000000001xxx","","Database: COVIDWHO; Publication details: Journal of Medical and Surgical Research;7(1):798-806, 2020.; Publication details: Journal of Medical and Surgical Research;7(1):798-806, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-29","",10033,""
"Sociodemographic Determinants of Indonesian Mothers' Psychological Distress during the COVID-19 Pandemic","The Indonesian government imposed a large-scale social restriction policy to prevent the spread of COVID-19  This policy affected the community, including mothers, and may have caused psychological strain on them  This study aimed to (i) establish a dataset on the psychological distress reported by mothers in Indonesia and (ii) identify demographic factors and pandemic-related characteristics that determine psychological distress  An online survey was administered from April 20 to April 25, 2020, and 1534 surveys were submitted  Bivariate and multivariate regression models were constructed to examine the associations between sociodemographic variables, depression, anxiety, and stress  The results demonstrated that the level of the psychological distress domain scores was relatively low;additionally, stress was reported the most, followed by anxiety and depression  The number of children and being informed of a neighbor who tested positive were correlated with depression symptoms  The mother's age and being notified of a neighbor who tested positive correlated with anxiety symptoms  The length of the marriage and being notified of a neighbor who tested positive correlated with stress symptoms  These data help identify persons at greater risk of suffering from psychological distress and provide a baseline for further research and interventions targeting the mothers' psychological distress","Qodariah, L.; Abidin, F. A.; Lubis, F. Y.; Anindhita, V.; Purba, F. D.","https://doi.org/10.7454/hubs.asia.2201020","","Database: COVIDWHO; Publication details: Makara Hubs-Asia;24(2):101-108, 2020.; Publication details: Makara Hubs-Asia;24(2):101-108, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-29","",10034,""
"Ultra-Brief Online Mindfulness-Based Intervention Effects on Mental Health During the Coronavirus Disease Outbreak in Malaysia: A Randomized Controlled Trial","The federal government of Malaysia recently implemented a nationwide Movement Control Order (MCO) to control the COVID-19 outbreak  However, the MCO has had a negative impact on people's mental well-being  Interventions that can improve people's mental health when their movement is restricted are therefore urgently needed  The present study investigated the impact of an ultra-brief online mindfulness-based intervention on mental health using a two-arm randomized controlled trial design  A total of 161 participants self-reported their distress, anxiety, psychological insecurity, and well-being at baseline and post-treatment, while 61 of them answered the same set of measures and the fear of COVID-19 scale in a follow-up study two weeks later  A multivariate analysis of covariance found the intervention reduced psychological insecurity levels measured during post-treatment  Moreover, gender, the experience of practicing mindfulness, and participants' experiences of undergoing quarantine were found to play a role in post-treatment measures  No significant difference was found between the baseline and follow-up treatment  However, hierarchical multiple regression found that psychological insecurity measured at baseline positively predicted the level of fear after controlling for demographic variables  Overall, the findings suggest that an online mindfulness intervention is a potentially useful tool for alleviating people's mental health difficulties","Pheh, K. S.; Tan, H. C.; Tan, C. S.","https://doi.org/10.7454/hubs.asia.2140920","","Database: COVIDWHO; Publication details: Makara Hubs-Asia;24(2):118-128, 2020.; Publication details: Makara Hubs-Asia;24(2):118-128, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-29","",10035,""
"""Why Can Other People Live Normally While I Cannot?"": An Application of Telecounseling Due to COVID-19","In Nusa Tenggara Barat province, on May 04, 2020, there were 275 cases out of 11,587 total cases in Indonesia  COVID-19 not only has an impact on physical health issues, but it also impacts on psychological issues  One of the psychological issues is how society experiences negative emotion (e g , depression) during the spread of COVID-19  This study aimed to explore the telecounseling process on the individual who had experienced negative emotion especially in the case of depressive disorder in the COVID-19 Nusa Tenggara Barat province  This study used a single-case research design approach, and the collected data were analyzed qualitatively  The results showed that the participant reported everything she felt and thought about in stage I  Next, in stage II, the participant analyzed what she thought and wished  The statements of having suicidal thoughts, having negative emotions (e g , feeling sad) and not being interested in any activities indicated that the participant experienced severe depression (BDI-II)  Stage III took the form of a strategy of how the participant realized her goals  Through the telecounseling process, the participant understood the goals and strategies to achieve them amid COVID-19","Darmayanti, K. K. H.; Winata, E. Y.; Anggraini, E.","https://doi.org/10.7454/hubs.asia.1140920","","Database: COVIDWHO; Publication details: Makara Hubs-Asia;24(2):109-117, 2020.; Publication details: Makara Hubs-Asia;24(2):109-117, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-29","",10036,""
"The relevance of digital mental healthcare during COVID-19: Need for innovations","","Kar, S. K.; Saxena, S. K.; Kabir, R.","https://doi.org/10.3126/nje.v10i4.32519","","Database: COVIDWHO; Publication details: Nepal Journal of Epidemiology;10(4):928-929, 2020.; Publication details: Nepal Journal of Epidemiology;10(4):928-929, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-29","",10037,""
"Psychological impact of the COVID-19 pandemic on medical doctors in Turkey","We explored the psychological effects of the COVID-19 pandemic on medical doctors working in hospitals assigned to treat COVID-19 patients  An exploratory, descriptive, qualitative research design was applied with a group of 204 medical doctors working within 40 different hospitals across 15 provinces of Turkey  Results reveal that medical doctors experienced various psychological problems, such as personal stress, anxiety, fear, panic attacks, depressive tendencies, and sleep disturbances, during the pandemic period  To cope with the pandemic, the medical doctors exhibited behaviors such as religious prayer, using antidepressants, undertaking different hobbies, paying attention to social distancing and hygiene rules and guidelines, and having a balanced and healthy diet  Our findings demonstrate that COVID-19 increased medical doctors' psychological pressure and associated physical symptoms","Karakose, T.; Malkoc, N.","https://doi.org/10.2224/sbp.9890","","Database: COVIDWHO; Publication details: Social Behavior and Personality;49(1):10, 2021.; Publication details: Social Behavior and Personality;49(1):10, 2021.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-29","",10038,""
"REAC Cervicobrachial Neuromodulation Treatment of Depression, Anxiety, and Stress During the COVID-19 Pandemic (vol 13, pg 929, 2020)","","Pinheiro, B. A. R.; Nolli, B. M.; Ferreira, D.","https://doi.org/10.2147/prbm.S297484","","Database: COVIDWHO; Publication details: Psychology Research and Behavior Management;13:1373-1373, 2020.; Publication details: Psychology Research and Behavior Management;13:1373-1373, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-29","",10039,""
"Pandora's Box","The antibiotic-treated mice with microbiota depletion had higher tryptophan concentrations than the controls, but serotonin concentrations were almost non-existent, suggesting that in the absence of the gut microbes, tryptophan could not be converted to serotonin  Sleep analysis based on electroencephalography and electromyography showed that the mice in the experimental group spent less time in non-rapid eye movement (NREM) sleep during the light phase and more in NREM and rapid eye movement (REM) sleep during the dark phase, while REM sleep episodes were increased in both light and dark phases  The pandemic has brought misery to people around the world, killing a million and a half loved ones and depriving many of direct human contact, with resulting harm to their mental health and well-being  The authors argue that not enough attention has been paid to the physical and mental health benefits derived from the presence of pets, particularly for people with limited or no access to human touch","Anonymous","https://doi.org/10.1192/bji.2020.61","","Database: COVIDWHO; Publication details: BJPsych International;18(1):26-27, 2021.; Publication details: BJPsych International;18(1):26-27, 2021.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2021-01-29","",10040,""
