"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20","exclusion_reason","extraction_date","expert_decision","ID","o1"
"PTSD symptoms related to COVID-19 as a high risk factor for suicide - Key to prevention","Summary Background. Rising rates of suicide, the most dreadful consequence of mental health effects elicited by the coronavirus pandemic (COVID-19) are cause for grave concern. However, the exact association between mental health problems and suicide remains largely unknown in relation to COVID-19. Methods. To determine the impact of COVID-19 on suicide trajectory, we used an interrupted time-series design to analyze monthly suicides rates extracted from Japan's national database. We next used mixed-effects regression models to investigate the relationship between the nationwide suicide increase in August 2020 and psychiatric states of 4,348 individuals from an online survey performed immediately before (December 2019) and during (August 2020) the pandemic. Psychiatric states included depression, anxiety, and COVID-19-related PTSD, a form of severe event-related stress. FIndings. In Japan, suicides had gradually decreased before COVID-19 ({beta} = -0.7 x 10-3, t57 = -14.2, p = 8.6 x 10-46), but increased drastically after a state of emergency was declared in April 2020 ({beta} = 0.9 x10-2, t57 = 17.3, p = 2.3x10-67). We found that PTSD symptoms reliably predict COVID-19's impact on suicide rates ({beta} = 6.3 x 10-4, t3936 = 5.96, p = 2.7 x 10-9). In contrast, depression scores are a reliable indicator of stress vulnerability (i.e. future suicide increases, {beta} = 0.001, t3936 = 6.6, p = 4.5 x 10-11). Simulations revealed that a one-point reduction in PTSD score could decrease suicides by up to 3.1 per ten million people per month in Japan. Interpretation. PTSD symptoms may help to identify high-risk groups so as to increase efficacy of prevention policies. Funding. KDDI collaborative research contract, the Innovative Science and Technology Initiative for Security (JPJ004596), ATLA and AMED (JP20dm0307008).","Toshinori Chiba; Taiki Oka; Toshitaka Hamamura; Nao Kobayashi; Masaru Honjo; Yuka Miyake; Takatomi Kubo; Hiroyuki Toda; Akitoyo Hishimoto; Shuken Boku; Tetsufumi Kanazawa; Mitsuo Kawato; Aurelio Cortese","https://medrxiv.org/cgi/content/short/2020.12.15.20246819","20201218","","medRxiv","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-19","",8405,""
"DesafÃ­os bioÃ©ticos en el contexto de la pandemia por el COVID-19 en LatinoamÃ©rica","Disponible en: http://www lse ac uk/business-and-consultancy/consulting/assets/documents/latin-america-health-care-system-overview-report-english pdf [ Links ] [4] Ciocca DR, Delgado G  The reality of scientific research in Latin America;an insider's perspective  Mental Health and Psychosocial Problems of Medical Health Workers during the COVID-19 Epidemic in China  Disponible en: https://doi org/10 1159/000507639 [ Links ] [5] Gostin LO, Friedman EA, Wetter SA  Responding to COVID-19: How to Navigate a Public Health Emergency Legally and Ethically  Disponible en: http://www lse ac uk/business-and-consultancy/consulting/assets/documents/latin-america-health-care-system-overview-report-english pdf [4] Ciocca DR, Delgado G  The reality of scientific research in Latin America;an insider's perspective  Mental Health and Psychosocial Problems of Medical Health Workers during the COVID-19 Epidemic in China  Disponible en: https://doi org/10 1159/000507639 [5] Gostin LO, Friedman EA, Wetter SA  Responding to COVID-19: How to Navigate a Public Health Emergency Legally and Ethically","Fuentes Delgado, Duilio, Angulo-BazÃ¡n, Yolanda","https://doi.org/10.18359/rlbi.4786","","Database: COVIDWHO; Publication details: Revista Latinoamericana de BioÃ©tica;20(1):11-13, 2020.; Publication details: Revista Latinoamericana de BioÃ©tica;20(1):11-13, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-19","",8406,""
"Residentsâ€™ Training in COVID-19 Pandemic Times: An Integrated Survey of Educational Process, Institutional Support, Anxiety and Depression by the Saudi Commission for Health Specialties (SCFHS)","In late December of 2019, the outbreak of coronavirus disease (COVID-19) was first reported in the city of Wuhan, the capital of Hubei province in China, and was declared a pandemic by the World Health Organization in March 2020  Globally, as of 8 July 2020, there have been 11,669,259 confirmed cases of COVID-19, including 539,906 deaths  In Saudi Arabia, the confirmed cases have already reached 223,327, with 161,096 patients confirmed to have recovered, and 2100 deaths  This study aims to determine the effect of the COVID-19 pandemic on the training programs of the Saudi Commission for Health Specialties (SCFHS) and assess trainees&rsquo;mental health status (i e , anxiety and depression)  Trainee evaluations on training programs were also sought in order to obtain insights for strategic planning necessary for curricular modifications or improvements to address the clinical learning needs of trainees during this pandemic  The main contribution of our work is an investigation of the incidence of depression and anxiety regarding COVID-19 within the community of residents and fellows  Furthermore, we elaborate on key responsive actions towards the enhancement of the mental health of trainees  Last but not least, we propose the Saudi Commission for Health Specialties (SCFHS) Model for Residents&rsquo;Mental Health Enhancement during the COVID-19 Pandemic, which consists of five integrative value layers for medical education and training, namely: the knowledge creation process and innovation;technological capabilities for personalized medicine and patient-centric healthcare with a social impact;innovative applications of technology-enhanced learning and web-based active learning approaches for medical training and education;residents&rsquo;wellbeing and the impact of COVID-19 in strategic layers  In our future work, we intend to enhance the proposed framework with studies on trainee satisfaction and the efficiency of different technology-enhanced learning platforms for medical education","Alsaywid, Basim, Housawi, Abdulrahman, Lytras, Miltiadis, Halabi, Huda, Abuznadah, Maha, Alhaidar, Sami A.; Abuznadah, Wesam","https://doi.org/10.3390/su122410530","","Database: COVIDWHO; Publication details: Sustainability;12(24):10530, 2020.; Publication details: Sustainability;12(24):10530, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-19","",8407,""
"The epidemiology of community-acquired respiratory viruses during the SARS-CoV-2 pandemic (Reprinted from AJT, vol 20, pg 3680, 2020)","In regions of high COVID-19 endemicity, the incidence of other respiratory viral illnesses is depressed, which may reflect biologic displacement of other pathogens or the impact of preventive strategies to reduce transmission of SARS-CoV-2","Fishman, J. A.","https://doi.org/10.1111/ajt.16382","","Database: COVIDWHO; Publication details: American Journal of Transplantation;20(12):3680-3680, 2020.; Publication details: American Journal of Transplantation;20(12):3680-3680, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-19","",8408,""
"[The COVID - Conspiracy: Theory and Practice]","Conspiracy theories are a most elaborate form of gossip  They have a long tradition and arise preferably during times of drawn out crises, as for example the Corona-pandemic  Hard-wired anxiety, personal powerlessness, palpable socioeconomic consequences, complex causes and insufficient solutions, disconcerting leadership and modern means of communication form fertile ground for conspiracy theories  They are much more than a peculiar marginal phenomenon as they undermine concerted action and distort open discussions, spreading germs and doubts, increasing risks and costs  This paper describes individual, social and communicative mechanisms underlying conspiracy theories and their inclusive (""we, who know""), conclusive (cognitive closure versus inconclusive facts) and exclusive effects (""we versus the establishment and the ignorants"")","FÃ¶rstl, H.","https://doi.org/10.1055/a-1216-6974","","Database: COVIDWHO; Publication details: Dtsch Med Wochenschr;145(25):1870-1875, 2020.; Publication details: Dtsch Med Wochenschr;145(25):1870-1875, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-19","",8409,""
"Impact of pandemic on mental health in lower- and middle-income countries (LMICs)","Poverty and mental health Extreme poverty, measured as earning less than USD 1 90 a day by the World Bank, is accompanied by hunger, overcrowded living conditions, low accessibility and affordability of health services, limited educational and livelihood opportunities, and adverse life events associated with socioeconomic vulnerabilities  Over time an awareness in the field of mental health recognizes that this vicious cycle of poverty and mental ill health needs to be viewed from human rights perspective  Rise in mental health needs during COVID-19 pandemic COVID-19 is merely one symptom of the dysfunctional relationship between humans and nature, which is manifested through climate change, loss of biodiversity, habitat fragmentation, and domestication of wild animals (UNEP, 2020)  The results of a Chinese study reviewing the effect of COVID-19 mitigation plans on mental health led Wuhan's Government officials to develop a multi-layered response that involved forming psychological intervention teams for key populations that are likely to be impacted by exposure to COVID-19 and its adverse risk factors (Kang et al , 2020)","Kumar, Manasi, Kumar, Pushpam","https://doi.org/10.1017/gmh.2020.28","","Database: COVIDWHO; Publication details: Global Mental Health;7, 2020.; Publication details: Global Mental Health;7, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-19","",8410,""
"Effect of COVID-19 Pandemic on Mental Wellbeing of Healthcare Workers in Tertiary Care Hospital","Objective: The corona virus (COVID-19) outbreak which started in China now has become a pandemic  This disease is affecting the health of general population and causing severe psychological distress in healthcare workers  This survey was planned to investigate the impact of pandemic on mental wellbeing of these workers  Methods: Medical staff members working in Services hospital, Lahore were recruited  The information regarding demographic data, insomnia, anxiety, depression and stress symptoms were obtained by questionnaire  Comparison of demographic data and these psychological variables were done between insomnia and non-insomnia groups  Results: Total 356 healthcare workers were included in the study  There were symptoms of depression in 222(62 35%), anxiety in 227 (64 76%), stress in 197 (55 33%) and insomnia in 190 (53 37%) of participants  Mild to severe symptoms of depression (91 65% vs  28 9%), anxiety (83 1% vs  41 6%) and stress (84 26% vs  22 22%) were seen predominately in the insomnia group (p&lt;0 001),Insomnia was more in participants with low education level (78 08%) vs post-graduate degree (30 9%)  Paramedics, nurses and healthcare workers in isolation/intensive care units were more prone to insomnia (p&lt;0 001)  Conclusion: Mental wellbeing of health care workers is affected due to COVID-19 pandemic  Nurses, paramedics and those working in isolation unit have significant insomnia  Involvement of mental health professionals and online mental health services can be helpful","Wasim, T.; Raana, G. E.; Bushra, N.; Riaz, A.","https://www.google.com/search?q=Effect+of+COVID-19+Pandemic+on+Mental+Wellbeing+of+Healthcare+Workers+in+Tertiary+Care+Hospital","","Database: COVIDWHO; Publication details: Annals of King Edward Medical University Lahore Pakistan;26:140-144, 2020.; Publication details: Annals of King Edward Medical University Lahore Pakistan;26:140-144, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-19","",8411,""
"Impact on Frontline Nurses in the Fight Against Coronavirus Disease","Objective: The importance of nursing care is unquestionable;therefore, it is important to explore the impact of Coronavirus disease pandemic on nurses and the associated challenges  Methods: A descriptive survey of frontline nurses was carried out from April to June 2020  Participants included nurses from different specialties in public and private hospitals of Pakistan  Sample size was not predetermined  Data were simultaneously collected and analyzed until saturation was achieved  Qualitative data were thematically analyzed and refined through memo writing and team discussions  Results: Nurses (n=210) working at different stages in their careers from both public and private hospitals of Pakistan responded  The nurses felt anxious, distressed and depressed  They faced exceptional workload in resource constraint health facilities  Most of the nurses experienced an improved self-esteem and self-image in the society, while others were discouraged  Some family, academia, clinical services and public related challenges were also identified  Conclusion: For frontline nurses, the COVID-19 crisis is overwhelming  They are providing patient care at a huge personal cost, while watching their own getting infected and die  They are distressed, depressed and overworked  We need to recognize the role of nurses at the forefront and give them their long-awaited social capital as healthcare professionals in their own right  Future studies should explore the lived experiences and coping methods of nurses","Sethi, A.; Aamir, H. S.; Sethi, B. A.; Ghani, N.; Saboor, S.","https://www.google.com/search?q=Impact+on+Frontline+Nurses+in+the+Fight+Against+Coronavirus+Disease","","Database: COVIDWHO; Publication details: Annals of King Edward Medical University Lahore Pakistan;26:120-125, 2020.; Publication details: Annals of King Edward Medical University Lahore Pakistan;26:120-125, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-19","",8412,""
"Psychological Impacts of Social Distancing During COVID-19 Pandemic in Adolescents of Lahore, Pakistan","Background: After the declaration of COVID-19 as a pandemic by the WHO, every country took important measures to reduce its spread such as lockdowns and social distancing  However, lockdown and social distancing have created many problems worldwide, economically, socially, and psychologically  This research was designed to fill the gap in the literature regarding the psychological impacts upon adolescents of social distancing during the COVID-19 pandemic lockdown, particularly in urban areas like Lahore, Pakistan  Methods: An online survey was designed, and a Google form was sent to adolescents aged 13 to 17 years old through email, WhatsApp, and Facebook groups  The survey included demographic information and the questions asked about somatic complaints, depression, anxiety, anger, repetitive thoughts, and worries regarding COVID-19  Results: Sixty-three adolescents (50 8% girls and 49 2% boys) recorded their responses from 20 April to 10 May 2020  Most of them showed symptoms of depression, anxiety, and anger  As far as gender differences were concerned, girls showed more somatic complaints (t (61)=2 40, p= 01, t(61)=2 81, p= 00) whereas boys reported more anger problems (t (61)=-2,10, p= 00)  No gender differences were recorded in depression and anxiety symptoms  Conclusion: Intensive psychosocial interventions are required on the part of parents, teachers, and policy makers to deal with the psychological issues of the young population  They are not only following the social distancing rules and missing campus life, but sudden shift to E-learning, and future employment insecurities make them more vulnerable to psychological disturbances","Majeed, S.; Ashraf, M.","https://www.google.com/search?q=Psychological+Impacts+of+Social+Distancing+During+COVID-19+Pandemic+in+Adolescents+of+Lahore,+Pakistan","","Database: COVIDWHO; Publication details: Annals of King Edward Medical University Lahore Pakistan;26:165-169, 2020.; Publication details: Annals of King Edward Medical University Lahore Pakistan;26:165-169, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-19","",8413,""
"The Psychological Impact of COVID-19 Pandemic on Pakistani Population: Managing Challenges through Mental Health Services","","Junaid, K.; Ali, H.; Nazim, R.","https://www.google.com/search?q=The+Psychological+Impact+of+COVID-19+Pandemic+on+Pakistani+Population:+Managing+Challenges+through+Mental+Health+Services","","Database: COVIDWHO; Publication details: Annals of King Edward Medical University Lahore Pakistan;26:291-293, 2020.; Publication details: Annals of King Edward Medical University Lahore Pakistan;26:291-293, 2020.; Publication type: article","WHO","Undecided","","","","","","","","","","","","","False","False","","","","","False","False","False","","2020-12-19","",8414,""
